issueType,bankKey,itemId,status,routeKey,surface,field,value,reason
feedback_mismatch_risk,b1_m03,v080149_cat03_collocation_cat03_coll_008,active,b1_m03,contrast,answer/feedback,eine Bescheinigung brauchen | CAT03 office/job-search phrase for controlled practice; not copied from source materials. | Use `eine Bescheinigung brauchen` for needing a certificate.,Static check found missing or potentially mismatched answer/feedback fields.
feedback_mismatch_risk,b1_m03,v080149_cat03_collocation_cat03_coll_013,active,b1_m03,contrast,answer/feedback,sich bei der Arbeitsagentur melden | CAT03 office/job-search phrase for controlled practice; not copied from source materials. | Use `bei der Arbeitsagentur` for the institution.,Static check found missing or potentially mismatched answer/feedback fields.
feedback_mismatch_risk,b1_m03,v080149_cat03_collocation_cat03_coll_015,active,b1_m03,correction,answer/feedback,einen Beratungstermin vereinbaren | CAT03 office/job-search phrase for controlled practice; not copied from source materials. | Use `vereinbaren` for arranging an appointment.,Static check found missing or potentially mismatched answer/feedback fields.
feedback_mismatch_risk,b1_m03,v080149_cat03_collocation_cat03_coll_016,active,b1_m03,contrast,answer/feedback,eine Stelle suchen | CAT03 office/job-search phrase for controlled practice; not copied from source materials. | Use `eine Stelle suchen` for job-search statements.,Static check found missing or potentially mismatched answer/feedback fields.
feedback_mismatch_risk,b1_m03,v080149_cat03_collocation_cat03_coll_017,active,b1_m03,contrast,answer/feedback,eine Stelle finden | CAT03 office/job-search phrase for controlled practice; not copied from source materials. | `suchen` is the process; `finden` is the result.,Static check found missing or potentially mismatched answer/feedback fields.
feedback_mismatch_risk,b1_m03,v080149_cat03_collocation_cat03_coll_018,active,b1_m03,contrast,answer/feedback,ein Stellenangebot prüfen | CAT03 office/job-search phrase for controlled practice; not copied from source materials. | Use `prüfen` for checking whether a job offer/listing fits.,Static check found missing or potentially mismatched answer/feedback fields.
feedback_mismatch_risk,b1_m03,v080149_cat03_collocation_cat03_coll_020,active,b1_m03,correction,answer/feedback,eine Frist einhalten | CAT03 office/job-search phrase for controlled practice; not copied from source materials. | Use `eine Frist einhalten` for meeting a deadline.,Static check found missing or potentially mismatched answer/feedback fields.
feedback_mismatch_risk,b1_m03,v080149_cat03_collocation_cat03_coll_021,active,b1_m03,contrast,answer/feedback,dafür zuständig sein | CAT03 office/job-search phrase for controlled practice; not copied from source materials. | `zuständig` means responsible/competent for a matter or office.,Static check found missing or potentially mismatched answer/feedback fields.
feedback_mismatch_risk,b1_m03,v080149_cat03_collocation_cat03_coll_022,active,b1_m03,contrast,answer/feedback,eine Weiterbildung machen | CAT03 office/job-search phrase for controlled practice; not copied from source materials. | Use `eine Weiterbildung machen`; funding/process details need review if added.,Static check found missing or potentially mismatched answer/feedback fields.
feedback_mismatch_risk,b1_m03,v080149_cat03_collocation_cat03_coll_024,active,b1_m03,contrast,answer/feedback,eine Einladung bekommen | CAT03 office/job-search phrase for controlled practice; not copied from source materials. | `Einladung` can be an appointment letter in office contexts.,Static check found missing or potentially mismatched answer/feedback fields.
feedback_mismatch_risk,b1_m03,v080149_cat03_collocation_cat03_coll_025,active,b1_m03,contrast,answer/feedback,die Kundennummer angeben | CAT03 office/job-search phrase for controlled practice; not copied from source materials. | Use `angeben` for giving official reference details.,Static check found missing or potentially mismatched answer/feedback fields.
feedback_mismatch_risk,b1_m03,v080149_cat03_collocation_cat03_coll_026,active,b1_m03,contrast,answer/feedback,das Aktenzeichen angeben | CAT03 office/job-search phrase for controlled practice; not copied from source materials. | `Aktenzeichen` is the case/reference number; use `angeben`.,Static check found missing or potentially mismatched answer/feedback fields.
feedback_mismatch_risk,b1_m03,v080149_cat03_practice_family_cat03_pf_086,active,b1_m03,production,answer/feedback,self_check | Self-marked | Self-check: Did you ask clearly which documents to bring?,Static check found missing or potentially mismatched answer/feedback fields.
production_auto_grading_risk,b1_m03,v080149_cat03_practice_family_cat03_pf_086,active,b1_m03,production,production_answer_fields,self_check | self_check,Production card has answer/choice fields that could be confused with auto-grading.
feedback_mismatch_risk,b1_m03,v080149_cat03_practice_family_cat03_pf_087,active,b1_m03,production,answer/feedback,self_check | Self-marked | Self-check: Did you ask whether you can submit the missing proof later?,Static check found missing or potentially mismatched answer/feedback fields.
production_auto_grading_risk,b1_m03,v080149_cat03_practice_family_cat03_pf_087,active,b1_m03,production,production_answer_fields,self_check | self_check,Production card has answer/choice fields that could be confused with auto-grading.
feedback_mismatch_risk,b1_m03,v080149_cat03_practice_family_cat03_pf_089,active,b1_m03,production,answer/feedback,self_check | Self-marked | Self-check: Did you say you are looking for a part-time position?,Static check found missing or potentially mismatched answer/feedback fields.
production_auto_grading_risk,b1_m03,v080149_cat03_practice_family_cat03_pf_089,active,b1_m03,production,production_answer_fields,self_check | self_check,Production card has answer/choice fields that could be confused with auto-grading.
feedback_mismatch_risk,b1_m03,v080149_cat03_practice_family_cat03_pf_090,active,b1_m03,production,answer/feedback,self_check | Self-marked | Self-check: Did you ask whether online submission is possible?,Static check found missing or potentially mismatched answer/feedback fields.
production_auto_grading_risk,b1_m03,v080149_cat03_practice_family_cat03_pf_090,active,b1_m03,production,production_answer_fields,self_check | self_check,Production card has answer/choice fields that could be confused with auto-grading.
feedback_mismatch_risk,b1_m03,v080149_cat03_redemittel_cat03_r_001,active,b1_m03,production,answer/feedback,self_check | Ich suche eine Stelle als Verkäuferin. | Watch: missing eine; wrong article,Static check found missing or potentially mismatched answer/feedback fields.
production_auto_grading_risk,b1_m03,v080149_cat03_redemittel_cat03_r_001,active,b1_m03,production,production_answer_fields,self_check | self_check,Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m03,v080149_cat03_redemittel_cat03_r_002,active,b1_m03,production,production_answer_fields,Ich suche Arbeit im Bereich Pflege. | Ich suche Arbeit im Bereich Pflege. | [object Object] | [object Object] | [object Object] | [object Object],Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m03,v080149_cat03_redemittel_cat03_r_004,active,b1_m03,production,production_answer_fields,Ich suche eine Teilzeitstelle. | Ich suche eine Teilzeitstelle. | [object Object] | [object Object] | [object Object] | [object Object],Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m03,v080149_cat03_redemittel_cat03_r_005,active,b1_m03,production,production_answer_fields,Ich interessiere mich für Stellen im Bereich Logistik. | Ich interessiere mich für Stellen im Bereich Logistik. | [object Object] | [object Object] | [object Object] | [object Object],Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m03,v080149_cat03_redemittel_cat03_r_006,active,b1_m03,production,production_answer_fields,Ich habe Erfahrung als Reinigungskraft. | Ich habe Erfahrung als Reinigungskraft. | [object Object] | [object Object] | [object Object] | [object Object],Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m03,v080149_cat03_redemittel_cat03_r_007,active,b1_m03,production,production_answer_fields,Ich habe Berufserfahrung in der Gastronomie. | Ich habe Berufserfahrung in der Gastronomie. | [object Object] | [object Object] | [object Object] | [object Object],Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m03,v080149_cat03_redemittel_cat03_r_008,active,b1_m03,production,production_answer_fields,Ich habe noch keine Berufserfahrung in diesem Bereich. | Ich habe noch keine Berufserfahrung in diesem Bereich. | [object Object] | [object Object] | [object Object] | [object Object],Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m03,v080149_cat03_redemittel_cat03_r_009,active,b1_m03,production,production_answer_fields,Ich möchte meine Deutschkenntnisse verbessern. | Ich möchte meine Deutschkenntnisse verbessern. | [object Object] | [object Object] | [object Object] | [object Object],Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m03,v080149_cat03_redemittel_cat03_r_010,active,b1_m03,production,production_answer_fields,Ich bin flexibel. | Ich bin flexibel. | [object Object] | [object Object] | [object Object] | [object Object],Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m03,v080149_cat03_redemittel_cat03_r_011,active,b1_m03,production,production_answer_fields,Ich kann ab sofort anfangen. | Ich kann ab sofort anfangen. | [object Object] | [object Object] | [object Object] | [object Object],Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m03,v080149_cat03_redemittel_cat03_r_012,active,b1_m03,production,production_answer_fields,Ich kann ab dem 1. Juli anfangen. | Ich kann ab dem 1. Juli anfangen. | [object Object] | [object Object] | [object Object] | [object Object],Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m03,v080149_cat03_redemittel_cat03_r_013,active,b1_m03,production,production_answer_fields,Ich brauche Hilfe bei der Jobsuche. | Ich brauche Hilfe bei der Jobsuche. | [object Object] | [object Object] | [object Object] | [object Object],Production card has answer/choice fields that could be confused with auto-grading.
feedback_mismatch_risk,b1_m03,v080149_cat03_redemittel_cat03_r_014,active,b1_m03,production,answer/feedback,self_check | Ich möchte einen Beratungstermin vereinbaren. | Watch: wrong verb: machen,Static check found missing or potentially mismatched answer/feedback fields.
production_auto_grading_risk,b1_m03,v080149_cat03_redemittel_cat03_r_014,active,b1_m03,production,production_answer_fields,self_check | self_check,Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m03,v080149_cat03_redemittel_cat03_r_015,active,b1_m03,production,production_answer_fields,Ich habe morgen einen Termin bei der Arbeitsagentur. | Ich habe morgen einen Termin bei der Arbeitsagentur. | [object Object] | [object Object] | [object Object] | [object Object],Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m03,v080149_cat03_redemittel_cat03_r_016,active,b1_m03,production,production_answer_fields,Ich habe eine Einladung vom Jobcenter bekommen. | Ich habe eine Einladung vom Jobcenter bekommen. | [object Object] | [object Object] | [object Object] | [object Object],Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m03,v080149_cat03_redemittel_cat03_r_019,active,b1_m03,production,production_answer_fields,Ich habe eine Frage zu meinem Antrag. | Ich habe eine Frage zu meinem Antrag. | [object Object] | [object Object] | [object Object] | [object Object],Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m03,v080149_cat03_redemittel_cat03_r_021,active,b1_m03,production,production_answer_fields,Ich möchte das Formular abgeben. | Ich möchte das Formular abgeben. | [object Object] | [object Object] | [object Object] | [object Object],Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m03,v080149_cat03_redemittel_cat03_r_022,active,b1_m03,production,production_answer_fields,Ich habe das Formular ausgefüllt. | Ich habe das Formular ausgefüllt. | [object Object] | [object Object] | [object Object] | [object Object],Production card has answer/choice fields that could be confused with auto-grading.
feedback_mismatch_risk,b1_m03,v080149_cat03_redemittel_cat03_r_023,active,b1_m03,production,answer/feedback,self_check | Welche Unterlagen muss ich mitbringen? | Watch: word order; wrong verb,Static check found missing or potentially mismatched answer/feedback fields.
production_auto_grading_risk,b1_m03,v080149_cat03_redemittel_cat03_r_023,active,b1_m03,production,production_answer_fields,self_check | self_check,Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m03,v080149_cat03_redemittel_cat03_r_024,active,b1_m03,production,production_answer_fields,Ich habe die Unterlagen dabei. | Ich habe die Unterlagen dabei. | [object Object] | [object Object] | [object Object] | [object Object],Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m03,v080149_cat03_redemittel_cat03_r_025,active,b1_m03,production,production_answer_fields,Mir fehlt noch ein Nachweis. | Mir fehlt noch ein Nachweis. | [object Object] | [object Object] | [object Object] | [object Object],Production card has answer/choice fields that could be confused with auto-grading.
feedback_mismatch_risk,b1_m03,v080149_cat03_redemittel_cat03_r_026,active,b1_m03,production,answer/feedback,self_check | Kann ich den Nachweis nachreichen? | Watch: verb choice,Static check found missing or potentially mismatched answer/feedback fields.
production_auto_grading_risk,b1_m03,v080149_cat03_redemittel_cat03_r_026,active,b1_m03,production,production_answer_fields,self_check | self_check,Production card has answer/choice fields that could be confused with auto-grading.
feedback_mismatch_risk,b1_m03,v080149_cat03_redemittel_cat03_r_027,active,b1_m03,production,answer/feedback,self_check | Bis wann muss ich die Unterlagen einreichen? | Watch: word order; wrong separable verb,Static check found missing or potentially mismatched answer/feedback fields.
production_auto_grading_risk,b1_m03,v080149_cat03_redemittel_cat03_r_027,active,b1_m03,production,production_answer_fields,self_check | self_check,Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m03,v080149_cat03_redemittel_cat03_r_028,active,b1_m03,production,production_answer_fields,"Könnten Sie bitte prüfen, ob meine Unterlagen vollständig sind? | Könnten Sie bitte prüfen, ob meine Unterlagen vollständig sind? | [object Object] | [object Object] | [object Object] | [object Object]",Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m03,v080149_cat03_redemittel_cat03_r_030,active,b1_m03,production,production_answer_fields,Wo muss ich mich melden? | Wo muss ich mich melden? | [object Object] | [object Object] | [object Object] | [object Object],Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m03,v080149_cat03_redemittel_cat03_r_031,active,b1_m03,production,production_answer_fields,Muss ich persönlich vorbeikommen? | Muss ich persönlich vorbeikommen? | [object Object] | [object Object] | [object Object] | [object Object],Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m03,v080149_cat03_redemittel_cat03_r_032,active,b1_m03,production,production_answer_fields,Kann ich den Antrag online stellen? | Kann ich den Antrag online stellen? | [object Object] | [object Object] | [object Object] | [object Object],Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m03,v080149_cat03_redemittel_cat03_r_033,active,b1_m03,production,production_answer_fields,Ich habe den Bescheid nicht verstanden. | Ich habe den Bescheid nicht verstanden. | [object Object] | [object Object] | [object Object] | [object Object],Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m03,v080149_cat03_redemittel_cat03_r_034,active,b1_m03,production,production_answer_fields,"Könnten Sie mir bitte erklären, was ich jetzt tun muss? | Könnten Sie mir bitte erklären, was ich jetzt tun muss? | [object Object] | [object Object] | [object Object] | [object Object]",Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m03,v080149_cat03_redemittel_cat03_r_035,active,b1_m03,production,production_answer_fields,Ich habe eine Rückfrage zu Ihrem Schreiben. | Ich habe eine Rückfrage zu Ihrem Schreiben. | [object Object] | [object Object] | [object Object] | [object Object],Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m03,v080149_cat03_redemittel_cat03_r_036,active,b1_m03,production,production_answer_fields,Meine Kundennummer ist 123456. | Meine Kundennummer ist 123456. | [object Object] | [object Object] | [object Object] | [object Object],Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m03,v080149_cat03_redemittel_cat03_r_037,active,b1_m03,production,production_answer_fields,Mein Aktenzeichen ist AB-123. | Mein Aktenzeichen ist AB-123. | [object Object] | [object Object] | [object Object] | [object Object],Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m03,v080149_cat03_redemittel_cat03_r_041,active,b1_m03,production,production_answer_fields,Ich brauche eine Bescheinigung für meinen Termin. | Ich brauche eine Bescheinigung für meinen Termin. | [object Object] | [object Object] | [object Object] | [object Object],Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m03,v080149_cat03_redemittel_cat03_r_042,active,b1_m03,production,production_answer_fields,Ich möchte eine Kopie abgeben. | Ich möchte eine Kopie abgeben. | [object Object] | [object Object] | [object Object] | [object Object],Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m03,v080149_cat03_redemittel_cat03_r_043,active,b1_m03,production,production_answer_fields,Das Original habe ich dabei. | Das Original habe ich dabei. | [object Object] | [object Object] | [object Object] | [object Object],Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m03,v080149_cat03_redemittel_cat03_r_045,active,b1_m03,production,production_answer_fields,Ich bitte um einen neuen Termin. | Ich bitte um einen neuen Termin. | [object Object] | [object Object] | [object Object] | [object Object],Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m03,v080149_cat03_redemittel_cat03_r_047,active,b1_m03,production,production_answer_fields,Ich möchte eine Weiterbildung machen. | Ich möchte eine Weiterbildung machen. | [object Object] | [object Object] | [object Object] | [object Object],Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m03,v080149_cat03_redemittel_cat03_r_048,active,b1_m03,production,production_answer_fields,Ich interessiere mich für eine Umschulung. | Ich interessiere mich für eine Umschulung. | [object Object] | [object Object] | [object Object] | [object Object],Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m03,v080149_cat03_redemittel_cat03_r_049,active,b1_m03,production,production_answer_fields,Gibt es passende Stellenangebote? | Gibt es passende Stellenangebote? | [object Object] | [object Object] | [object Object] | [object Object],Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m03,v080149_cat03_redemittel_cat03_r_050,active,b1_m03,production,production_answer_fields,Können Sie mir passende Stellen zuschicken? | Können Sie mir passende Stellen zuschicken? | [object Object] | [object Object] | [object Object] | [object Object],Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m03,v080149_cat03_redemittel_cat03_r_052,active,b1_m03,production,production_answer_fields,Ich warte noch auf eine Rückmeldung. | Ich warte noch auf eine Rückmeldung. | [object Object] | [object Object] | [object Object] | [object Object],Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m03,v080149_cat03_redemittel_cat03_r_053,active,b1_m03,production,production_answer_fields,Ich bin telefonisch unter 0176 ... erreichbar. | Ich bin telefonisch unter 0176 ... erreichbar. | [object Object] | [object Object] | [object Object] | [object Object],Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m03,v080149_cat03_redemittel_cat03_r_054,active,b1_m03,production,production_answer_fields,Vielen Dank für Ihre Hilfe. | Vielen Dank für Ihre Hilfe. | [object Object] | [object Object] | [object Object] | [object Object],Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m03,v080149_cat03_wortschatz_cat03_w_009,active,b1_m03,production,production_answer_fields,die Anlaufstelle | die Anlaufstelle | Anlaufstelle | [object Object] | [object Object] | [object Object] | [object Object],Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m03,v080149_cat03_wortschatz_cat03_w_010,active,b1_m03,production,production_answer_fields,die Beratungsstelle | die Beratungsstelle | Beratungsstelle | [object Object] | [object Object] | [object Object] | [object Object],Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m03,v080149_cat03_wortschatz_cat03_w_019,active,b1_m03,production,production_answer_fields,der Termin | der Termin | Termin | [object Object] | [object Object] | [object Object] | [object Object],Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m03,v080149_cat03_wortschatz_cat03_w_033,active,b1_m03,production,production_answer_fields,die Unterlagen | die Unterlagen | Unterlagen | [object Object] | [object Object] | [object Object] | [object Object],Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m03,v080149_cat03_wortschatz_cat03_w_045,active,b1_m03,production,production_answer_fields,der Vorgang | der Vorgang | Vorgang | [object Object] | [object Object] | [object Object] | [object Object],Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m03,v080149_cat03_wortschatz_cat03_w_055,active,b1_m03,production,production_answer_fields,die Branche | die Branche | Branche | [object Object] | [object Object] | [object Object] | [object Object],Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m03,v080149_cat03_wortschatz_cat03_w_056,active,b1_m03,production,production_answer_fields,der Bereich | der Bereich | Bereich | [object Object] | [object Object] | [object Object] | [object Object],Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m03,v080149_cat03_wortschatz_cat03_w_060,active,b1_m03,production,production_answer_fields,die Aushilfe | die Aushilfe | Aushilfe | [object Object] | [object Object] | [object Object] | [object Object],Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m03,v080149_cat03_wortschatz_cat03_w_067,active,b1_m03,production,production_answer_fields,die Berufserfahrung | die Berufserfahrung | Berufserfahrung | [object Object] | [object Object] | [object Object] | [object Object],Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m03,v080149_cat03_wortschatz_cat03_w_070,active,b1_m03,production,production_answer_fields,die Deutschkenntnisse | die Deutschkenntnisse | Deutschkenntnisse | [object Object] | [object Object] | [object Object] | [object Object],Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m03,v080149_cat03_wortschatz_cat03_w_071,active,b1_m03,production,production_answer_fields,die Muttersprache | die Muttersprache | Muttersprache | [object Object] | [object Object] | [object Object] | [object Object],Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m04,v080149_cat04_collocation_cat04_coll_002,active,b1_m04,production,production_answer_fields,Im Anhang finden Sie meinen Lebenslauf. | Im Anhang finden Sie meinen Lebenslauf. | [object Object] | [object Object] | [object Object] | [object Object],Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m04,v080149_cat04_collocation_cat04_coll_006,active,b1_m04,production,production_answer_fields,den Lebenslauf aktualisieren | den Lebenslauf aktualisieren | [object Object] | [object Object] | [object Object] | [object Object],Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m04,v080149_cat04_collocation_cat04_coll_013,active,b1_m04,production,production_answer_fields,gern im Team arbeiten | gern im Team arbeiten | [object Object] | [object Object] | [object Object] | [object Object],Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m04,v080149_cat04_collocation_cat04_coll_014,active,b1_m04,production,production_answer_fields,sich beruflich weiterentwickeln möchten | sich beruflich weiterentwickeln möchten | [object Object] | [object Object] | [object Object] | [object Object],Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m04,v080149_cat04_collocation_cat04_coll_016,active,b1_m04,production,production_answer_fields,den Termin fürs Vorstellungsgespräch bestätigen | den Termin fürs Vorstellungsgespräch bestätigen | [object Object] | [object Object] | [object Object] | [object Object],Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m04,v080149_cat04_collocation_cat04_coll_023,active,b1_m04,production,production_answer_fields,eine Frage zur Stelle haben | eine Frage zur Stelle haben | [object Object] | [object Object] | [object Object] | [object Object],Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m04,v080149_cat04_collocation_cat04_coll_027,active,b1_m04,production,production_answer_fields,das Zeugnis nachreichen | das Zeugnis nachreichen | [object Object] | [object Object] | [object Object] | [object Object],Production card has answer/choice fields that could be confused with auto-grading.
feedback_mismatch_risk,b1_m04,v080149_cat04_practice_family_cat04_pf_097,active,b1_m04,production,answer/feedback,"self_check | Self-marked | Self-marked only: check whether the response matches the scenario, uses the phrase bank naturally, and stays short.",Static check found missing or potentially mismatched answer/feedback fields.
production_auto_grading_risk,b1_m04,v080149_cat04_practice_family_cat04_pf_097,active,b1_m04,production,production_answer_fields,self_check | self_check,Production card has answer/choice fields that could be confused with auto-grading.
feedback_mismatch_risk,b1_m04,v080149_cat04_practice_family_cat04_pf_098,active,b1_m04,production,answer/feedback,"self_check | Self-marked | Self-marked only: check whether the response matches the scenario, uses the phrase bank naturally, and stays short.",Static check found missing or potentially mismatched answer/feedback fields.
production_auto_grading_risk,b1_m04,v080149_cat04_practice_family_cat04_pf_098,active,b1_m04,production,production_answer_fields,self_check | self_check,Production card has answer/choice fields that could be confused with auto-grading.
feedback_mismatch_risk,b1_m04,v080149_cat04_practice_family_cat04_pf_099,active,b1_m04,production,answer/feedback,"self_check | Self-marked | Self-marked only: check whether the response matches the scenario, uses the phrase bank naturally, and stays short.",Static check found missing or potentially mismatched answer/feedback fields.
production_auto_grading_risk,b1_m04,v080149_cat04_practice_family_cat04_pf_099,active,b1_m04,production,production_answer_fields,self_check | self_check,Production card has answer/choice fields that could be confused with auto-grading.
feedback_mismatch_risk,b1_m04,v080149_cat04_practice_family_cat04_pf_100,active,b1_m04,production,answer/feedback,"self_check | Self-marked | Self-marked only: check whether the response matches the scenario, uses the phrase bank naturally, and stays short.",Static check found missing or potentially mismatched answer/feedback fields.
production_auto_grading_risk,b1_m04,v080149_cat04_practice_family_cat04_pf_100,active,b1_m04,production,production_answer_fields,self_check | self_check,Production card has answer/choice fields that could be confused with auto-grading.
feedback_mismatch_risk,b1_m04,v080149_cat04_practice_family_cat04_pf_101,active,b1_m04,production,answer/feedback,"self_check | Self-marked | Self-marked only: check whether the response matches the scenario, uses the phrase bank naturally, and stays short.",Static check found missing or potentially mismatched answer/feedback fields.
production_auto_grading_risk,b1_m04,v080149_cat04_practice_family_cat04_pf_101,active,b1_m04,production,production_answer_fields,self_check | self_check,Production card has answer/choice fields that could be confused with auto-grading.
feedback_mismatch_risk,b1_m04,v080149_cat04_practice_family_cat04_pf_102,active,b1_m04,production,answer/feedback,"self_check | Self-marked | Self-marked only: check whether the response matches the scenario, uses the phrase bank naturally, and stays short.",Static check found missing or potentially mismatched answer/feedback fields.
production_auto_grading_risk,b1_m04,v080149_cat04_practice_family_cat04_pf_102,active,b1_m04,production,production_answer_fields,self_check | self_check,Production card has answer/choice fields that could be confused with auto-grading.
feedback_mismatch_risk,b1_m04,v080149_cat04_practice_family_cat04_pf_103,active,b1_m04,production,answer/feedback,"self_check | Self-marked | Self-marked only: check whether the response matches the scenario, uses the phrase bank naturally, and stays short.",Static check found missing or potentially mismatched answer/feedback fields.
production_auto_grading_risk,b1_m04,v080149_cat04_practice_family_cat04_pf_103,active,b1_m04,production,production_answer_fields,self_check | self_check,Production card has answer/choice fields that could be confused with auto-grading.
feedback_mismatch_risk,b1_m04,v080149_cat04_practice_family_cat04_pf_104,active,b1_m04,production,answer/feedback,"self_check | Self-marked | Self-marked only: check whether the response matches the scenario, uses the phrase bank naturally, and stays short.",Static check found missing or potentially mismatched answer/feedback fields.
production_auto_grading_risk,b1_m04,v080149_cat04_practice_family_cat04_pf_104,active,b1_m04,production,production_answer_fields,self_check | self_check,Production card has answer/choice fields that could be confused with auto-grading.
feedback_mismatch_risk,b1_m04,v080149_cat04_practice_family_cat04_pf_105,active,b1_m04,production,answer/feedback,"self_check | Self-marked | Self-marked only: check whether the response matches the scenario, uses the phrase bank naturally, and stays short.",Static check found missing or potentially mismatched answer/feedback fields.
production_auto_grading_risk,b1_m04,v080149_cat04_practice_family_cat04_pf_105,active,b1_m04,production,production_answer_fields,self_check | self_check,Production card has answer/choice fields that could be confused with auto-grading.
feedback_mismatch_risk,b1_m04,v080149_cat04_practice_family_cat04_pf_106,active,b1_m04,production,answer/feedback,"self_check | Self-marked | Self-marked only: check whether the response matches the scenario, uses the phrase bank naturally, and stays short.",Static check found missing or potentially mismatched answer/feedback fields.
production_auto_grading_risk,b1_m04,v080149_cat04_practice_family_cat04_pf_106,active,b1_m04,production,production_answer_fields,self_check | self_check,Production card has answer/choice fields that could be confused with auto-grading.
feedback_mismatch_risk,b1_m04,v080149_cat04_practice_family_cat04_pf_107,active,b1_m04,production,answer/feedback,"self_check | Self-marked | Self-marked only: check whether the response matches the scenario, uses the phrase bank naturally, and stays short.",Static check found missing or potentially mismatched answer/feedback fields.
production_auto_grading_risk,b1_m04,v080149_cat04_practice_family_cat04_pf_107,active,b1_m04,production,production_answer_fields,self_check | self_check,Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m04,v080149_cat04_redemittel_cat04_r_001,active,b1_m04,production,production_answer_fields,"Sehr geehrte Frau Müller, | Sehr geehrte Frau Müller, | [object Object] | [object Object] | [object Object] | [object Object]",Production card has answer/choice fields that could be confused with auto-grading.
