queueId,itemId,sourceRowId,sourceFile,originQueueFile,originVersion,issueType,issueCodes,currentManifestStatus,currentRouteKey,currentModuleKey,currentContentBankKey,currentTaskType,currentAnswerMode,currentResponseSurface,normalPracticeEligible,normalAutoGradedPracticeEligible,activeB1Evidence,reviewOnly,v02ApplyGateStatus,sourceCleanupBatch,feedbackCleanupBatch,metadataProvenance,metadataConfidence,currentResolutionBucket,currentResolutionReason,recommendedNextAction,riskLevel
rq-08046,b1_vocab_lebenslauf_004,,wortschatz,docs/qa/v0.85.4_completion_gate_feedback_issues.csv,v0.85.4,feedback_mismatch_risk,Static check found missing or potentially mismatched answer/feedback fields.,found,wortschatz,wortschatz,wortschatz,error_repair,,,,,,,,,,deterministic_default,high,ACTIVE_NEEDS_TARGETED_REPAIR,Active normal-practice candidate still has an unresolved targeted issue class.,Repair in a targeted content cleanup patch; do not rewrite in this queue-resolution pass.,high
rq-08047,b1_vocab_stelle_004,,wortschatz,docs/qa/v0.85.4_completion_gate_feedback_issues.csv,v0.85.4,feedback_mismatch_risk,Static check found missing or potentially mismatched answer/feedback fields.,found,wortschatz,wortschatz,wortschatz,error_repair,,,,,,,,,,deterministic_default,high,ACTIVE_NEEDS_TARGETED_REPAIR,Active normal-practice candidate still has an unresolved targeted issue class.,Repair in a targeted content cleanup patch; do not rewrite in this queue-resolution pass.,high
rq-08048,b1_vocab_vorstellungsgespraech_004,,wortschatz,docs/qa/v0.85.4_completion_gate_feedback_issues.csv,v0.85.4,feedback_mismatch_risk,Static check found missing or potentially mismatched answer/feedback fields.,found,wortschatz,wortschatz,wortschatz,error_repair,,,,,,,,,,deterministic_default,high,ACTIVE_NEEDS_TARGETED_REPAIR,Active normal-practice candidate still has an unresolved targeted issue class.,Repair in a targeted content cleanup patch; do not rewrite in this queue-resolution pass.,high
rq-08049,b1_vocab_erfahrung_004,,wortschatz,docs/qa/v0.85.4_completion_gate_feedback_issues.csv,v0.85.4,feedback_mismatch_risk,Static check found missing or potentially mismatched answer/feedback fields.,found,wortschatz,wortschatz,wortschatz,error_repair,,,,,,,,,,deterministic_default,high,ACTIVE_NEEDS_TARGETED_REPAIR,Active normal-practice candidate still has an unresolved targeted issue class.,Repair in a targeted content cleanup patch; do not rewrite in this queue-resolution pass.,high
rq-08050,b1_vocab_aufgabe_004,,wortschatz,docs/qa/v0.85.4_completion_gate_feedback_issues.csv,v0.85.4,feedback_mismatch_risk,Static check found missing or potentially mismatched answer/feedback fields.,found,wortschatz,wortschatz,wortschatz,error_repair,,,,,,,,,,deterministic_default,high,ACTIVE_NEEDS_TARGETED_REPAIR,Active normal-practice candidate still has an unresolved targeted issue class.,Repair in a targeted content cleanup patch; do not rewrite in this queue-resolution pass.,high
rq-08051,b1_vocab_besprechung_004,,wortschatz,docs/qa/v0.85.4_completion_gate_feedback_issues.csv,v0.85.4,feedback_mismatch_risk,Static check found missing or potentially mismatched answer/feedback fields.,found,wortschatz,wortschatz,wortschatz,error_repair,,,,,,,,,,deterministic_default,high,ACTIVE_NEEDS_TARGETED_REPAIR,Active normal-practice candidate still has an unresolved targeted issue class.,Repair in a targeted content cleanup patch; do not rewrite in this queue-resolution pass.,high
rq-08052,b1_vocab_anmeldung_004,,wortschatz,docs/qa/v0.85.4_completion_gate_feedback_issues.csv,v0.85.4,feedback_mismatch_risk,Static check found missing or potentially mismatched answer/feedback fields.,found,wortschatz,wortschatz,wortschatz,error_repair,,,,,,,,,,deterministic_default,high,ACTIVE_NEEDS_TARGETED_REPAIR,Active normal-practice candidate still has an unresolved targeted issue class.,Repair in a targeted content cleanup patch; do not rewrite in this queue-resolution pass.,high
rq-08053,b1_vocab_zugangsdaten_004,,wortschatz,docs/qa/v0.85.4_completion_gate_feedback_issues.csv,v0.85.4,feedback_mismatch_risk,Static check found missing or potentially mismatched answer/feedback fields.,found,wortschatz,wortschatz,wortschatz,error_repair,,,,,,,,,,deterministic_default,high,ACTIVE_NEEDS_TARGETED_REPAIR,Active normal-practice candidate still has an unresolved targeted issue class.,Repair in a targeted content cleanup patch; do not rewrite in this queue-resolution pass.,high
rq-08054,b1_vocab_fehlermeldung_004,,wortschatz,docs/qa/v0.85.4_completion_gate_feedback_issues.csv,v0.85.4,feedback_mismatch_risk,Static check found missing or potentially mismatched answer/feedback fields.,found,wortschatz,wortschatz,wortschatz,error_repair,,,,,,,,,,deterministic_default,high,ACTIVE_NEEDS_TARGETED_REPAIR,Active normal-practice candidate still has an unresolved targeted issue class.,Repair in a targeted content cleanup patch; do not rewrite in this queue-resolution pass.,high
rq-08055,v080149_cat02_collocation_cat02_coll_001,cat02-coll-001,b1_m01,docs/qa/v0.85.4_completion_gate_feedback_issues.csv,v0.85.4,feedback_mismatch_risk,Static check found missing or potentially mismatched answer/feedback fields.,found,b1_m01,b1-01,b1_m01,multiple_choice,selected_choice_value,,,,true,,,,,explicit,high,ACTIVE_NEEDS_TARGETED_REPAIR,Active normal-practice candidate still has an unresolved targeted issue class.,Repair in a targeted content cleanup patch; do not rewrite in this queue-resolution pass.,high
rq-08056,v080149_cat02_collocation_cat02_coll_002,cat02-coll-002,b1_m01,docs/qa/v0.85.4_completion_gate_feedback_issues.csv,v0.85.4,feedback_mismatch_risk,Static check found missing or potentially mismatched answer/feedback fields.,found,b1_m01,b1-01,b1_m01,multiple_choice,selected_choice_value,,,,true,,,,,explicit,high,ACTIVE_NEEDS_TARGETED_REPAIR,Active normal-practice candidate still has an unresolved targeted issue class.,Repair in a targeted content cleanup patch; do not rewrite in this queue-resolution pass.,high
rq-08057,v080149_cat02_collocation_cat02_coll_003,cat02-coll-003,b1_m01,docs/qa/v0.85.4_completion_gate_feedback_issues.csv,v0.85.4,feedback_mismatch_risk,Static check found missing or potentially mismatched answer/feedback fields.,found,b1_m01,b1-01,b1_m01,multiple_choice,selected_choice_value,,,,true,,,,,explicit,high,ACTIVE_NEEDS_TARGETED_REPAIR,Active normal-practice candidate still has an unresolved targeted issue class.,Repair in a targeted content cleanup patch; do not rewrite in this queue-resolution pass.,high
rq-08058,v080149_cat02_collocation_cat02_coll_004,cat02-coll-004,b1_m01,docs/qa/v0.85.4_completion_gate_feedback_issues.csv,v0.85.4,feedback_mismatch_risk,Static check found missing or potentially mismatched answer/feedback fields.,found,b1_m01,b1-01,b1_m01,multiple_choice,selected_choice_value,,,,true,,,,,explicit,high,ACTIVE_NEEDS_TARGETED_REPAIR,Active normal-practice candidate still has an unresolved targeted issue class.,Repair in a targeted content cleanup patch; do not rewrite in this queue-resolution pass.,high
rq-08059,v080149_cat02_collocation_cat02_coll_006,cat02-coll-006,b1_m01,docs/qa/v0.85.4_completion_gate_feedback_issues.csv,v0.85.4,feedback_mismatch_risk,Static check found missing or potentially mismatched answer/feedback fields.,found,b1_m01,b1-01,b1_m01,multiple_choice,selected_choice_value,,,,true,,,,,explicit,high,ACTIVE_NEEDS_TARGETED_REPAIR,Active normal-practice candidate still has an unresolved targeted issue class.,Repair in a targeted content cleanup patch; do not rewrite in this queue-resolution pass.,high
rq-08060,v080149_cat02_collocation_cat02_coll_007,cat02-coll-007,b1_m01,docs/qa/v0.85.4_completion_gate_feedback_issues.csv,v0.85.4,feedback_mismatch_risk,Static check found missing or potentially mismatched answer/feedback fields.,found,b1_m01,b1-01,b1_m01,multiple_choice,selected_choice_value,,,,true,,,,,explicit,high,ACTIVE_NEEDS_TARGETED_REPAIR,Active normal-practice candidate still has an unresolved targeted issue class.,Repair in a targeted content cleanup patch; do not rewrite in this queue-resolution pass.,high
rq-08061,v080149_cat02_collocation_cat02_coll_008,cat02-coll-008,b1_m01,docs/qa/v0.85.4_completion_gate_feedback_issues.csv,v0.85.4,feedback_mismatch_risk,Static check found missing or potentially mismatched answer/feedback fields.,found,b1_m01,b1-01,b1_m01,multiple_choice,selected_choice_value,,,,true,,replaced_v0_85_6a_2,,,explicit,high,ACTIVE_NEEDS_TARGETED_REPAIR,Active normal-practice candidate still has an unresolved targeted issue class.,Repair in a targeted content cleanup patch; do not rewrite in this queue-resolution pass.,high
rq-08063,v080149_cat02_collocation_cat02_coll_009,cat02-coll-009,b1_m01,docs/qa/v0.85.4_completion_gate_feedback_issues.csv,v0.85.4,feedback_mismatch_risk,Static check found missing or potentially mismatched answer/feedback fields.,found,b1_m01,b1-01,b1_m01,multiple_choice,selected_choice_value,,,,true,,,,,explicit,high,ACTIVE_NEEDS_TARGETED_REPAIR,Active normal-practice candidate still has an unresolved targeted issue class.,Repair in a targeted content cleanup patch; do not rewrite in this queue-resolution pass.,high
rq-08064,v080149_cat02_collocation_cat02_coll_010,cat02-coll-010,b1_m01,docs/qa/v0.85.4_completion_gate_feedback_issues.csv,v0.85.4,feedback_mismatch_risk,Static check found missing or potentially mismatched answer/feedback fields.,found,b1_m01,b1-01,b1_m01,multiple_choice,selected_choice_value,,,,true,,,,,explicit,high,ACTIVE_NEEDS_TARGETED_REPAIR,Active normal-practice candidate still has an unresolved targeted issue class.,Repair in a targeted content cleanup patch; do not rewrite in this queue-resolution pass.,high
rq-08065,v080149_cat02_collocation_cat02_coll_011,cat02-coll-011,b1_m01,docs/qa/v0.85.4_completion_gate_feedback_issues.csv,v0.85.4,feedback_mismatch_risk,Static check found missing or potentially mismatched answer/feedback fields.,found,b1_m01,b1-01,b1_m01,multiple_choice,selected_choice_value,,,,true,,,,,explicit,high,ACTIVE_NEEDS_TARGETED_REPAIR,Active normal-practice candidate still has an unresolved targeted issue class.,Repair in a targeted content cleanup patch; do not rewrite in this queue-resolution pass.,high
rq-08066,v080149_cat02_collocation_cat02_coll_013,cat02-coll-013,b1_m01,docs/qa/v0.85.4_completion_gate_feedback_issues.csv,v0.85.4,feedback_mismatch_risk,Static check found missing or potentially mismatched answer/feedback fields.,found,b1_m01,b1-01,b1_m01,multiple_choice,selected_choice_value,,,,true,,,,,explicit,high,ACTIVE_NEEDS_TARGETED_REPAIR,Active normal-practice candidate still has an unresolved targeted issue class.,Repair in a targeted content cleanup patch; do not rewrite in this queue-resolution pass.,high
rq-08067,v080149_cat02_collocation_cat02_coll_015,cat02-coll-015,b1_m01,docs/qa/v0.85.4_completion_gate_feedback_issues.csv,v0.85.4,feedback_mismatch_risk,Static check found missing or potentially mismatched answer/feedback fields.,found,b1_m01,b1-01,b1_m01,multiple_choice,selected_choice_value,,,,true,,,,,explicit,high,ACTIVE_NEEDS_TARGETED_REPAIR,Active normal-practice candidate still has an unresolved targeted issue class.,Repair in a targeted content cleanup patch; do not rewrite in this queue-resolution pass.,high
rq-08068,v080149_cat02_collocation_cat02_coll_016,cat02-coll-016,b1_m01,docs/qa/v0.85.4_completion_gate_feedback_issues.csv,v0.85.4,feedback_mismatch_risk,Static check found missing or potentially mismatched answer/feedback fields.,found,b1_m01,b1-01,b1_m01,multiple_choice,selected_choice_value,,,,true,,,,,explicit,high,ACTIVE_NEEDS_TARGETED_REPAIR,Active normal-practice candidate still has an unresolved targeted issue class.,Repair in a targeted content cleanup patch; do not rewrite in this queue-resolution pass.,high
rq-08069,v080149_cat02_collocation_cat02_coll_017,cat02-coll-017,b1_m01,docs/qa/v0.85.4_completion_gate_feedback_issues.csv,v0.85.4,feedback_mismatch_risk,Static check found missing or potentially mismatched answer/feedback fields.,found,b1_m01,b1-01,b1_m01,multiple_choice,selected_choice_value,,,,true,,,,,explicit,high,ACTIVE_NEEDS_TARGETED_REPAIR,Active normal-practice candidate still has an unresolved targeted issue class.,Repair in a targeted content cleanup patch; do not rewrite in this queue-resolution pass.,high
rq-08070,v080149_cat02_collocation_cat02_coll_018,cat02-coll-018,b1_m01,docs/qa/v0.85.4_completion_gate_feedback_issues.csv,v0.85.4,feedback_mismatch_risk,Static check found missing or potentially mismatched answer/feedback fields.,found,b1_m01,b1-01,b1_m01,multiple_choice,selected_choice_value,,,,true,,,,,explicit,high,ACTIVE_NEEDS_TARGETED_REPAIR,Active normal-practice candidate still has an unresolved targeted issue class.,Repair in a targeted content cleanup patch; do not rewrite in this queue-resolution pass.,high
rq-08071,v080149_cat02_collocation_cat02_coll_019,cat02-coll-019,b1_m01,docs/qa/v0.85.4_completion_gate_feedback_issues.csv,v0.85.4,feedback_mismatch_risk,Static check found missing or potentially mismatched answer/feedback fields.,found,b1_m01,b1-01,b1_m01,multiple_choice,selected_choice_value,,,,true,,,,,explicit,high,ACTIVE_NEEDS_TARGETED_REPAIR,Active normal-practice candidate still has an unresolved targeted issue class.,Repair in a targeted content cleanup patch; do not rewrite in this queue-resolution pass.,high
rq-08072,v080149_cat02_collocation_cat02_coll_020,cat02-coll-020,b1_m01,docs/qa/v0.85.4_completion_gate_feedback_issues.csv,v0.85.4,feedback_mismatch_risk,Static check found missing or potentially mismatched answer/feedback fields.,found,b1_m01,b1-01,b1_m01,multiple_choice,selected_choice_value,,,,true,,,,,explicit,high,ACTIVE_NEEDS_TARGETED_REPAIR,Active normal-practice candidate still has an unresolved targeted issue class.,Repair in a targeted content cleanup patch; do not rewrite in this queue-resolution pass.,high
rq-08073,v080149_cat02_collocation_cat02_coll_021,cat02-coll-021,b1_m01,docs/qa/v0.85.4_completion_gate_feedback_issues.csv,v0.85.4,feedback_mismatch_risk,Static check found missing or potentially mismatched answer/feedback fields.,found,b1_m01,b1-01,b1_m01,multiple_choice,selected_choice_value,,,,true,,,,,explicit,high,ACTIVE_NEEDS_TARGETED_REPAIR,Active normal-practice candidate still has an unresolved targeted issue class.,Repair in a targeted content cleanup patch; do not rewrite in this queue-resolution pass.,high
rq-08074,v080149_cat02_collocation_cat02_coll_024,cat02-coll-024,b1_m01,docs/qa/v0.85.4_completion_gate_feedback_issues.csv,v0.85.4,feedback_mismatch_risk,Static check found missing or potentially mismatched answer/feedback fields.,found,b1_m01,b1-01,b1_m01,multiple_choice,selected_choice_value,,,,true,,,,,explicit,high,ACTIVE_NEEDS_TARGETED_REPAIR,Active normal-practice candidate still has an unresolved targeted issue class.,Repair in a targeted content cleanup patch; do not rewrite in this queue-resolution pass.,high
rq-08075,v080149_cat02_collocation_cat02_coll_025,cat02-coll-025,b1_m01,docs/qa/v0.85.4_completion_gate_feedback_issues.csv,v0.85.4,feedback_mismatch_risk,Static check found missing or potentially mismatched answer/feedback fields.,found,b1_m01,b1-01,b1_m01,multiple_choice,selected_choice_value,,,,true,,,,,explicit,high,ACTIVE_NEEDS_TARGETED_REPAIR,Active normal-practice candidate still has an unresolved targeted issue class.,Repair in a targeted content cleanup patch; do not rewrite in this queue-resolution pass.,high
rq-08076,v080149_cat02_contrast_cat02_cs_001,cat02-cs-001,b1_m01,docs/qa/v0.85.4_completion_gate_feedback_issues.csv,v0.85.4,generic_contrast_feedback_active,Active normal-practice feedback contains generic contrast wording.,found,b1_m01,b1-01,b1_m01,multiple_choice,selected_choice_value,,,,true,,replaced_v0_85_6a_2,,,explicit,high,ACTIVE_NEEDS_TARGETED_REPAIR,Active normal-practice candidate still has an unresolved targeted issue class.,Repair in a targeted content cleanup patch; do not rewrite in this queue-resolution pass.,high
rq-08077,v080149_cat02_contrast_cat02_cs_002,cat02-cs-002,b1_m01,docs/qa/v0.85.4_completion_gate_feedback_issues.csv,v0.85.4,generic_contrast_feedback_active,Active normal-practice feedback contains generic contrast wording.,found,b1_m01,b1-01,b1_m01,multiple_choice,selected_choice_value,,,,true,,replaced_v0_85_6a_2,,,explicit,high,ACTIVE_NEEDS_TARGETED_REPAIR,Active normal-practice candidate still has an unresolved targeted issue class.,Repair in a targeted content cleanup patch; do not rewrite in this queue-resolution pass.,high
rq-08078,v080149_cat02_contrast_cat02_cs_003,cat02-cs-003,b1_m01,docs/qa/v0.85.4_completion_gate_feedback_issues.csv,v0.85.4,generic_contrast_feedback_active,Active normal-practice feedback contains generic contrast wording.,found,b1_m01,b1-01,b1_m01,multiple_choice,selected_choice_value,,,,true,,replaced_v0_85_6a_2,,,explicit,high,ACTIVE_NEEDS_TARGETED_REPAIR,Active normal-practice candidate still has an unresolved targeted issue class.,Repair in a targeted content cleanup patch; do not rewrite in this queue-resolution pass.,high
rq-08079,v080149_cat02_contrast_cat02_cs_004,cat02-cs-004,b1_m01,docs/qa/v0.85.4_completion_gate_feedback_issues.csv,v0.85.4,generic_contrast_feedback_active,Active normal-practice feedback contains generic contrast wording.,found,b1_m01,b1-01,b1_m01,multiple_choice,selected_choice_value,,,,true,,replaced_v0_85_6a_2,,,explicit,high,ACTIVE_NEEDS_TARGETED_REPAIR,Active normal-practice candidate still has an unresolved targeted issue class.,Repair in a targeted content cleanup patch; do not rewrite in this queue-resolution pass.,high
rq-08080,v080149_cat02_contrast_cat02_cs_005,cat02-cs-005,b1_m01,docs/qa/v0.85.4_completion_gate_feedback_issues.csv,v0.85.4,generic_contrast_feedback_active,Active normal-practice feedback contains generic contrast wording.,found,b1_m01,b1-01,b1_m01,multiple_choice,selected_choice_value,,,,true,,replaced_v0_85_6a_2,,,explicit,high,ACTIVE_NEEDS_TARGETED_REPAIR,Active normal-practice candidate still has an unresolved targeted issue class.,Repair in a targeted content cleanup patch; do not rewrite in this queue-resolution pass.,high
rq-08081,v080149_cat02_contrast_cat02_cs_006,cat02-cs-006,b1_m01,docs/qa/v0.85.4_completion_gate_feedback_issues.csv,v0.85.4,generic_contrast_feedback_active,Active normal-practice feedback contains generic contrast wording.,found,b1_m01,b1-01,b1_m01,multiple_choice,selected_choice_value,,,,true,,replaced_v0_85_6a_2,,,explicit,high,ACTIVE_NEEDS_TARGETED_REPAIR,Active normal-practice candidate still has an unresolved targeted issue class.,Repair in a targeted content cleanup patch; do not rewrite in this queue-resolution pass.,high
rq-08082,v080149_cat02_contrast_cat02_cs_007,cat02-cs-007,b1_m01,docs/qa/v0.85.4_completion_gate_feedback_issues.csv,v0.85.4,generic_contrast_feedback_active,Active normal-practice feedback contains generic contrast wording.,found,b1_m01,b1-01,b1_m01,multiple_choice,selected_choice_value,,,,true,,replaced_v0_85_6a_2,,,explicit,high,ACTIVE_NEEDS_TARGETED_REPAIR,Active normal-practice candidate still has an unresolved targeted issue class.,Repair in a targeted content cleanup patch; do not rewrite in this queue-resolution pass.,high
rq-08083,v080149_cat02_contrast_cat02_cs_008,cat02-cs-008,b1_m01,docs/qa/v0.85.4_completion_gate_feedback_issues.csv,v0.85.4,generic_contrast_feedback_active,Active normal-practice feedback contains generic contrast wording.,found,b1_m01,b1-01,b1_m01,multiple_choice,selected_choice_value,,,,true,,replaced_v0_85_6a_2,,,explicit,high,ACTIVE_NEEDS_TARGETED_REPAIR,Active normal-practice candidate still has an unresolved targeted issue class.,Repair in a targeted content cleanup patch; do not rewrite in this queue-resolution pass.,high
rq-08084,v080149_cat02_contrast_cat02_cs_009,cat02-cs-009,b1_m01,docs/qa/v0.85.4_completion_gate_feedback_issues.csv,v0.85.4,generic_contrast_feedback_active,Active normal-practice feedback contains generic contrast wording.,found,b1_m01,b1-01,b1_m01,multiple_choice,selected_choice_value,,,,true,,replaced_v0_85_6a_2,,,explicit,high,ACTIVE_NEEDS_TARGETED_REPAIR,Active normal-practice candidate still has an unresolved targeted issue class.,Repair in a targeted content cleanup patch; do not rewrite in this queue-resolution pass.,high
rq-08085,v080149_cat02_contrast_cat02_cs_010,cat02-cs-010,b1_m01,docs/qa/v0.85.4_completion_gate_feedback_issues.csv,v0.85.4,generic_contrast_feedback_active,Active normal-practice feedback contains generic contrast wording.,found,b1_m01,b1-01,b1_m01,multiple_choice,selected_choice_value,,,,true,,replaced_v0_85_6a_2,,,explicit,high,ACTIVE_NEEDS_TARGETED_REPAIR,Active normal-practice candidate still has an unresolved targeted issue class.,Repair in a targeted content cleanup patch; do not rewrite in this queue-resolution pass.,high
rq-08086,v080149_cat02_contrast_cat02_cs_011,cat02-cs-011,b1_m01,docs/qa/v0.85.4_completion_gate_feedback_issues.csv,v0.85.4,generic_contrast_feedback_active,Active normal-practice feedback contains generic contrast wording.,found,b1_m01,b1-01,b1_m01,multiple_choice,selected_choice_value,,,,true,,replaced_v0_85_6a_2,,,explicit,high,ACTIVE_NEEDS_TARGETED_REPAIR,Active normal-practice candidate still has an unresolved targeted issue class.,Repair in a targeted content cleanup patch; do not rewrite in this queue-resolution pass.,high
rq-08087,v080149_cat02_contrast_cat02_cs_012,cat02-cs-012,b1_m01,docs/qa/v0.85.4_completion_gate_feedback_issues.csv,v0.85.4,generic_contrast_feedback_active,Active normal-practice feedback contains generic contrast wording.,found,b1_m01,b1-01,b1_m01,multiple_choice,selected_choice_value,,,,true,,replaced_v0_85_6a_2,,,explicit,high,ACTIVE_NEEDS_TARGETED_REPAIR,Active normal-practice candidate still has an unresolved targeted issue class.,Repair in a targeted content cleanup patch; do not rewrite in this queue-resolution pass.,high
rq-08089,v080149_cat02_contrast_cat02_cs_014,cat02-cs-014,b1_m01,docs/qa/v0.85.4_completion_gate_feedback_issues.csv,v0.85.4,generic_contrast_feedback_active,Active normal-practice feedback contains generic contrast wording.,found,b1_m01,b1-01,b1_m01,multiple_choice,selected_choice_value,,,,true,,replaced_v0_85_6a_2,,,explicit,high,ACTIVE_NEEDS_TARGETED_REPAIR,Active normal-practice candidate still has an unresolved targeted issue class.,Repair in a targeted content cleanup patch; do not rewrite in this queue-resolution pass.,high
rq-08090,v080149_cat02_contrast_cat02_cs_015,cat02-cs-015,b1_m01,docs/qa/v0.85.4_completion_gate_feedback_issues.csv,v0.85.4,generic_contrast_feedback_active,Active normal-practice feedback contains generic contrast wording.,found,b1_m01,b1-01,b1_m01,multiple_choice,selected_choice_value,,,,true,,replaced_v0_85_6a_2,,,explicit,high,ACTIVE_NEEDS_TARGETED_REPAIR,Active normal-practice candidate still has an unresolved targeted issue class.,Repair in a targeted content cleanup patch; do not rewrite in this queue-resolution pass.,high
rq-08091,v080149_cat02_contrast_cat02_cs_016,cat02-cs-016,b1_m01,docs/qa/v0.85.4_completion_gate_feedback_issues.csv,v0.85.4,generic_contrast_feedback_active,Active normal-practice feedback contains generic contrast wording.,found,b1_m01,b1-01,b1_m01,multiple_choice,selected_choice_value,,,,true,,replaced_v0_85_6a_2,,,explicit,high,ACTIVE_NEEDS_TARGETED_REPAIR,Active normal-practice candidate still has an unresolved targeted issue class.,Repair in a targeted content cleanup patch; do not rewrite in this queue-resolution pass.,high
rq-08092,v080149_cat02_contrast_cat02_cs_017,cat02-cs-017,b1_m01,docs/qa/v0.85.4_completion_gate_feedback_issues.csv,v0.85.4,generic_contrast_feedback_active,Active normal-practice feedback contains generic contrast wording.,found,b1_m01,b1-01,b1_m01,multiple_choice,selected_choice_value,,,,true,,replaced_v0_85_6a_2,,,explicit,high,ACTIVE_NEEDS_TARGETED_REPAIR,Active normal-practice candidate still has an unresolved targeted issue class.,Repair in a targeted content cleanup patch; do not rewrite in this queue-resolution pass.,high
rq-08093,v080149_cat02_contrast_cat02_cs_018,cat02-cs-018,b1_m01,docs/qa/v0.85.4_completion_gate_feedback_issues.csv,v0.85.4,generic_contrast_feedback_active,Active normal-practice feedback contains generic contrast wording.,found,b1_m01,b1-01,b1_m01,multiple_choice,selected_choice_value,,,,true,,replaced_v0_85_6a_2,,,explicit,high,ACTIVE_NEEDS_TARGETED_REPAIR,Active normal-practice candidate still has an unresolved targeted issue class.,Repair in a targeted content cleanup patch; do not rewrite in this queue-resolution pass.,high
rq-08094,v080149_cat02_contrast_cat02_cs_020,cat02-cs-020,b1_m01,docs/qa/v0.85.4_completion_gate_feedback_issues.csv,v0.85.4,generic_contrast_feedback_active,Active normal-practice feedback contains generic contrast wording.,found,b1_m01,b1-01,b1_m01,multiple_choice,selected_choice_value,,,,true,,replaced_v0_85_6a_2,,,explicit,high,ACTIVE_NEEDS_TARGETED_REPAIR,Active normal-practice candidate still has an unresolved targeted issue class.,Repair in a targeted content cleanup patch; do not rewrite in this queue-resolution pass.,high
rq-08274,v080149_cat03_collocation_cat03_coll_001,cat03-coll-001,b1_m03,docs/qa/v0.85.4_completion_gate_feedback_issues.csv,v0.85.4,feedback_mismatch_risk,Static check found missing or potentially mismatched answer/feedback fields.,found,b1_m03,b1-03,b1_m03,multiple_choice,selected_choice_value,,,,true,,replaced_v0_85_6a_2,,,explicit,high,ACTIVE_NEEDS_TARGETED_REPAIR,Active normal-practice candidate still has an unresolved targeted issue class.,Repair in a targeted content cleanup patch; do not rewrite in this queue-resolution pass.,high
rq-08275,v080149_cat03_collocation_cat03_coll_002,cat03-coll-002,b1_m03,docs/qa/v0.85.4_completion_gate_feedback_issues.csv,v0.85.4,feedback_mismatch_risk,Static check found missing or potentially mismatched answer/feedback fields.,found,b1_m03,b1-03,b1_m03,multiple_choice,selected_choice_value,,,,true,,replaced_v0_85_6a_2,,,explicit,high,ACTIVE_NEEDS_TARGETED_REPAIR,Active normal-practice candidate still has an unresolved targeted issue class.,Repair in a targeted content cleanup patch; do not rewrite in this queue-resolution pass.,high
rq-08276,v080149_cat03_collocation_cat03_coll_003,cat03-coll-003,b1_m03,docs/qa/v0.85.4_completion_gate_feedback_issues.csv,v0.85.4,feedback_mismatch_risk,Static check found missing or potentially mismatched answer/feedback fields.,found,b1_m03,b1-03,b1_m03,multiple_choice,selected_choice_value,,,,true,,replaced_v0_85_6a_2,,,explicit,high,ACTIVE_NEEDS_TARGETED_REPAIR,Active normal-practice candidate still has an unresolved targeted issue class.,Repair in a targeted content cleanup patch; do not rewrite in this queue-resolution pass.,high
rq-08277,v080149_cat03_collocation_cat03_coll_004,cat03-coll-004,b1_m03,docs/qa/v0.85.4_completion_gate_feedback_issues.csv,v0.85.4,feedback_mismatch_risk,Static check found missing or potentially mismatched answer/feedback fields.,found,b1_m03,b1-03,b1_m03,multiple_choice,selected_choice_value,,,,true,,replaced_v0_85_6a_2,,,explicit,high,ACTIVE_NEEDS_TARGETED_REPAIR,Active normal-practice candidate still has an unresolved targeted issue class.,Repair in a targeted content cleanup patch; do not rewrite in this queue-resolution pass.,high
rq-08278,v080149_cat03_collocation_cat03_coll_005,cat03-coll-005,b1_m03,docs/qa/v0.85.4_completion_gate_feedback_issues.csv,v0.85.4,feedback_mismatch_risk,Static check found missing or potentially mismatched answer/feedback fields.,found,b1_m03,b1-03,b1_m03,multiple_choice,selected_choice_value,,,,true,,replaced_v0_85_6a_2,,,explicit,high,ACTIVE_NEEDS_TARGETED_REPAIR,Active normal-practice candidate still has an unresolved targeted issue class.,Repair in a targeted content cleanup patch; do not rewrite in this queue-resolution pass.,high
rq-08279,v080149_cat03_collocation_cat03_coll_006,cat03-coll-006,b1_m03,docs/qa/v0.85.4_completion_gate_feedback_issues.csv,v0.85.4,feedback_mismatch_risk,Static check found missing or potentially mismatched answer/feedback fields.,found,b1_m03,b1-03,b1_m03,multiple_choice,selected_choice_value,,,,true,,replaced_v0_85_6a_2,,,explicit,high,ACTIVE_NEEDS_TARGETED_REPAIR,Active normal-practice candidate still has an unresolved targeted issue class.,Repair in a targeted content cleanup patch; do not rewrite in this queue-resolution pass.,high
rq-08280,v080149_cat03_collocation_cat03_coll_007,cat03-coll-007,b1_m03,docs/qa/v0.85.4_completion_gate_feedback_issues.csv,v0.85.4,feedback_mismatch_risk,Static check found missing or potentially mismatched answer/feedback fields.,found,b1_m03,b1-03,b1_m03,multiple_choice,selected_choice_value,,,,true,,replaced_v0_85_6a_2,,,explicit,high,ACTIVE_NEEDS_TARGETED_REPAIR,Active normal-practice candidate still has an unresolved targeted issue class.,Repair in a targeted content cleanup patch; do not rewrite in this queue-resolution pass.,high
