itemId,sourceFile,sourceRowId,currentStatus,routeExposure,taskType,answerMode,prompt,stimulus,answerKey,acceptedAnswers,currentExplainText,targetFamily,learningTarget,issueType,severity,safeFixAvailable,recommendedAction,classification,decision,decisionReason
b1_cases_articles_fixed_dative_004,b1-cases-articles.js,,active,normal_auto_graded_or_route_dependent,multiple_choice,selected_choice_value,Welche Version passt nach zu?,Ich gehe zu einem Gespräch.,Ich gehe zu einem Gespräch.,"[""Ich gehe zu einem Gespräch.""]",zu takes dative; neuter Gespräch uses einem.,cases_articles_fixed_dative_triggers,,candidate_from_feedback_field_scan,low,no,no action; feedback already gives a target-specific micro-rule,NO_ACTION_FALSE_POSITIVE,NO_ACTION_FALSE_POSITIVE,Existing feedback is specific enough for this patch.
b1_cases_articles_indirect_dative_001,b1-cases-articles.js,,active,normal_auto_graded_or_route_dependent,multiple_choice,selected_choice_value,Welche Version zeigt den Empfänger?,Ich schicke dem Team die Unterlagen.,Ich schicke dem Team die Unterlagen.,"[""Ich schicke dem Team die Unterlagen.""]",Recipient role: the indirect object is dative: dem Team.,cases_articles_dative_indirect_object,,candidate_from_feedback_field_scan,low,no,no action; feedback already gives a target-specific micro-rule,NO_ACTION_FALSE_POSITIVE,NO_ACTION_FALSE_POSITIVE,Existing feedback is specific enough for this patch.
b1_cases_articles_indirect_dative_002,b1-cases-articles.js,,active,normal_auto_graded_or_route_dependent,grammar_cloze,typed,Ich gebe ___ Kundin die Nummer.,Ich gebe der Kundin die Nummer.,der,"[""der""]",geben has a recipient in dative: der Kundin.,cases_articles_dative_indirect_object,,candidate_from_feedback_field_scan,low,no,no action; feedback already gives a target-specific micro-rule,NO_ACTION_FALSE_POSITIVE,NO_ACTION_FALSE_POSITIVE,Existing feedback is specific enough for this patch.
b1_cases_articles_indirect_dative_003,b1-cases-articles.js,,active,normal_auto_graded_or_route_dependent,error_repair,edit_text,Ich zeige die Kollegin die Liste.,Ich zeige der Kollegin die Liste.,Ich zeige der Kollegin die Liste.,"[""Ich zeige der Kollegin die Liste.""]",zeigen has a recipient in dative: der Kollegin.,cases_articles_dative_indirect_object,,candidate_from_feedback_field_scan,low,no,no action; feedback already gives a target-specific micro-rule,NO_ACTION_FALSE_POSITIVE,NO_ACTION_FALSE_POSITIVE,Existing feedback is specific enough for this patch.
b1_cases_articles_indirect_dative_004,b1-cases-articles.js,,active,normal_auto_graded_or_route_dependent,multiple_choice,selected_choice_value,Welche Form zeigt den Empfänger?,Ich erkläre dem Chef den Plan.,Ich erkläre dem Chef den Plan.,"[""Ich erkläre dem Chef den Plan.""]",The person receiving the explanation is dative: dem Chef.,cases_articles_dative_indirect_object,,candidate_from_feedback_field_scan,low,no,no action; feedback already gives a target-specific micro-rule,NO_ACTION_FALSE_POSITIVE,NO_ACTION_FALSE_POSITIVE,Existing feedback is specific enough for this patch.
b1_cases_articles_family_contrast_001,b1-cases-articles.js,,active,normal_auto_graded_or_route_dependent,multiple_choice,selected_choice_value,Welche Reihe passt zu Akkusativ Maskulinum?,den / einen / keinen,den / einen / keinen,"[""den / einen / keinen""]","Article family: der, ein, and kein share the masculine accusative -en ending.",cases_articles_article_family_contrast,,candidate_from_feedback_field_scan,low,no,no action; feedback already gives a target-specific micro-rule,NO_ACTION_FALSE_POSITIVE,NO_ACTION_FALSE_POSITIVE,Existing feedback is specific enough for this patch.
b1_cases_articles_family_contrast_002,b1-cases-articles.js,,active,normal_auto_graded_or_route_dependent,grammar_cloze,typed,Wir haben ___ Drucker im Büro.,Wir haben keinen Drucker im Büro.,keinen,"[""keinen""]",kein follows ein endings; masculine accusative uses keinen.,cases_articles_article_family_contrast,,candidate_from_feedback_field_scan,low,no,no action; feedback already gives a target-specific micro-rule,NO_ACTION_FALSE_POSITIVE,NO_ACTION_FALSE_POSITIVE,Existing feedback is specific enough for this patch.
b1_cases_articles_family_contrast_003,b1-cases-articles.js,,active,normal_auto_graded_or_route_dependent,error_repair,typed,Ich habe kein Termin.,Ich habe keinen Termin.,Ich habe keinen Termin.,"[""Ich habe keinen Termin.""]",Termin is masculine; accusative negative is keinen Termin.,cases_articles_article_family_contrast,,candidate_from_feedback_field_scan,low,no,no action; feedback already gives a target-specific micro-rule,NO_ACTION_FALSE_POSITIVE,NO_ACTION_FALSE_POSITIVE,Existing feedback is specific enough for this patch.
b1_cases_articles_family_contrast_004,b1-cases-articles.js,,active,normal_auto_graded_or_route_dependent,multiple_choice,selected_choice_value,Welche Reihe passt zu Dativ Maskulinum?,dem / einem / keinem,dem / einem / keinem,"[""dem / einem / keinem""]","Dative masculine uses -em in dem, einem, and keinem.",cases_articles_article_family_contrast,,candidate_from_feedback_field_scan,low,no,no action; feedback already gives a target-specific micro-rule,NO_ACTION_FALSE_POSITIVE,NO_ACTION_FALSE_POSITIVE,Existing feedback is specific enough for this patch.
b1_cases_articles_pronoun_case_001,b1-cases-articles.js,,active,normal_auto_graded_or_route_dependent,multiple_choice,selected_choice_value,Welche Form passt nach sehen?,Er sieht mich.,Er sieht mich.,"[""Er sieht mich.""]",sehen takes accusative; ich becomes mich.,cases_articles_pronoun_case_ich_du,,candidate_from_feedback_field_scan,low,no,no action; feedback already gives a target-specific micro-rule,NO_ACTION_FALSE_POSITIVE,NO_ACTION_FALSE_POSITIVE,Existing feedback is specific enough for this patch.
