itemId,sourceFile,routeOrModule,itemType,currentPrompt,currentStimulus,currentAnswer,issueType,issueSeverity,reason,recommendedAction,normalPracticeEligible,reviewStatus
v080149_cat03_practice_family_cat03_pf_055,content/b1-m03-job-search-offices.js,b1_m03,multiple_choice,Sie haben noch keine Stelle. Welche Form passt?,Sie haben noch keine Stelle. Welche Form passt?,A,internal_label_sanitised;normal_practice_excluded_by_display_schema,medium,internal_label_sanitised;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat03_wortschatz_cat03_w_048,content/b1-m03-job-search-offices.js,b1_m03,multiple_choice,Welches Wort passt? job / position,,die Stelle,choice_internal_label_artifact,medium,Excluded from normal practice by existing safeguards.,Human review or source-safe cue rewrite.,false,queued
v080149_cat03_wortschatz_cat03_w_080,content/b1-m03-job-search-offices.js,b1_m03,multiple_choice,Welches Wort passt? submit documents,,Unterlagen einreichen,choice_internal_label_artifact,medium,Excluded from normal practice by existing safeguards.,Human review or source-safe cue rewrite.,false,queued
v080149_cat03_wortschatz_cat03_w_081,content/b1-m03-job-search-offices.js,b1_m03,multiple_choice,Welches Wort passt? submit documents later,,Unterlagen nachreichen,choice_internal_label_artifact,medium,Excluded from normal practice by existing safeguards.,Human review or source-safe cue rewrite.,false,queued
v080149_cat04_collocation_cat04_coll_002,content/b1-m04-applications.js,b1_m04,multiple_choice,Welche Kollokation passt? attach a document in an email,Welche Kollokation passt? attach a document in an email,Im Anhang finden Sie meinen Lebenslauf.,choice_internal_label_artifact,medium,Excluded from normal practice by existing safeguards.,Human review or source-safe cue rewrite.,false,queued
v080149_cat04_practice_family_cat04_pf_001,content/b1-m04-applications.js,b1_m04,vocab_cloze,Ich bewerbe mich ___ die Stelle als Verkäufer.,Ich bewerbe mich ___ die Stelle als Verkäufer.,um,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat04_practice_family_cat04_pf_002,content/b1-m04-applications.js,b1_m04,vocab_cloze,Ich möchte meine Bewerbung heute ___.,Ich möchte meine Bewerbung heute ___.,abschicken,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat04_practice_family_cat04_pf_003,content/b1-m04-applications.js,b1_m04,vocab_cloze,Vor der Bewerbung muss ich meinen Lebenslauf ___.,Vor der Bewerbung muss ich meinen Lebenslauf ___.,aktualisieren,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat04_practice_family_cat04_pf_004,content/b1-m04-applications.js,b1_m04,vocab_cloze,Im ___ finden Sie meinen Lebenslauf.,Im ___ finden Sie meinen Lebenslauf.,Anhang,internal_label_sanitised;cloze_needs_review;normal_practice_excluded_by_display_schema,medium,internal_label_sanitised;cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat04_practice_family_cat04_pf_005,content/b1-m04-applications.js,b1_m04,vocab_cloze,Bitte reichen Sie Ihre Bewerbungsunterlagen bis Freitag ___.,Bitte reichen Sie Ihre Bewerbungsunterlagen bis Freitag ___.,ein,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat04_practice_family_cat04_pf_006,content/b1-m04-applications.js,b1_m04,vocab_cloze,Ich füge mein letztes Zeugnis ___.,Ich füge mein letztes Zeugnis ___.,bei,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat04_practice_family_cat04_pf_007,content/b1-m04-applications.js,b1_m04,vocab_cloze,Ich lade die PDF-Datei im Portal ___.,Ich lade die PDF-Datei im Portal ___.,hoch,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat04_practice_family_cat04_pf_008,content/b1-m04-applications.js,b1_m04,vocab_cloze,Vielen Dank für die Einladung zum ___.,Vielen Dank für die Einladung zum ___.,Vorstellungsgespräch,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat04_practice_family_cat04_pf_010,content/b1-m04-applications.js,b1_m04,vocab_cloze,Leider bin ich an diesem Tag ___.,Leider bin ich an diesem Tag ___.,verhindert,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat04_practice_family_cat04_pf_012,content/b1-m04-applications.js,b1_m04,vocab_cloze,Ich freue mich auf das ___.,Ich freue mich auf das ___.,Gespräch,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat04_practice_family_cat04_pf_013,content/b1-m04-applications.js,b1_m04,vocab_cloze,Ich habe zwei Jahre ___ im Verkauf.,Ich habe zwei Jahre ___ im Verkauf.,Berufserfahrung,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat04_practice_family_cat04_pf_014,content/b1-m04-applications.js,b1_m04,vocab_cloze,Ich habe im ___ Logistik gearbeitet.,Ich habe im ___ Logistik gearbeitet.,Bereich,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat04_practice_family_cat04_pf_015,content/b1-m04-applications.js,b1_m04,vocab_cloze,Ich habe früher ___ Küchenhilfe gearbeitet.,Ich habe früher ___ Küchenhilfe gearbeitet.,als,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat04_practice_family_cat04_pf_016,content/b1-m04-applications.js,b1_m04,vocab_cloze,Ich war für die Warenkontrolle ___.,Ich war für die Warenkontrolle ___.,zuständig,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat04_practice_family_cat04_pf_019,content/b1-m04-applications.js,b1_m04,vocab_cloze,Ich bin mit dem Programm ___.,Ich bin mit dem Programm ___.,vertraut,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat04_practice_family_cat04_pf_020,content/b1-m04-applications.js,b1_m04,vocab_cloze,Ich arbeite gern im ___.,Ich arbeite gern im ___.,Team,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat04_practice_family_cat04_pf_021,content/b1-m04-applications.js,b1_m04,vocab_cloze,Ich kann auch selbstständig ___.,Ich kann auch selbstständig ___.,arbeiten,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat04_practice_family_cat04_pf_022,content/b1-m04-applications.js,b1_m04,vocab_cloze,Ich möchte mich beruflich ___.,Ich möchte mich beruflich ___.,weiterentwickeln,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat04_practice_family_cat04_pf_023,content/b1-m04-applications.js,b1_m04,vocab_cloze,Ich bin ab sofort ___.,Ich bin ab sofort ___.,verfügbar,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat04_practice_family_cat04_pf_024,content/b1-m04-applications.js,b1_m04,vocab_cloze,Ich kann ab dem 1. August ___.,Ich kann ab dem 1. August ___.,anfangen,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat04_practice_family_cat04_pf_025,content/b1-m04-applications.js,b1_m04,vocab_cloze,Ich habe noch eine Frage ___ Stelle.,Ich habe noch eine Frage ___ Stelle.,zur,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat04_practice_family_cat04_pf_026,content/b1-m04-applications.js,b1_m04,vocab_cloze,Ich warte noch auf eine ___.,Ich warte noch auf eine ___.,Rückmeldung,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat04_practice_family_cat04_pf_027,content/b1-m04-applications.js,b1_m04,vocab_cloze,"Ich wollte kurz nachfragen, ___ es schon eine Rückmeldung gibt.","Ich wollte kurz nachfragen, ___ es schon eine Rückmeldung gibt.",ob,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat04_practice_family_cat04_pf_028,content/b1-m04-applications.js,b1_m04,vocab_cloze,Bitte beachten Sie die ___.,Bitte beachten Sie die ___.,Bewerbungsfrist,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat04_practice_family_cat04_pf_029,content/b1-m04-applications.js,b1_m04,vocab_cloze,Ich reiche das fehlende Zeugnis morgen ___.,Ich reiche das fehlende Zeugnis morgen ___.,nach,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat04_practice_family_cat04_pf_030,content/b1-m04-applications.js,b1_m04,vocab_cloze,Meine Unterlagen sind noch nicht ___.,Meine Unterlagen sind noch nicht ___.,vollständig,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat04_practice_family_cat04_pf_031,content/b1-m04-applications.js,b1_m04,vocab_cloze,Könnten Sie die Frage bitte ___?,Könnten Sie die Frage bitte ___?,wiederholen,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat04_practice_family_cat04_pf_032,content/b1-m04-applications.js,b1_m04,vocab_cloze,Mit freundlichen ___.,Mit freundlichen ___.,Grüßen,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat04_practice_family_cat04_pf_033,content/b1-m04-applications.js,b1_m04,vocab_cloze,"Sehr ___ Frau Müller,","Sehr ___ Frau Müller,",geehrte,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat04_practice_family_cat04_pf_034,content/b1-m04-applications.js,b1_m04,vocab_cloze,Ich lade meine Unterlagen im Bewerbungsportal ___.,Ich lade meine Unterlagen im Bewerbungsportal ___.,hoch,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat04_practice_family_cat04_pf_035,content/b1-m04-applications.js,b1_m04,vocab_cloze,Bitte aktualisieren Sie Ihre ___.,Bitte aktualisieren Sie Ihre ___.,Kontaktdaten,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat04_practice_family_cat04_pf_036,content/b1-m04-applications.js,b1_m04,vocab_cloze,"Ich denke, dass ich gut ___ der Stelle passe.","Ich denke, dass ich gut ___ der Stelle passe.",zu,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat04_practice_family_cat04_pf_037,content/b1-m04-applications.js,b1_m04,vocab_cloze,"Ich bewerbe mich, ___ ich Erfahrung im Verkauf habe.","Ich bewerbe mich, ___ ich Erfahrung im Verkauf habe.",weil,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat04_practice_family_cat04_pf_038,content/b1-m04-applications.js,b1_m04,vocab_cloze,Von 2021 bis 2023 habe ich in einer Bäckerei ___.,Von 2021 bis 2023 habe ich in einer Bäckerei ___.,gearbeitet,internal_label_sanitised;cloze_needs_review;normal_practice_excluded_by_display_schema,medium,internal_label_sanitised;cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat04_practice_family_cat04_pf_039,content/b1-m04-applications.js,b1_m04,vocab_cloze,Dort ___ ich für die Warenkontrolle zuständig.,Dort ___ ich für die Warenkontrolle zuständig.,war,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat04_practice_family_cat04_pf_040,content/b1-m04-applications.js,b1_m04,vocab_cloze,Ich habe mein Zertifikat als PDF ___.,Ich habe mein Zertifikat als PDF ___.,hochgeladen,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat04_practice_family_cat04_pf_041,content/b1-m04-applications.js,b1_m04,vocab_cloze,"Könnten Sie bestätigen, dass meine Bewerbung ___ ist?","Könnten Sie bestätigen, dass meine Bewerbung ___ ist?",angekommen,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat04_practice_family_cat04_pf_042,content/b1-m04-applications.js,b1_m04,vocab_cloze,Ich habe alle Anlagen ___.,Ich habe alle Anlagen ___.,beigefügt,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat04_practice_family_cat04_pf_043,content/b1-m04-applications.js,b1_m04,vocab_cloze,Ich arbeite zuverlässig und ___.,Ich arbeite zuverlässig und ___.,sorgfältig,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat04_practice_family_cat04_pf_044,content/b1-m04-applications.js,b1_m04,vocab_cloze,Auch bei Stress bin ich ___.,Auch bei Stress bin ich ___.,belastbar,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat04_practice_family_cat04_pf_045,content/b1-m04-applications.js,b1_m04,vocab_cloze,Ich bin zeitlich ___.,Ich bin zeitlich ___.,flexibel,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat04_redemittel_cat04_r_011,content/b1-m04-applications.js,b1_m04,phrase_choice,Welche Form passt? application email,,Anbei sende ich Ihnen meinen Lebenslauf und meine Zeugnisse.,choice_internal_label_artifact,medium,internal_label_sanitised,Human review or source-safe cue rewrite.,false,queued
v080149_cat04_redemittel_cat04_r_054,content/b1-m04-applications.js,b1_m04,phrase_choice,Welche Form passt? interview answer,,"Ich mache eine Weiterbildung, um meine Chancen zu verbessern.",choice_internal_label_artifact,medium,internal_label_sanitised,Human review or source-safe cue rewrite.,false,queued
v080149_cat05_contrast_cat05_cs_021,content/b1-m05-first-day-contract-basics.js,b1_m05,multiple_choice,Welche Form passt in dieser ersten Arbeitstag- oder Vertragssituation am besten?,Welche Form passt in dieser ersten Arbeitstag- oder Vertragssituation am besten?,sich kümmern um,choice_internal_label_artifact,medium,Excluded from normal practice by existing safeguards.,Human review or source-safe cue rewrite.,false,queued
v080149_cat05_practice_family_cat05_pf_001,content/b1-m05-first-day-contract-basics.js,b1_m05,vocab_cloze,Ich ___ mich zuerst am Empfang.,Ich ___ mich zuerst am Empfang.,melde,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat05_practice_family_cat05_pf_003,content/b1-m05-first-day-contract-basics.js,b1_m05,vocab_cloze,Ich fange am Montag um acht Uhr ___.,Ich fange am Montag um acht Uhr ___.,an,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat05_practice_family_cat05_pf_006,content/b1-m05-first-day-contract-basics.js,b1_m05,vocab_cloze,Ich muss die Unterlagen heute ___.,Ich muss die Unterlagen heute ___.,einreichen,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat05_practice_family_cat05_pf_007,content/b1-m05-first-day-contract-basics.js,b1_m05,vocab_cloze,Ich reiche die fehlenden Unterlagen morgen ___.,Ich reiche die fehlenden Unterlagen morgen ___.,nach,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat05_practice_family_cat05_pf_009,content/b1-m05-first-day-contract-basics.js,b1_m05,vocab_cloze,Ich muss das Formular ___.,Ich muss das Formular ___.,ausfüllen,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat05_practice_family_cat05_pf_011,content/b1-m05-first-day-contract-basics.js,b1_m05,vocab_cloze,Ich gebe meine Bankverbindung im Formular ___.,Ich gebe meine Bankverbindung im Formular ___.,an,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat05_practice_family_cat05_pf_018,content/b1-m05-first-day-contract-basics.js,b1_m05,vocab_cloze,Wer ist heute meine ___?,Wer ist heute meine ___?,Ansprechperson,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat05_practice_family_cat05_pf_019,content/b1-m05-first-day-contract-basics.js,b1_m05,vocab_cloze,Die ___ beginnt heute um neun Uhr.,Die ___ beginnt heute um neun Uhr.,Einarbeitung,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat05_practice_family_cat05_pf_026,content/b1-m05-first-day-contract-basics.js,b1_m05,vocab_cloze,Ich stehe morgen im ___.,Ich stehe morgen im ___.,Dienstplan,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat05_practice_family_cat05_pf_028,content/b1-m05-first-day-contract-basics.js,b1_m05,vocab_cloze,Mein ___ ist morgen um acht Uhr.,Mein ___ ist morgen um acht Uhr.,Arbeitsbeginn,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat05_practice_family_cat05_pf_031,content/b1-m05-first-day-contract-basics.js,b1_m05,vocab_cloze,Wann machen wir ___?,Wann machen wir ___?,Pause,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat05_practice_family_cat05_pf_032,content/b1-m05-first-day-contract-basics.js,b1_m05,vocab_cloze,Wo ist der ___?,Wo ist der ___?,Pausenraum,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat05_practice_family_cat05_pf_033,content/b1-m05-first-day-contract-basics.js,b1_m05,vocab_cloze,Muss ich die Arbeitskleidung immer ___?,Muss ich die Arbeitskleidung immer ___?,tragen,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat05_practice_family_cat05_pf_035,content/b1-m05-first-day-contract-basics.js,b1_m05,vocab_cloze,Wo bekomme ich die ___?,Wo bekomme ich die ___?,Zugangskarte,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat05_practice_family_cat05_pf_036,content/b1-m05-first-day-contract-basics.js,b1_m05,vocab_cloze,Ich habe noch keinen Schlüssel ___.,Ich habe noch keinen Schlüssel ___.,bekommen,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat05_practice_family_cat05_pf_037,content/b1-m05-first-day-contract-basics.js,b1_m05,vocab_cloze,Soll ich den Schlüssel später ___?,Soll ich den Schlüssel später ___?,zurückgeben,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat05_practice_family_cat05_pf_040,content/b1-m05-first-day-contract-basics.js,b1_m05,vocab_cloze,Welche Regeln muss ich ___?,Welche Regeln muss ich ___?,beachten,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat05_practice_family_cat05_pf_041,content/b1-m05-first-day-contract-basics.js,b1_m05,vocab_cloze,Wir müssen die Pausenzeiten ___.,Wir müssen die Pausenzeiten ___.,einhalten,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat05_practice_family_cat05_pf_044,content/b1-m05-first-day-contract-basics.js,b1_m05,vocab_cloze,Ich übernehme heute diese ___.,Ich übernehme heute diese ___.,Aufgabe,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat05_practice_family_cat05_pf_045,content/b1-m05-first-day-contract-basics.js,b1_m05,vocab_cloze,Welche Aufgabe soll ich zuerst ___?,Welche Aufgabe soll ich zuerst ___?,erledigen,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat05_practice_family_cat05_pf_046,content/b1-m05-first-day-contract-basics.js,b1_m05,vocab_cloze,Ich bin heute ___ den Empfang zuständig.,Ich bin heute ___ den Empfang zuständig.,für,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat05_practice_family_cat05_pf_048,content/b1-m05-first-day-contract-basics.js,b1_m05,vocab_cloze,Wer ist ___ die Schicht verantwortlich?,Wer ist ___ die Schicht verantwortlich?,für,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat05_practice_family_cat05_pf_049,content/b1-m05-first-day-contract-basics.js,b1_m05,vocab_cloze,Ich kümmere mich heute ___ die Unterlagen.,Ich kümmere mich heute ___ die Unterlagen.,um,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat05_practice_family_cat05_pf_052,content/b1-m05-first-day-contract-basics.js,b1_m05,vocab_cloze,Ich frage später noch einmal ___.,Ich frage später noch einmal ___.,nach,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat05_practice_family_cat05_pf_067,content/b1-m05-first-day-contract-basics.js,b1_m05,vocab_cloze,Ich muss den Nachweis morgen ___.,Ich muss den Nachweis morgen ___.,einreichen,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat05_practice_family_cat05_pf_068,content/b1-m05-first-day-contract-basics.js,b1_m05,vocab_cloze,Soll ich meinen Ausweis ___?,Soll ich meinen Ausweis ___?,mitbringen,internal_label_sanitised;cloze_needs_review;normal_practice_excluded_by_display_schema,medium,internal_label_sanitised;cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat05_practice_family_cat05_pf_070,content/b1-m05-first-day-contract-basics.js,b1_m05,vocab_cloze,Ich muss meine Steuer-ID ___.,Ich muss meine Steuer-ID ___.,angeben,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat05_practice_family_cat05_pf_071,content/b1-m05-first-day-contract-basics.js,b1_m05,vocab_cloze,Wo soll ich die IBAN ___?,Wo soll ich die IBAN ___?,eintragen,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat05_practice_family_cat05_pf_075,content/b1-m05-first-day-contract-basics.js,b1_m05,vocab_cloze,Muss ich ein Namensschild ___?,Muss ich ein Namensschild ___?,tragen,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat05_practice_family_cat05_pf_077,content/b1-m05-first-day-contract-basics.js,b1_m05,vocab_cloze,Wo finde ich die ___?,Wo finde ich die ___?,Umkleide,internal_label_sanitised;cloze_needs_review;normal_practice_excluded_by_display_schema,medium,internal_label_sanitised;cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat05_practice_family_cat05_pf_080,content/b1-m05-first-day-contract-basics.js,b1_m05,vocab_cloze,Wir müssen die Hausordnung ___.,Wir müssen die Hausordnung ___.,beachten,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
v080149_cat05_practice_family_cat05_pf_082,content/b1-m05-first-day-contract-basics.js,b1_m05,vocab_cloze,Heute bekomme ich eine kurze ___.,Heute bekomme ich eine kurze ___.,Einweisung,cloze_needs_review;normal_practice_excluded_by_display_schema,medium,cloze_needs_review;normal_practice_excluded_by_display_schema,Human review or source-safe cue rewrite.,false,queued
