itemId,sourceFile,classification,deferredFields,reason
b1_vocab_bestellung_005,content/b1-wortschatz.js,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
b1_vocab_rechnung_001,content/b1-wortschatz.js,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
b1_vocab_rechnung_002,content/b1-wortschatz.js,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
b1_vocab_rechnung_003,content/b1-wortschatz.js,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
b1_vocab_rechnung_004,content/b1-wortschatz.js,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
b1_vocab_rechnung_005,content/b1-wortschatz.js,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
b1_vocab_geraet_001,content/b1-wortschatz.js,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
b1_vocab_geraet_002,content/b1-wortschatz.js,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
b1_vocab_geraet_003,content/b1-wortschatz.js,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
b1_vocab_geraet_004,content/b1-wortschatz.js,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
b1_vocab_geraet_005,content/b1-wortschatz.js,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
b1_vocab_rueckmeldung_001,content/b1-wortschatz.js,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
b1_vocab_rueckmeldung_002,content/b1-wortschatz.js,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
b1_vocab_rueckmeldung_003,content/b1-wortschatz.js,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
b1_vocab_rueckmeldung_004,content/b1-wortschatz.js,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
b1_vocab_rueckmeldung_005,content/b1-wortschatz.js,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
b1_vocab_krankheit_001,content/b1-wortschatz.js,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
b1_vocab_krankheit_002,content/b1-wortschatz.js,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
b1_vocab_krankheit_003,content/b1-wortschatz.js,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
b1_vocab_krankheit_004,content/b1-wortschatz.js,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
b1_vocab_krankheit_005,content/b1-wortschatz.js,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
b1_vocab_krankmeldung_001,content/b1-wortschatz.js,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
b1_vocab_krankmeldung_002,content/b1-wortschatz.js,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
b1_vocab_krankmeldung_003,content/b1-wortschatz.js,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
b1_vocab_krankmeldung_004,content/b1-wortschatz.js,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
b1_vocab_krankmeldung_005,content/b1-wortschatz.js,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
b1_vocab_arzttermin_001,content/b1-wortschatz.js,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
b1_vocab_arzttermin_002,content/b1-wortschatz.js,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
b1_vocab_arzttermin_003,content/b1-wortschatz.js,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
b1_vocab_arzttermin_004,content/b1-wortschatz.js,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
b1_vocab_arzttermin_005,content/b1-wortschatz.js,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
b1_vocab_krankenkasse_001,content/b1-wortschatz.js,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
b1_vocab_krankenkasse_002,content/b1-wortschatz.js,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
b1_vocab_krankenkasse_003,content/b1-wortschatz.js,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
b1_vocab_krankenkasse_004,content/b1-wortschatz.js,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
b1_vocab_krankenkasse_005,content/b1-wortschatz.js,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
b1_vocab_versicherung_001,content/b1-wortschatz.js,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
b1_vocab_versicherung_002,content/b1-wortschatz.js,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
b1_vocab_versicherung_003,content/b1-wortschatz.js,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
b1_vocab_versicherung_004,content/b1-wortschatz.js,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
b1_vocab_versicherung_005,content/b1-wortschatz.js,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
b1_vocab_gesundheitskarte_001,content/b1-wortschatz.js,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
b1_vocab_gesundheitskarte_002,content/b1-wortschatz.js,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
b1_vocab_gesundheitskarte_003,content/b1-wortschatz.js,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
b1_vocab_gesundheitskarte_004,content/b1-wortschatz.js,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
b1_vocab_gesundheitskarte_005,content/b1-wortschatz.js,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
b1_vocab_rezept_001,content/b1-wortschatz.js,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
b1_vocab_rezept_002,content/b1-wortschatz.js,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
b1_vocab_rezept_003,content/b1-wortschatz.js,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
b1_vocab_rezept_004,content/b1-wortschatz.js,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
b1_vocab_rezept_005,content/b1-wortschatz.js,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
b1_vocab_apotheke_001,content/b1-wortschatz.js,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
b1_vocab_apotheke_002,content/b1-wortschatz.js,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
b1_vocab_apotheke_003,content/b1-wortschatz.js,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
b1_vocab_apotheke_004,content/b1-wortschatz.js,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
b1_vocab_apotheke_005,content/b1-wortschatz.js,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
b1_vocab_untersuchung_001,content/b1-wortschatz.js,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
b1_vocab_untersuchung_002,content/b1-wortschatz.js,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
b1_vocab_untersuchung_003,content/b1-wortschatz.js,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
b1_vocab_untersuchung_004,content/b1-wortschatz.js,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
b1_vocab_untersuchung_005,content/b1-wortschatz.js,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
b1_vocab_beschwerden_001,content/b1-wortschatz.js,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
b1_vocab_beschwerden_002,content/b1-wortschatz.js,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
b1_vocab_beschwerden_003,content/b1-wortschatz.js,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
b1_vocab_beschwerden_004,content/b1-wortschatz.js,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
b1_vocab_beschwerden_005,content/b1-wortschatz.js,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
b1_vocab_bewerbung_001,content/b1-wortschatz.js,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
b1_vocab_bewerbung_002,content/b1-wortschatz.js,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
b1_vocab_bewerbung_003,content/b1-wortschatz.js,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
b1_vocab_bewerbung_004,content/b1-wortschatz.js,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
b1_vocab_bewerbung_005,content/b1-wortschatz.js,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
b1_vocab_lebenslauf_001,content/b1-wortschatz.js,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
b1_vocab_lebenslauf_002,content/b1-wortschatz.js,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
b1_vocab_lebenslauf_003,content/b1-wortschatz.js,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
b1_vocab_lebenslauf_004,content/b1-wortschatz.js,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
b1_vocab_lebenslauf_005,content/b1-wortschatz.js,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
b1_vocab_stelle_001,content/b1-wortschatz.js,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
b1_vocab_stelle_002,content/b1-wortschatz.js,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
b1_vocab_stelle_003,content/b1-wortschatz.js,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
b1_vocab_stelle_004,content/b1-wortschatz.js,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
b1_vocab_stelle_005,content/b1-wortschatz.js,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
b1_vocab_vorstellungsgespraech_001,content/b1-wortschatz.js,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
b1_vocab_vorstellungsgespraech_002,content/b1-wortschatz.js,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
b1_vocab_vorstellungsgespraech_003,content/b1-wortschatz.js,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
b1_vocab_vorstellungsgespraech_004,content/b1-wortschatz.js,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
b1_vocab_vorstellungsgespraech_005,content/b1-wortschatz.js,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
b1_vocab_erfahrung_001,content/b1-wortschatz.js,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
b1_vocab_erfahrung_002,content/b1-wortschatz.js,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
b1_vocab_erfahrung_003,content/b1-wortschatz.js,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
b1_vocab_erfahrung_004,content/b1-wortschatz.js,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
b1_vocab_erfahrung_005,content/b1-wortschatz.js,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
b1_vocab_aufgabe_001,content/b1-wortschatz.js,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
b1_vocab_aufgabe_002,content/b1-wortschatz.js,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
b1_vocab_aufgabe_003,content/b1-wortschatz.js,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
b1_vocab_aufgabe_004,content/b1-wortschatz.js,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
b1_vocab_aufgabe_005,content/b1-wortschatz.js,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
b1_vocab_besprechung_001,content/b1-wortschatz.js,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
b1_vocab_besprechung_002,content/b1-wortschatz.js,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
b1_vocab_besprechung_003,content/b1-wortschatz.js,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
b1_vocab_besprechung_004,content/b1-wortschatz.js,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
b1_vocab_besprechung_005,content/b1-wortschatz.js,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
b1_vocab_anmeldung_001,content/b1-wortschatz.js,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
b1_vocab_anmeldung_002,content/b1-wortschatz.js,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
b1_vocab_anmeldung_003,content/b1-wortschatz.js,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
b1_vocab_anmeldung_004,content/b1-wortschatz.js,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
b1_vocab_anmeldung_005,content/b1-wortschatz.js,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
b1_vocab_zugangsdaten_001,content/b1-wortschatz.js,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
b1_vocab_zugangsdaten_002,content/b1-wortschatz.js,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
b1_vocab_zugangsdaten_003,content/b1-wortschatz.js,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
b1_vocab_zugangsdaten_004,content/b1-wortschatz.js,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
b1_vocab_zugangsdaten_005,content/b1-wortschatz.js,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
b1_vocab_fehlermeldung_001,content/b1-wortschatz.js,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
b1_vocab_fehlermeldung_002,content/b1-wortschatz.js,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
b1_vocab_fehlermeldung_003,content/b1-wortschatz.js,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
b1_vocab_fehlermeldung_004,content/b1-wortschatz.js,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
b1_vocab_fehlermeldung_005,content/b1-wortschatz.js,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
art_def_nom_mas,data/article-items.tsv,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup|targetId,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
art_def_nom_neu,data/article-items.tsv,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup|targetId,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
art_def_nom_fem,data/article-items.tsv,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup|targetId,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
art_def_nom_plu,data/article-items.tsv,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup|targetId,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
art_def_acc_mas,data/article-items.tsv,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup|targetId,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
art_def_acc_neu,data/article-items.tsv,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup|targetId,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
art_def_acc_fem,data/article-items.tsv,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup|targetId,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
art_def_acc_plu,data/article-items.tsv,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup|targetId,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
art_def_dat_mas,data/article-items.tsv,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup|targetId,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
art_def_dat_neu,data/article-items.tsv,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup|targetId,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
art_def_dat_fem,data/article-items.tsv,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup|targetId,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
art_def_dat_plu,data/article-items.tsv,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup|targetId,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
art_ind_nom_mas,data/article-items.tsv,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup|targetId,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
art_ind_nom_neu,data/article-items.tsv,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup|targetId,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
art_ind_nom_fem,data/article-items.tsv,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup|targetId,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
art_ind_nom_plu,data/article-items.tsv,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup|targetId,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
art_ind_acc_mas,data/article-items.tsv,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup|targetId,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
art_ind_acc_neu,data/article-items.tsv,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup|targetId,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
art_ind_acc_fem,data/article-items.tsv,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup|targetId,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
art_ind_acc_plu,data/article-items.tsv,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup|targetId,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
art_ind_dat_mas,data/article-items.tsv,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup|targetId,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
art_ind_dat_neu,data/article-items.tsv,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup|targetId,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
art_ind_dat_fem,data/article-items.tsv,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup|targetId,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
art_ind_dat_plu,data/article-items.tsv,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup|targetId,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
art_neg_nom_mas,data/article-items.tsv,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup|targetId,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
art_neg_nom_neu,data/article-items.tsv,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup|targetId,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
art_neg_nom_fem,data/article-items.tsv,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup|targetId,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
art_neg_nom_plu,data/article-items.tsv,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup|targetId,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
art_neg_acc_mas,data/article-items.tsv,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup|targetId,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
art_neg_acc_neu,data/article-items.tsv,FIELD_DEFER_MISSING_TARGET_METADATA,targetFamily|reviewGroup|targetId,"Manifest entry created, but semantic target/review fields were left missing rather than inferred."
