currentSourceFile,currentItemId,currentSourceRowId,v02RowId,matchStatus,oldManifestBucket,oldManifestAction,v02Decision,comparisonDecision,recoveryDecision,proposedBucket,proposedAction,currentTaskType,currentResponseSurface,targetFamily,hasV02ReplacementFields,replacementFieldList,currentPrompt,v02Prompt,currentStimulus,v02Stimulus,currentOptions,v02Options,currentAnswer,v02Answer,currentExplain,v02Explain,quarantineReason,productionReason,legacySeedReason,duplicateLineageStatus,riskFlag,notes
content/b1-m05-first-day-contract-basics.js,v080149_cat05_wortschatz_cat05_w_115,cat05-w-115,cat05-w-115,matched_lineage_or_unresolved,Exception,manual review: unrecognised v0.2 decision vocabulary,,,,EXCEPTION_REVIEW,manual review: imported row has sourceRowId but no comparison/recovery match,Auswahl,selected_choice_value,CAT05-wortschatz-cat05_w_115,false,,Welches Wort passt? submit later/provide later,,Document actions,,nachreichen | einreichen | reichen | der Arbeitsvertrag,,nachreichen,,"Keep meaning tied to first-day, contract, onboarding, duties, or workplace context.",,,,,duplicate_v02_same_decision,imported_source_without_replacement_layer_match,
content/b1-m05-first-day-contract-basics.js,v080149_cat05_wortschatz_cat05_w_116,cat05-w-116,cat05-w-116,matched_lineage_or_unresolved,Exception,manual review: unrecognised v0.2 decision vocabulary,,,,EXCEPTION_REVIEW,manual review: imported row has sourceRowId but no comparison/recovery match,Auswahl,selected_choice_value,CAT05-wortschatz-cat05_w_116,false,,Welches Wort passt? bring along,,Document actions,,mitbringen | bringen | einreichen | der Arbeitsvertrag,,mitbringen,,"Keep meaning tied to first-day, contract, onboarding, duties, or workplace context.",,,,,duplicate_v02_same_decision,imported_source_without_replacement_layer_match,
content/b1-m05-first-day-contract-basics.js,v080149_cat05_wortschatz_cat05_w_117,cat05-w-117,cat05-w-117,matched_lineage_or_unresolved,Exception,manual review: unrecognised v0.2 decision vocabulary,,,,EXCEPTION_REVIEW,manual review: imported row has sourceRowId but no comparison/recovery match,Auswahl,selected_choice_value,CAT05-wortschatz-cat05_w_117,false,,Welches Wort passt? provide/state in a form,,Document actions,,angeben | geben | abgeben | der Arbeitsvertrag,,angeben,,"Keep meaning tied to first-day, contract, onboarding, duties, or workplace context.",,,,,duplicate_v02_same_decision,imported_source_without_replacement_layer_match,
content/b1-m05-first-day-contract-basics.js,v080149_cat05_wortschatz_cat05_w_118,cat05-w-118,cat05-w-118,matched_lineage_or_unresolved,Exception,manual review: unrecognised v0.2 decision vocabulary,,,,EXCEPTION_REVIEW,manual review: imported row has sourceRowId but no comparison/recovery match,Auswahl,selected_choice_value,CAT05-wortschatz-cat05_w_118,false,,Welches Wort passt? fill in/out,,Document actions,,ausfüllen | füllen | ausmachen | der Arbeitsvertrag,,ausfüllen,,"Keep meaning tied to first-day, contract, onboarding, duties, or workplace context.",,,,,duplicate_v02_same_decision,imported_source_without_replacement_layer_match,
content/b1-m05-first-day-contract-basics.js,v080149_cat05_wortschatz_cat05_w_120,cat05-w-120,cat05-w-120,matched_lineage_or_unresolved,Exception,manual review: unrecognised v0.2 decision vocabulary,,,,EXCEPTION_REVIEW,manual review: imported row has sourceRowId but no comparison/recovery match,Auswahl,selected_choice_value,CAT05-wortschatz-cat05_w_120,false,,Welches Wort passt? train in/get someone settled,,Training actions,,einarbeiten | einweisen | arbeiten | der Arbeitsvertrag,,einarbeiten,,"Keep meaning tied to first-day, contract, onboarding, duties, or workplace context.",,,,,duplicate_v02_same_decision,imported_source_without_replacement_layer_match,
content/b1-m05-first-day-contract-basics.js,v080149_cat05_wortschatz_cat05_w_121,cat05-w-121,cat05-w-121,matched_lineage_or_unresolved,Exception,manual review: unrecognised v0.2 decision vocabulary,,,,EXCEPTION_REVIEW,manual review: imported row has sourceRowId but no comparison/recovery match,Auswahl,selected_choice_value,CAT05-wortschatz-cat05_w_121,false,,Welches Wort passt? take over/take on,,Duties and tasks,,übernehmen | bekommen | nehmen | der Arbeitsvertrag,,übernehmen,,"Keep meaning tied to first-day, contract, onboarding, duties, or workplace context.",,,,,duplicate_v02_same_decision,imported_source_without_replacement_layer_match,
content/b1-m05-first-day-contract-basics.js,v080149_cat05_wortschatz_cat05_w_122,cat05-w-122,cat05-w-122,matched_lineage_or_unresolved,Exception,manual review: unrecognised v0.2 decision vocabulary,,,,EXCEPTION_REVIEW,manual review: imported row has sourceRowId but no comparison/recovery match,Auswahl,selected_choice_value,CAT05-wortschatz-cat05_w_122,false,,Welches Wort passt? complete/take care of,,Duties and tasks,,erledigen | machen | erledigt | der Arbeitsvertrag,,erledigen,,"Keep meaning tied to first-day, contract, onboarding, duties, or workplace context.",,,,,duplicate_v02_same_decision,imported_source_without_replacement_layer_match,
content/b1-m05-first-day-contract-basics.js,v080149_cat05_wortschatz_cat05_w_123,cat05-w-123,cat05-w-123,matched_lineage_or_unresolved,Exception,manual review: unrecognised v0.2 decision vocabulary,,,,EXCEPTION_REVIEW,manual review: imported row has sourceRowId but no comparison/recovery match,Auswahl,selected_choice_value,CAT05-wortschatz-cat05_w_123,false,,Welches Wort passt? clarify,,Duties and tasks,,klären | erklären | fragen | der Arbeitsvertrag,,klären,,"Keep meaning tied to first-day, contract, onboarding, duties, or workplace context.",,,,,duplicate_v02_same_decision,imported_source_without_replacement_layer_match,
content/b1-m05-first-day-contract-basics.js,v080149_cat05_wortschatz_cat05_w_124,cat05-w-124,cat05-w-124,matched_lineage_or_unresolved,Exception,manual review: unrecognised v0.2 decision vocabulary,,,,EXCEPTION_REVIEW,manual review: imported row has sourceRowId but no comparison/recovery match,Auswahl,selected_choice_value,CAT05-wortschatz-cat05_w_124,false,,Welches Wort passt? ask/check again,,Duties and tasks,,nachfragen | fragen | anfragen | der Arbeitsvertrag,,nachfragen,,"Keep meaning tied to first-day, contract, onboarding, duties, or workplace context.",,,,,duplicate_v02_same_decision,imported_source_without_replacement_layer_match,
content/b1-m05-first-day-contract-basics.js,v080149_cat05_wortschatz_cat05_w_125,cat05-w-125,cat05-w-125,matched_lineage_or_unresolved,Exception,manual review: unrecognised v0.2 decision vocabulary,,,,EXCEPTION_REVIEW,manual review: imported row has sourceRowId but no comparison/recovery match,Auswahl,selected_choice_value,CAT05-wortschatz-cat05_w_125,false,,Welches Wort passt? keep/comply with,,Rules and conduct,,einhalten | halten | beachten | der Arbeitsvertrag,,einhalten,,"Keep meaning tied to first-day, contract, onboarding, duties, or workplace context.",,,,,duplicate_v02_same_decision,imported_source_without_replacement_layer_match,
content/b1-m05-first-day-contract-basics.js,v080149_cat05_wortschatz_cat05_w_126,cat05-w-126,cat05-w-126,matched_lineage_or_unresolved,Exception,manual review: unrecognised v0.2 decision vocabulary,,,,EXCEPTION_REVIEW,manual review: imported row has sourceRowId but no comparison/recovery match,Auswahl,selected_choice_value,CAT05-wortschatz-cat05_w_126,false,,Welches Wort passt? observe/pay attention to,,Rules and conduct,,beachten | achten auf | bemerken | der Arbeitsvertrag,,beachten,,"Keep meaning tied to first-day, contract, onboarding, duties, or workplace context.",,,,,duplicate_v02_same_decision,imported_source_without_replacement_layer_match,
content/b1-m05-first-day-contract-basics.js,v080149_cat05_wortschatz_cat05_w_127,cat05-w-127,cat05-w-127,matched_lineage_or_unresolved,Exception,manual review: unrecognised v0.2 decision vocabulary,,,,EXCEPTION_REVIEW,manual review: imported row has sourceRowId but no comparison/recovery match,Auswahl,selected_choice_value,CAT05-wortschatz-cat05_w_127,false,,Welches Wort passt? be responsible for,,Duties and tasks,,zuständig sein für | verantwortlich für | kümmern um | der Arbeitsvertrag,,zuständig sein für,,"Keep meaning tied to first-day, contract, onboarding, duties, or workplace context.",,,,,duplicate_v02_same_decision,imported_source_without_replacement_layer_match,
content/b1-m05-first-day-contract-basics.js,v080149_cat05_wortschatz_cat05_w_128,cat05-w-128,cat05-w-128,matched_lineage_or_unresolved,Exception,manual review: unrecognised v0.2 decision vocabulary,,,,EXCEPTION_REVIEW,manual review: imported row has sourceRowId but no comparison/recovery match,Auswahl,selected_choice_value,CAT05-wortschatz-cat05_w_128,false,,Welches Wort passt? be responsible for,,Duties and tasks,,verantwortlich sein für | zuständig für | Verantwortung haben | der Arbeitsvertrag,,verantwortlich sein für,,"Keep meaning tied to first-day, contract, onboarding, duties, or workplace context.",,,,,duplicate_v02_same_decision,imported_source_without_replacement_layer_match,
content/b1-m05-first-day-contract-basics.js,v080149_cat05_wortschatz_cat05_w_129,cat05-w-129,cat05-w-129,matched_lineage_or_unresolved,Exception,manual review: unrecognised v0.2 decision vocabulary,,,,EXCEPTION_REVIEW,manual review: imported row has sourceRowId but no comparison/recovery match,Auswahl,selected_choice_value,CAT05-wortschatz-cat05_w_129,false,,Welches Wort passt? take care of,,Duties and tasks,,sich kümmern um | sorgen für | kümmern für | der Arbeitsvertrag,,sich kümmern um,,"Keep meaning tied to first-day, contract, onboarding, duties, or workplace context.",,,,,duplicate_v02_same_decision,imported_source_without_replacement_layer_match,
content/b1-m05-first-day-contract-basics.js,v080149_cat05_wortschatz_cat05_w_130,cat05-w-130,cat05-w-130,matched_lineage_or_unresolved,Exception,manual review: unrecognised v0.2 decision vocabulary,,,,EXCEPTION_REVIEW,manual review: imported row has sourceRowId but no comparison/recovery match,Auswahl,selected_choice_value,CAT05-wortschatz-cat05_w_130,false,,Welches Wort passt? in writing/written,,Contract channels,,schriftlich | mündlich | schreiben | der Arbeitsvertrag,,schriftlich,,"Keep meaning tied to first-day, contract, onboarding, duties, or workplace context.",,,,,duplicate_v02_same_decision,imported_source_without_replacement_layer_match,
content/b1-m05-first-day-contract-basics.js,v080149_cat05_wortschatz_cat05_w_131,cat05-w-131,cat05-w-131,matched_lineage_or_unresolved,Exception,manual review: unrecognised v0.2 decision vocabulary,,,,EXCEPTION_REVIEW,manual review: imported row has sourceRowId but no comparison/recovery match,Auswahl,selected_choice_value,CAT05-wortschatz-cat05_w_131,false,,Welches Wort passt? orally/verbal,,Contract channels,,mündlich | schriftlich | Mund | der Arbeitsvertrag,,mündlich,,"Keep meaning tied to first-day, contract, onboarding, duties, or workplace context.",,,,,duplicate_v02_same_decision,imported_source_without_replacement_layer_match,
content/b1-m05-first-day-contract-basics.js,v080149_cat05_wortschatz_cat05_w_132,cat05-w-132,cat05-w-132,matched_lineage_or_unresolved,Exception,manual review: unrecognised v0.2 decision vocabulary,,,,EXCEPTION_REVIEW,manual review: imported row has sourceRowId but no comparison/recovery match,Auswahl,selected_choice_value,CAT05-wortschatz-cat05_w_132,false,,Welches Wort passt? on time/punctual,,First-day behaviour,,pünktlich | spät | rechtzeitig | der Arbeitsvertrag,,pünktlich,,"Keep meaning tied to first-day, contract, onboarding, duties, or workplace context.",,,,,duplicate_v02_same_decision,imported_source_without_replacement_layer_match,
content/b1-m05-first-day-contract-basics.js,v080149_cat05_wortschatz_cat05_w_133,cat05-w-133,cat05-w-133,matched_lineage_or_unresolved,Exception,manual review: unrecognised v0.2 decision vocabulary,,,,EXCEPTION_REVIEW,manual review: imported row has sourceRowId but no comparison/recovery match,Auswahl,selected_choice_value,CAT05-wortschatz-cat05_w_133,false,,Welches Wort passt? in good time,,First-day behaviour,,rechtzeitig | pünktlich | früh | der Arbeitsvertrag,,rechtzeitig,,"Keep meaning tied to first-day, contract, onboarding, duties, or workplace context.",,,,,duplicate_v02_same_decision,imported_source_without_replacement_layer_match,
content/b1-m05-first-day-contract-basics.js,v080149_cat05_wortschatz_cat05_w_134,cat05-w-134,cat05-w-134,matched_lineage_or_unresolved,Exception,manual review: unrecognised v0.2 decision vocabulary,,,,EXCEPTION_REVIEW,manual review: imported row has sourceRowId but no comparison/recovery match,Auswahl,selected_choice_value,CAT05-wortschatz-cat05_w_134,false,,Welches Wort passt? responsible/in charge,,Duties and tasks,,zuständig | verantwortlich | schuldig | der Arbeitsvertrag,,zuständig,,"Keep meaning tied to first-day, contract, onboarding, duties, or workplace context.",,,,,duplicate_v02_same_decision,imported_source_without_replacement_layer_match,
content/b1-m06-sick-leave.js,v080149_cat06_collocation_cat06_coll_014,cat06-coll-014,cat06-coll-014,matched_lineage_or_unresolved,Core Safe,keep current row unchanged,,,,EXCEPTION_REVIEW,manual review: imported row has sourceRowId but no comparison/recovery match,Auswahl,selected_choice_value,CAT06-collocation-cat06_coll_014,false,,Welche Kollokation passt? come to consultation hours,,Choose the best German option.,,in die Sprechstunde kommen | Termin | Unterricht | confusing with speaking lesson,,in die Sprechstunde kommen,,Medical `Sprechstunde` means consultation hours.,,,,,duplicate_v02_same_decision,imported_source_without_replacement_layer_match,
content/b1-m06-sick-leave.js,v080149_cat06_collocation_cat06_coll_022,cat06-coll-022,cat06-coll-022,matched_lineage_or_unresolved,Core Safe,keep current row unchanged,,,,EXCEPTION_REVIEW,manual review: imported row has sourceRowId but no comparison/recovery match,Auswahl,selected_choice_value,CAT06-collocation-cat06_coll_022,false,,Welche Kollokation passt? feel nauseous,,Choose the best German option.,,Mir ist übel. | Übelkeit haben | Erbrechen | *ich bin übel*,,Mir ist übel.,,Feeling phrase: `Mir ist übel`.,,,,,duplicate_v02_same_decision,imported_source_without_replacement_layer_match,
content/b1-m06-sick-leave.js,v080149_cat06_collocation_cat06_coll_023,cat06-coll-023,cat06-coll-023,matched_lineage_or_unresolved,Core Safe,keep current row unchanged,,,,EXCEPTION_REVIEW,manual review: imported row has sourceRowId but no comparison/recovery match,Auswahl,selected_choice_value,CAT06-collocation-cat06_coll_023,false,,Welche Kollokation passt? feel dizzy,,Choose the best German option.,,Mir ist schwindelig. | Schwindel haben | *ich bin Schwindel* | sich krankmelden,,Mir ist schwindelig.,,Feeling phrase: `Mir ist schwindelig`.,,,,,duplicate_v02_same_decision,imported_source_without_replacement_layer_match,
content/b1-m06-sick-leave.js,v080149_cat06_collocation_cat06_coll_024,cat06-coll-024,cat06-coll-024,matched_lineage_or_unresolved,Core Safe,keep current row unchanged,,,,EXCEPTION_REVIEW,manual review: imported row has sourceRowId but no comparison/recovery match,Auswahl,selected_choice_value,CAT06-collocation-cat06_coll_024,false,,Welche Kollokation passt? have diarrhoea,,Choose the best German option.,,Durchfall haben | Bauchschmerzen | Übelkeit | sensitive register,,Durchfall haben,,Use simple symptom report; do not add advice.,,,,,duplicate_v02_same_decision,imported_source_without_replacement_layer_match,
content/b1-m06-sick-leave.js,v080149_cat06_collocation_cat06_coll_025,cat06-coll-025,cat06-coll-025,matched_lineage_or_unresolved,Core Safe,keep current row unchanged,,,,EXCEPTION_REVIEW,manual review: imported row has sourceRowId but no comparison/recovery match,Auswahl,selected_choice_value,CAT06-collocation-cat06_coll_025,false,,Welche Kollokation passt? have a cold,,Choose the best German option.,,eine Erkältung haben | Grippe | Infekt | using Grippe for every cold,,eine Erkältung haben,,`Erkältung` is the safe common cold word.,,,,,duplicate_v02_same_decision,imported_source_without_replacement_layer_match,
content/b1-m06-sick-leave.js,v080149_cat06_collocation_cat06_coll_029,cat06-coll-029,cat06-coll-029,matched_lineage_or_unresolved,Core Safe,keep current row unchanged,,,,EXCEPTION_REVIEW,manual review: imported row has sourceRowId but no comparison/recovery match,Auswahl,selected_choice_value,CAT06-collocation-cat06_coll_029,false,,Welche Kollokation passt? pick up at the pharmacy,,Choose the best German option.,,in der Apotheke abholen | Praxis | Krankenhaus | place confusion,,in der Apotheke abholen,,Pharmacy is `Apotheke`; doctor practice is `Praxis`.,,,,,duplicate_v02_same_decision,imported_source_without_replacement_layer_match,
content/b1-m06-sick-leave.js,v080149_cat06_collocation_cat06_coll_034,cat06-coll-034,cat06-coll-034,matched_lineage_or_unresolved,Core Safe,keep current row unchanged,,,,EXCEPTION_REVIEW,manual review: imported row has sourceRowId but no comparison/recovery match,Auswahl,selected_choice_value,CAT06-collocation-cat06_coll_034,false,,Welche Kollokation passt? inform the employer,,Choose the best German option.,,den Arbeitgeber informieren | Bescheid sagen | melden | wrong preposition,,den Arbeitgeber informieren,,`informieren` takes a direct object.,,,,,duplicate_v02_same_decision,imported_source_without_replacement_layer_match,
content/b1-m06-sick-leave.js,v080149_cat06_collocation_cat06_coll_035,cat06-coll-035,cat06-coll-035,matched_lineage_or_unresolved,Core Safe,keep current row unchanged,,,,EXCEPTION_REVIEW,manual review: imported row has sourceRowId but no comparison/recovery match,Auswahl,selected_choice_value,CAT06-collocation-cat06_coll_035,false,,Welche Kollokation passt? let someone know,,Choose the best German option.,,Bescheid sagen | informieren | melden | wrong dative person,,Bescheid sagen,,Person receiving the information often takes dative: `der Kursleitung`.,,,,,duplicate_v02_same_decision,imported_source_without_replacement_layer_match,
content/b1-m06-sick-leave.js,v080149_cat06_collocation_cat06_coll_036,cat06-coll-036,cat06-coll-036,matched_lineage_or_unresolved,Core Safe,keep current row unchanged,,,,EXCEPTION_REVIEW,manual review: imported row has sourceRowId but no comparison/recovery match,Auswahl,selected_choice_value,CAT06-collocation-cat06_coll_036,false,,Welche Kollokation passt? submit the certificate later,,Choose the best German option.,,die Bescheinigung nachreichen | schicken | abgeben | separable verb placement,,die Bescheinigung nachreichen,,Separable verb: `ich reiche ... nach`.,,,,,duplicate_v02_same_decision,imported_source_without_replacement_layer_match,
content/b1-m06-sick-leave.js,v080149_cat06_collocation_cat06_coll_037,cat06-coll-037,cat06-coll-037,matched_lineage_or_unresolved,Core Safe,keep current row unchanged,,,,EXCEPTION_REVIEW,manual review: imported row has sourceRowId but no comparison/recovery match,Auswahl,selected_choice_value,CAT06-collocation-cat06_coll_037,false,,Welche Kollokation passt? stay at home,,Choose the best German option.,,zu Hause bleiben | nach Hause gehen | fehlen | direction,,zu Hause bleiben,,Place: `zu Hause bleiben`; direction: `nach Hause gehen`.,,,,,duplicate_v02_same_decision,imported_source_without_replacement_layer_match,
content/b1-m06-sick-leave.js,v080149_cat06_collocation_cat06_coll_038,cat06-coll-038,cat06-coll-038,matched_lineage_or_unresolved,Core Safe,keep current row unchanged,,,,EXCEPTION_REVIEW,manual review: imported row has sourceRowId but no comparison/recovery match,Auswahl,selected_choice_value,CAT06-collocation-cat06_coll_038,false,,Welche Kollokation passt? since/from/until,,Choose the best German option.,,seit gestern / ab Montag / bis Freitag | vor | um | time-marker confusion,,seit gestern / ab Montag / bis Freitag,,`seit` is from the past until now; `ab` starts; `bis` ends.,,,,,duplicate_v02_same_decision,imported_source_without_replacement_layer_match,
content/b1-m06-sick-leave.js,v080149_cat06_practice_family_cat06_pf_003,cat06-pf-003,cat06-pf-003,matched_lineage_or_unresolved,Exception,manual review: unrecognised v0.2 decision vocabulary,,,,EXCEPTION_REVIEW,manual review: imported row has sourceRowId but no comparison/recovery match,Auswahl,selected_choice_value,CAT06-practice_family-cat06_pf_003,false,,Welche Form passt zur Krankmeldung?,,A Ich möchte mich krankmelden. / B Ich mache krank. / C Ich bin Krankheit.,,A | A Ich möchte mich krankmelden. | B Ich mache krank. | C Ich bin Krankheit.,,A,,Use a complete polite phrase: `Ich möchte mich krankmelden.`,,,,,duplicate_v02_same_decision,imported_source_without_replacement_layer_match,
content/b1-m06-sick-leave.js,v080149_cat06_practice_family_cat06_pf_022,cat06-pf-022,cat06-pf-022,matched_lineage_or_unresolved,Exception,manual review: unrecognised v0.2 decision vocabulary,,,,EXCEPTION_REVIEW,manual review: imported row has sourceRowId but no comparison/recovery match,Auswahl,selected_choice_value,CAT06-practice_family-cat06_pf_022,false,,Welcher Ort passt?,,A Praxis / B Apotheke / C Büro,,A | A Praxis | B Apotheke | C Büro,,A,,A doctor’s practice is `die Praxis`.,,,,,duplicate_v02_same_decision,imported_source_without_replacement_layer_match,
content/b1-m06-sick-leave.js,v080149_cat06_practice_family_cat06_pf_026,cat06-pf-026,cat06-pf-026,matched_lineage_or_unresolved,Exception,manual review: unrecognised v0.2 decision vocabulary,,,,EXCEPTION_REVIEW,manual review: imported row has sourceRowId but no comparison/recovery match,Auswahl,selected_choice_value,CAT06-practice_family-cat06_pf_026,false,,Welche Person passt?,,A Hausarzt / B Apotheker / C Arbeitgeber,,A | A Hausarzt | B Apotheker | C Arbeitgeber,,A,,`Hausarzt` is a family doctor/GP.,,,,,duplicate_v02_same_decision,imported_source_without_replacement_layer_match,
content/b1-m06-sick-leave.js,v080149_cat06_practice_family_cat06_pf_048,cat06-pf-048,cat06-pf-048,matched_lineage_or_unresolved,Exception,manual review: unrecognised v0.2 decision vocabulary,,,,EXCEPTION_REVIEW,manual review: imported row has sourceRowId but no comparison/recovery match,Auswahl,selected_choice_value,CAT06-practice_family-cat06_pf_048,false,,Welche Form passt für “a cold”?,,A eine Erkältung / B eine Rechnung / C eine Überweisung,,A | A eine Erkältung | B eine Rechnung | C eine Überweisung,,A,,`Erkältung` is a cold.,,,,,duplicate_v02_same_decision,imported_source_without_replacement_layer_match,
content/b1-m06-sick-leave.js,v080149_cat06_practice_family_cat06_pf_052,cat06-pf-052,cat06-pf-052,matched_lineage_or_unresolved,Exception,manual review: unrecognised v0.2 decision vocabulary,,,,EXCEPTION_REVIEW,manual review: imported row has sourceRowId but no comparison/recovery match,Auswahl,selected_choice_value,CAT06-practice_family-cat06_pf_052,false,,Welche Zeitangabe passt?,,A seit gestern / B vor gestern / C um gestern,,A | A seit gestern | B vor gestern | C um gestern,,A,,`seit gestern` means since yesterday until now.,,,,,duplicate_v02_same_decision,imported_source_without_replacement_layer_match,
content/b1-m06-sick-leave.js,v080149_cat06_practice_family_cat06_pf_057,cat06-pf-057,cat06-pf-057,matched_lineage_or_unresolved,Exception,manual review: unrecognised v0.2 decision vocabulary,,,,EXCEPTION_REVIEW,manual review: imported row has sourceRowId but no comparison/recovery match,Reparatur,typed,CAT06-practice_family-cat06_pf_057,false,,Ich bleibe heute nach Hause.,,Korrigiere den Satz.,,,,Ich bleibe heute zu Hause.,,Place: `zu Hause bleiben`; direction: `nach Hause gehen`.,,,,,duplicate_v02_same_decision,imported_source_without_replacement_layer_match,
content/b1-m06-sick-leave.js,v080149_cat06_practice_family_cat06_pf_060,cat06-pf-060,cat06-pf-060,matched_lineage_or_unresolved,Exception,manual review: unrecognised v0.2 decision vocabulary,,,,EXCEPTION_REVIEW,manual review: imported row has sourceRowId but no comparison/recovery match,Reparatur,typed,CAT06-practice_family-cat06_pf_060,false,,Ich muss erholen.,,Korrigiere den Satz.,,,,Ich muss mich erholen.,,Reflexive verb: `sich erholen`.,,,,,duplicate_v02_same_decision,imported_source_without_replacement_layer_match,
content/b1-m06-sick-leave.js,v080149_cat06_practice_family_cat06_pf_064,cat06-pf-064,cat06-pf-064,matched_lineage_or_unresolved,Exception,manual review: unrecognised v0.2 decision vocabulary,,,,EXCEPTION_REVIEW,manual review: imported row has sourceRowId but no comparison/recovery match,Auswahl,selected_choice_value,CAT06-practice_family-cat06_pf_064,false,,Welche Krankmeldung ist kurz und passend?,,A Ich bin heute krank und kann nicht kommen. / B Ich erzähle alle privaten Details. / C Krankheit fertig.,,A | A Ich bin heute krank und kann nicht kommen. | B Ich erzähle alle privaten Details. | C Krankheit fertig.,,A,,"A good sick report is clear, short, and relevant.",,,,,duplicate_v02_same_decision,imported_source_without_replacement_layer_match,
content/b1-m06-sick-leave.js,v080149_cat06_practice_family_cat06_pf_090,cat06-pf-090,cat06-pf-090,matched_lineage_or_unresolved,Exception,manual review: unrecognised v0.2 decision vocabulary,,,,EXCEPTION_REVIEW,manual review: imported row has sourceRowId but no comparison/recovery match,Auswahl,selected_choice_value,CAT06-practice_family-cat06_pf_090,false,,Welche Formulierung ist natürlich?,,"A Ich rufe in der Praxis an. / B Ich rufe in der Apotheke an, um den Arzttermin zu bekommen. / C Ich rufe im Rezept an.",,"A | A Ich rufe in der Praxis an. | B Ich rufe in der Apotheke an, um den Arzttermin zu bekommen. | C Ich rufe im Rezept an.",,A,,"For a doctor appointment, call the practice: `in der Praxis anrufen`.",,,,,duplicate_v02_same_decision,imported_source_without_replacement_layer_match,
content/b1-m06-sick-leave.js,v080149_cat06_practice_family_cat06_pf_094,cat06-pf-094,cat06-pf-094,matched_lineage_or_unresolved,Exception,manual review: unrecognised v0.2 decision vocabulary,,,,EXCEPTION_REVIEW,manual review: imported row has sourceRowId but no comparison/recovery match,Auswahl,selected_choice_value,CAT06-practice_family-cat06_pf_094,false,,Welche Formulierung ist natürlich?,,A Ich habe Halsschmerzen. / B Ich bin Halsschmerzen. / C Ich mache Halsschmerzen.,,A | A Ich habe Halsschmerzen. | B Ich bin Halsschmerzen. | C Ich mache Halsschmerzen.,,A,,Symptom phrase: `Halsschmerzen haben`.,,,,,duplicate_v02_same_decision,imported_source_without_replacement_layer_match,
content/b1-m06-sick-leave.js,v080149_cat06_practice_family_cat06_pf_095,cat06-pf-095,cat06-pf-095,matched_lineage_or_unresolved,Exception,manual review: unrecognised v0.2 decision vocabulary,,,,EXCEPTION_REVIEW,manual review: imported row has sourceRowId but no comparison/recovery match,Auswahl,selected_choice_value,CAT06-practice_family-cat06_pf_095,false,,Welche Formulierung ist natürlich?,,A Mir ist übel. / B Ich habe übel. / C Ich mache übel.,,A | A Mir ist übel. | B Ich habe übel. | C Ich mache übel.,,A,,Feeling phrase: `Mir ist übel`.,,,,,duplicate_v02_same_decision,imported_source_without_replacement_layer_match,
content/b1-m06-sick-leave.js,v080149_cat06_practice_family_cat06_pf_096,cat06-pf-096,cat06-pf-096,matched_lineage_or_unresolved,Exception,manual review: unrecognised v0.2 decision vocabulary,,,,EXCEPTION_REVIEW,manual review: imported row has sourceRowId but no comparison/recovery match,Auswahl,selected_choice_value,CAT06-practice_family-cat06_pf_096,false,,Welche Formulierung ist natürlich?,,A Mir ist schwindelig. / B Ich bin Schwindel. / C Ich habe schwindelig.,,A | A Mir ist schwindelig. | B Ich bin Schwindel. | C Ich habe schwindelig.,,A,,Feeling phrase: `Mir ist schwindelig`.,,,,,duplicate_v02_same_decision,imported_source_without_replacement_layer_match,
content/b1-m06-sick-leave.js,v080149_cat06_practice_family_cat06_pf_097,cat06-pf-097,cat06-pf-097,matched_lineage_or_unresolved,Exception,manual review: unrecognised v0.2 decision vocabulary,,,,EXCEPTION_REVIEW,manual review: imported row has sourceRowId but no comparison/recovery match,Auswahl,selected_choice_value,CAT06-practice_family-cat06_pf_097,false,,Welche Formulierung ist natürlich?,,A seit gestern krank / B bis gestern krank for still sick / C um gestern krank,,A | A seit gestern krank | B bis gestern krank for still sick | C um gestern krank,,A,,`seit gestern` means since yesterday and still true.,,,,,duplicate_v02_same_decision,imported_source_without_replacement_layer_match,
content/b1-m06-sick-leave.js,v080149_cat06_practice_family_cat06_pf_098,cat06-pf-098,cat06-pf-098,matched_lineage_or_unresolved,Exception,manual review: unrecognised v0.2 decision vocabulary,,,,EXCEPTION_REVIEW,manual review: imported row has sourceRowId but no comparison/recovery match,Auswahl,selected_choice_value,CAT06-practice_family-cat06_pf_098,false,,Welche Formulierung ist natürlich?,,A Ich bleibe zu Hause. / B Ich bleibe nach Hause. / C Ich gehe zu Hause.,,A | A Ich bleibe zu Hause. | B Ich bleibe nach Hause. | C Ich gehe zu Hause.,,A,,Place phrase: `zu Hause bleiben`.,,,,,duplicate_v02_same_decision,imported_source_without_replacement_layer_match,
content/b1-m06-sick-leave.js,v080149_cat06_practice_family_cat06_pf_099,cat06-pf-099,cat06-pf-099,matched_lineage_or_unresolved,Exception,manual review: unrecognised v0.2 decision vocabulary,,,,EXCEPTION_REVIEW,manual review: imported row has sourceRowId but no comparison/recovery match,Auswahl,selected_choice_value,CAT06-practice_family-cat06_pf_099,false,,Welche Formulierung ist natürlich?,,A Ich informiere den Arbeitgeber. / B Ich informiere bei dem Arbeitgeber. / C Ich informiere zu dem Arbeitgeber.,,A | A Ich informiere den Arbeitgeber. | B Ich informiere bei dem Arbeitgeber. | C Ich informiere zu dem Arbeitgeber.,,A,,`informieren` takes a direct object.,,,,,duplicate_v02_same_decision,imported_source_without_replacement_layer_match,
