queueId,itemId,sourceRowId,sourceFile,originQueueFile,originVersion,issueType,issueCodes,currentManifestStatus,currentRouteKey,currentModuleKey,currentContentBankKey,currentTaskType,currentAnswerMode,currentResponseSurface,normalPracticeEligible,normalAutoGradedPracticeEligible,activeB1Evidence,reviewOnly,v02ApplyGateStatus,sourceCleanupBatch,feedbackCleanupBatch,metadataProvenance,metadataConfidence,currentResolutionBucket,currentResolutionReason,recommendedNextAction,riskLevel
rq-00151,v080149_cat04_practice_family_cat04_pf_023,cat04-pf-023,content/b1-m04-applications.js,docs/qa/v0.85.1_prompt_cue_review_queue.csv,v0.85.1,cloze_needs_review;normal_practice_excluded_by_display_schema,cloze_needs_review;normal_practice_excluded_by_display_schema,found,b1_m04,b1-04,b1_m04,vocab_cloze,typed,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,QUARANTINED_NO_ACTION_NOW,"Current row is quarantined, review-only, inactive, or normal-practice ineligible.",No learner-facing change now.,low
rq-00152,v080149_cat04_practice_family_cat04_pf_024,cat04-pf-024,content/b1-m04-applications.js,docs/qa/v0.85.1_prompt_cue_review_queue.csv,v0.85.1,cloze_needs_review;normal_practice_excluded_by_display_schema,cloze_needs_review;normal_practice_excluded_by_display_schema,found,b1_m04,b1-04,b1_m04,vocab_cloze,typed,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,QUARANTINED_NO_ACTION_NOW,"Current row is quarantined, review-only, inactive, or normal-practice ineligible.",No learner-facing change now.,low
rq-00153,v080149_cat04_practice_family_cat04_pf_025,cat04-pf-025,content/b1-m04-applications.js,docs/qa/v0.85.1_prompt_cue_review_queue.csv,v0.85.1,cloze_needs_review;normal_practice_excluded_by_display_schema,cloze_needs_review;normal_practice_excluded_by_display_schema,found,b1_m04,b1-04,b1_m04,vocab_cloze,typed,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,QUARANTINED_NO_ACTION_NOW,"Current row is quarantined, review-only, inactive, or normal-practice ineligible.",No learner-facing change now.,low
rq-00154,v080149_cat04_practice_family_cat04_pf_026,cat04-pf-026,content/b1-m04-applications.js,docs/qa/v0.85.1_prompt_cue_review_queue.csv,v0.85.1,cloze_needs_review;normal_practice_excluded_by_display_schema,cloze_needs_review;normal_practice_excluded_by_display_schema,found,b1_m04,b1-04,b1_m04,vocab_cloze,typed,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,QUARANTINED_NO_ACTION_NOW,"Current row is quarantined, review-only, inactive, or normal-practice ineligible.",No learner-facing change now.,low
rq-00155,v080149_cat04_practice_family_cat04_pf_027,cat04-pf-027,content/b1-m04-applications.js,docs/qa/v0.85.1_prompt_cue_review_queue.csv,v0.85.1,cloze_needs_review;normal_practice_excluded_by_display_schema,cloze_needs_review;normal_practice_excluded_by_display_schema,found,b1_m04,b1-04,b1_m04,vocab_cloze,typed,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,QUARANTINED_NO_ACTION_NOW,"Current row is quarantined, review-only, inactive, or normal-practice ineligible.",No learner-facing change now.,low
rq-00156,v080149_cat04_practice_family_cat04_pf_028,cat04-pf-028,content/b1-m04-applications.js,docs/qa/v0.85.1_prompt_cue_review_queue.csv,v0.85.1,cloze_needs_review;normal_practice_excluded_by_display_schema,cloze_needs_review;normal_practice_excluded_by_display_schema,found,b1_m04,b1-04,b1_m04,vocab_cloze,typed,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,QUARANTINED_NO_ACTION_NOW,"Current row is quarantined, review-only, inactive, or normal-practice ineligible.",No learner-facing change now.,low
rq-00157,v080149_cat04_practice_family_cat04_pf_029,cat04-pf-029,content/b1-m04-applications.js,docs/qa/v0.85.1_prompt_cue_review_queue.csv,v0.85.1,cloze_needs_review;normal_practice_excluded_by_display_schema,cloze_needs_review;normal_practice_excluded_by_display_schema,found,b1_m04,b1-04,b1_m04,vocab_cloze,typed,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,QUARANTINED_NO_ACTION_NOW,"Current row is quarantined, review-only, inactive, or normal-practice ineligible.",No learner-facing change now.,low
rq-00158,v080149_cat04_practice_family_cat04_pf_030,cat04-pf-030,content/b1-m04-applications.js,docs/qa/v0.85.1_prompt_cue_review_queue.csv,v0.85.1,cloze_needs_review;normal_practice_excluded_by_display_schema,cloze_needs_review;normal_practice_excluded_by_display_schema,found,b1_m04,b1-04,b1_m04,vocab_cloze,typed,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,QUARANTINED_NO_ACTION_NOW,"Current row is quarantined, review-only, inactive, or normal-practice ineligible.",No learner-facing change now.,low
rq-00159,v080149_cat04_practice_family_cat04_pf_031,cat04-pf-031,content/b1-m04-applications.js,docs/qa/v0.85.1_prompt_cue_review_queue.csv,v0.85.1,cloze_needs_review;normal_practice_excluded_by_display_schema,cloze_needs_review;normal_practice_excluded_by_display_schema,found,b1_m04,b1-04,b1_m04,vocab_cloze,typed,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,QUARANTINED_NO_ACTION_NOW,"Current row is quarantined, review-only, inactive, or normal-practice ineligible.",No learner-facing change now.,low
rq-00160,v080149_cat04_practice_family_cat04_pf_032,cat04-pf-032,content/b1-m04-applications.js,docs/qa/v0.85.1_prompt_cue_review_queue.csv,v0.85.1,cloze_needs_review;normal_practice_excluded_by_display_schema,cloze_needs_review;normal_practice_excluded_by_display_schema,found,b1_m04,b1-04,b1_m04,vocab_cloze,typed,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,QUARANTINED_NO_ACTION_NOW,"Current row is quarantined, review-only, inactive, or normal-practice ineligible.",No learner-facing change now.,low
rq-00161,v080149_cat04_practice_family_cat04_pf_033,cat04-pf-033,content/b1-m04-applications.js,docs/qa/v0.85.1_prompt_cue_review_queue.csv,v0.85.1,cloze_needs_review;normal_practice_excluded_by_display_schema,cloze_needs_review;normal_practice_excluded_by_display_schema,found,b1_m04,b1-04,b1_m04,vocab_cloze,typed,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,QUARANTINED_NO_ACTION_NOW,"Current row is quarantined, review-only, inactive, or normal-practice ineligible.",No learner-facing change now.,low
rq-00162,v080149_cat04_practice_family_cat04_pf_034,cat04-pf-034,content/b1-m04-applications.js,docs/qa/v0.85.1_prompt_cue_review_queue.csv,v0.85.1,cloze_needs_review;normal_practice_excluded_by_display_schema,cloze_needs_review;normal_practice_excluded_by_display_schema,found,b1_m04,b1-04,b1_m04,vocab_cloze,typed,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,QUARANTINED_NO_ACTION_NOW,"Current row is quarantined, review-only, inactive, or normal-practice ineligible.",No learner-facing change now.,low
rq-00163,v080149_cat04_practice_family_cat04_pf_035,cat04-pf-035,content/b1-m04-applications.js,docs/qa/v0.85.1_prompt_cue_review_queue.csv,v0.85.1,cloze_needs_review;normal_practice_excluded_by_display_schema,cloze_needs_review;normal_practice_excluded_by_display_schema,found,b1_m04,b1-04,b1_m04,vocab_cloze,typed,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,QUARANTINED_NO_ACTION_NOW,"Current row is quarantined, review-only, inactive, or normal-practice ineligible.",No learner-facing change now.,low
rq-00164,v080149_cat04_practice_family_cat04_pf_036,cat04-pf-036,content/b1-m04-applications.js,docs/qa/v0.85.1_prompt_cue_review_queue.csv,v0.85.1,cloze_needs_review;normal_practice_excluded_by_display_schema,cloze_needs_review;normal_practice_excluded_by_display_schema,found,b1_m04,b1-04,b1_m04,vocab_cloze,typed,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,QUARANTINED_NO_ACTION_NOW,"Current row is quarantined, review-only, inactive, or normal-practice ineligible.",No learner-facing change now.,low
rq-00165,v080149_cat04_practice_family_cat04_pf_037,cat04-pf-037,content/b1-m04-applications.js,docs/qa/v0.85.1_prompt_cue_review_queue.csv,v0.85.1,cloze_needs_review;normal_practice_excluded_by_display_schema,cloze_needs_review;normal_practice_excluded_by_display_schema,found,b1_m04,b1-04,b1_m04,vocab_cloze,typed,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,QUARANTINED_NO_ACTION_NOW,"Current row is quarantined, review-only, inactive, or normal-practice ineligible.",No learner-facing change now.,low
rq-00167,v080149_cat04_practice_family_cat04_pf_039,cat04-pf-039,content/b1-m04-applications.js,docs/qa/v0.85.1_prompt_cue_review_queue.csv,v0.85.1,cloze_needs_review;normal_practice_excluded_by_display_schema,cloze_needs_review;normal_practice_excluded_by_display_schema,found,b1_m04,b1-04,b1_m04,vocab_cloze,typed,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,QUARANTINED_NO_ACTION_NOW,"Current row is quarantined, review-only, inactive, or normal-practice ineligible.",No learner-facing change now.,low
rq-00168,v080149_cat04_practice_family_cat04_pf_040,cat04-pf-040,content/b1-m04-applications.js,docs/qa/v0.85.1_prompt_cue_review_queue.csv,v0.85.1,cloze_needs_review;normal_practice_excluded_by_display_schema,cloze_needs_review;normal_practice_excluded_by_display_schema,found,b1_m04,b1-04,b1_m04,vocab_cloze,typed,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,QUARANTINED_NO_ACTION_NOW,"Current row is quarantined, review-only, inactive, or normal-practice ineligible.",No learner-facing change now.,low
rq-00169,v080149_cat04_practice_family_cat04_pf_041,cat04-pf-041,content/b1-m04-applications.js,docs/qa/v0.85.1_prompt_cue_review_queue.csv,v0.85.1,cloze_needs_review;normal_practice_excluded_by_display_schema,cloze_needs_review;normal_practice_excluded_by_display_schema,found,b1_m04,b1-04,b1_m04,vocab_cloze,typed,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,QUARANTINED_NO_ACTION_NOW,"Current row is quarantined, review-only, inactive, or normal-practice ineligible.",No learner-facing change now.,low
rq-00170,v080149_cat04_practice_family_cat04_pf_042,cat04-pf-042,content/b1-m04-applications.js,docs/qa/v0.85.1_prompt_cue_review_queue.csv,v0.85.1,cloze_needs_review;normal_practice_excluded_by_display_schema,cloze_needs_review;normal_practice_excluded_by_display_schema,found,b1_m04,b1-04,b1_m04,vocab_cloze,typed,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,QUARANTINED_NO_ACTION_NOW,"Current row is quarantined, review-only, inactive, or normal-practice ineligible.",No learner-facing change now.,low
rq-00171,v080149_cat04_practice_family_cat04_pf_043,cat04-pf-043,content/b1-m04-applications.js,docs/qa/v0.85.1_prompt_cue_review_queue.csv,v0.85.1,cloze_needs_review;normal_practice_excluded_by_display_schema,cloze_needs_review;normal_practice_excluded_by_display_schema,found,b1_m04,b1-04,b1_m04,vocab_cloze,typed,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,QUARANTINED_NO_ACTION_NOW,"Current row is quarantined, review-only, inactive, or normal-practice ineligible.",No learner-facing change now.,low
rq-00172,v080149_cat04_practice_family_cat04_pf_044,cat04-pf-044,content/b1-m04-applications.js,docs/qa/v0.85.1_prompt_cue_review_queue.csv,v0.85.1,cloze_needs_review;normal_practice_excluded_by_display_schema,cloze_needs_review;normal_practice_excluded_by_display_schema,found,b1_m04,b1-04,b1_m04,vocab_cloze,typed,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,QUARANTINED_NO_ACTION_NOW,"Current row is quarantined, review-only, inactive, or normal-practice ineligible.",No learner-facing change now.,low
rq-00173,v080149_cat04_practice_family_cat04_pf_045,cat04-pf-045,content/b1-m04-applications.js,docs/qa/v0.85.1_prompt_cue_review_queue.csv,v0.85.1,cloze_needs_review;normal_practice_excluded_by_display_schema,cloze_needs_review;normal_practice_excluded_by_display_schema,found,b1_m04,b1-04,b1_m04,vocab_cloze,typed,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,QUARANTINED_NO_ACTION_NOW,"Current row is quarantined, review-only, inactive, or normal-practice ineligible.",No learner-facing change now.,low
rq-00177,v080149_cat05_practice_family_cat05_pf_001,cat05-pf-001,content/b1-m05-first-day-contract-basics.js,docs/qa/v0.85.1_prompt_cue_review_queue.csv,v0.85.1,cloze_needs_review;normal_practice_excluded_by_display_schema,cloze_needs_review;normal_practice_excluded_by_display_schema,found,b1_m05,b1-05,b1_m05,vocab_cloze,typed,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,QUARANTINED_NO_ACTION_NOW,"Current row is quarantined, review-only, inactive, or normal-practice ineligible.",No learner-facing change now.,low
rq-00178,v080149_cat05_practice_family_cat05_pf_003,cat05-pf-003,content/b1-m05-first-day-contract-basics.js,docs/qa/v0.85.1_prompt_cue_review_queue.csv,v0.85.1,cloze_needs_review;normal_practice_excluded_by_display_schema,cloze_needs_review;normal_practice_excluded_by_display_schema,found,b1_m05,b1-05,b1_m05,vocab_cloze,typed,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,QUARANTINED_NO_ACTION_NOW,"Current row is quarantined, review-only, inactive, or normal-practice ineligible.",No learner-facing change now.,low
rq-00179,v080149_cat05_practice_family_cat05_pf_006,cat05-pf-006,content/b1-m05-first-day-contract-basics.js,docs/qa/v0.85.1_prompt_cue_review_queue.csv,v0.85.1,cloze_needs_review;normal_practice_excluded_by_display_schema,cloze_needs_review;normal_practice_excluded_by_display_schema,found,b1_m05,b1-05,b1_m05,vocab_cloze,typed,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,QUARANTINED_NO_ACTION_NOW,"Current row is quarantined, review-only, inactive, or normal-practice ineligible.",No learner-facing change now.,low
rq-00180,v080149_cat05_practice_family_cat05_pf_007,cat05-pf-007,content/b1-m05-first-day-contract-basics.js,docs/qa/v0.85.1_prompt_cue_review_queue.csv,v0.85.1,cloze_needs_review;normal_practice_excluded_by_display_schema,cloze_needs_review;normal_practice_excluded_by_display_schema,found,b1_m05,b1-05,b1_m05,vocab_cloze,typed,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,QUARANTINED_NO_ACTION_NOW,"Current row is quarantined, review-only, inactive, or normal-practice ineligible.",No learner-facing change now.,low
rq-00181,v080149_cat05_practice_family_cat05_pf_009,cat05-pf-009,content/b1-m05-first-day-contract-basics.js,docs/qa/v0.85.1_prompt_cue_review_queue.csv,v0.85.1,cloze_needs_review;normal_practice_excluded_by_display_schema,cloze_needs_review;normal_practice_excluded_by_display_schema,found,b1_m05,b1-05,b1_m05,vocab_cloze,typed,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,QUARANTINED_NO_ACTION_NOW,"Current row is quarantined, review-only, inactive, or normal-practice ineligible.",No learner-facing change now.,low
rq-00182,v080149_cat05_practice_family_cat05_pf_011,cat05-pf-011,content/b1-m05-first-day-contract-basics.js,docs/qa/v0.85.1_prompt_cue_review_queue.csv,v0.85.1,cloze_needs_review;normal_practice_excluded_by_display_schema,cloze_needs_review;normal_practice_excluded_by_display_schema,found,b1_m05,b1-05,b1_m05,vocab_cloze,typed,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,QUARANTINED_NO_ACTION_NOW,"Current row is quarantined, review-only, inactive, or normal-practice ineligible.",No learner-facing change now.,low
rq-00183,v080149_cat05_practice_family_cat05_pf_018,cat05-pf-018,content/b1-m05-first-day-contract-basics.js,docs/qa/v0.85.1_prompt_cue_review_queue.csv,v0.85.1,cloze_needs_review;normal_practice_excluded_by_display_schema,cloze_needs_review;normal_practice_excluded_by_display_schema,found,b1_m05,b1-05,b1_m05,vocab_cloze,typed,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,QUARANTINED_NO_ACTION_NOW,"Current row is quarantined, review-only, inactive, or normal-practice ineligible.",No learner-facing change now.,low
rq-00184,v080149_cat05_practice_family_cat05_pf_019,cat05-pf-019,content/b1-m05-first-day-contract-basics.js,docs/qa/v0.85.1_prompt_cue_review_queue.csv,v0.85.1,cloze_needs_review;normal_practice_excluded_by_display_schema,cloze_needs_review;normal_practice_excluded_by_display_schema,found,b1_m05,b1-05,b1_m05,vocab_cloze,typed,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,QUARANTINED_NO_ACTION_NOW,"Current row is quarantined, review-only, inactive, or normal-practice ineligible.",No learner-facing change now.,low
rq-00185,v080149_cat05_practice_family_cat05_pf_026,cat05-pf-026,content/b1-m05-first-day-contract-basics.js,docs/qa/v0.85.1_prompt_cue_review_queue.csv,v0.85.1,cloze_needs_review;normal_practice_excluded_by_display_schema,cloze_needs_review;normal_practice_excluded_by_display_schema,found,b1_m05,b1-05,b1_m05,vocab_cloze,typed,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,QUARANTINED_NO_ACTION_NOW,"Current row is quarantined, review-only, inactive, or normal-practice ineligible.",No learner-facing change now.,low
rq-00186,v080149_cat05_practice_family_cat05_pf_028,cat05-pf-028,content/b1-m05-first-day-contract-basics.js,docs/qa/v0.85.1_prompt_cue_review_queue.csv,v0.85.1,cloze_needs_review;normal_practice_excluded_by_display_schema,cloze_needs_review;normal_practice_excluded_by_display_schema,found,b1_m05,b1-05,b1_m05,vocab_cloze,typed,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,QUARANTINED_NO_ACTION_NOW,"Current row is quarantined, review-only, inactive, or normal-practice ineligible.",No learner-facing change now.,low
rq-00187,v080149_cat05_practice_family_cat05_pf_031,cat05-pf-031,content/b1-m05-first-day-contract-basics.js,docs/qa/v0.85.1_prompt_cue_review_queue.csv,v0.85.1,cloze_needs_review;normal_practice_excluded_by_display_schema,cloze_needs_review;normal_practice_excluded_by_display_schema,found,b1_m05,b1-05,b1_m05,vocab_cloze,typed,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,QUARANTINED_NO_ACTION_NOW,"Current row is quarantined, review-only, inactive, or normal-practice ineligible.",No learner-facing change now.,low
rq-00188,v080149_cat05_practice_family_cat05_pf_032,cat05-pf-032,content/b1-m05-first-day-contract-basics.js,docs/qa/v0.85.1_prompt_cue_review_queue.csv,v0.85.1,cloze_needs_review;normal_practice_excluded_by_display_schema,cloze_needs_review;normal_practice_excluded_by_display_schema,found,b1_m05,b1-05,b1_m05,vocab_cloze,typed,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,QUARANTINED_NO_ACTION_NOW,"Current row is quarantined, review-only, inactive, or normal-practice ineligible.",No learner-facing change now.,low
rq-00189,v080149_cat05_practice_family_cat05_pf_033,cat05-pf-033,content/b1-m05-first-day-contract-basics.js,docs/qa/v0.85.1_prompt_cue_review_queue.csv,v0.85.1,cloze_needs_review;normal_practice_excluded_by_display_schema,cloze_needs_review;normal_practice_excluded_by_display_schema,found,b1_m05,b1-05,b1_m05,vocab_cloze,typed,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,QUARANTINED_NO_ACTION_NOW,"Current row is quarantined, review-only, inactive, or normal-practice ineligible.",No learner-facing change now.,low
rq-00190,v080149_cat05_practice_family_cat05_pf_035,cat05-pf-035,content/b1-m05-first-day-contract-basics.js,docs/qa/v0.85.1_prompt_cue_review_queue.csv,v0.85.1,cloze_needs_review;normal_practice_excluded_by_display_schema,cloze_needs_review;normal_practice_excluded_by_display_schema,found,b1_m05,b1-05,b1_m05,vocab_cloze,typed,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,QUARANTINED_NO_ACTION_NOW,"Current row is quarantined, review-only, inactive, or normal-practice ineligible.",No learner-facing change now.,low
rq-00191,v080149_cat05_practice_family_cat05_pf_036,cat05-pf-036,content/b1-m05-first-day-contract-basics.js,docs/qa/v0.85.1_prompt_cue_review_queue.csv,v0.85.1,cloze_needs_review;normal_practice_excluded_by_display_schema,cloze_needs_review;normal_practice_excluded_by_display_schema,found,b1_m05,b1-05,b1_m05,vocab_cloze,typed,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,QUARANTINED_NO_ACTION_NOW,"Current row is quarantined, review-only, inactive, or normal-practice ineligible.",No learner-facing change now.,low
rq-00192,v080149_cat05_practice_family_cat05_pf_037,cat05-pf-037,content/b1-m05-first-day-contract-basics.js,docs/qa/v0.85.1_prompt_cue_review_queue.csv,v0.85.1,cloze_needs_review;normal_practice_excluded_by_display_schema,cloze_needs_review;normal_practice_excluded_by_display_schema,found,b1_m05,b1-05,b1_m05,vocab_cloze,typed,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,QUARANTINED_NO_ACTION_NOW,"Current row is quarantined, review-only, inactive, or normal-practice ineligible.",No learner-facing change now.,low
rq-00193,v080149_cat05_practice_family_cat05_pf_040,cat05-pf-040,content/b1-m05-first-day-contract-basics.js,docs/qa/v0.85.1_prompt_cue_review_queue.csv,v0.85.1,cloze_needs_review;normal_practice_excluded_by_display_schema,cloze_needs_review;normal_practice_excluded_by_display_schema,found,b1_m05,b1-05,b1_m05,vocab_cloze,typed,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,QUARANTINED_NO_ACTION_NOW,"Current row is quarantined, review-only, inactive, or normal-practice ineligible.",No learner-facing change now.,low
rq-00194,v080149_cat05_practice_family_cat05_pf_041,cat05-pf-041,content/b1-m05-first-day-contract-basics.js,docs/qa/v0.85.1_prompt_cue_review_queue.csv,v0.85.1,cloze_needs_review;normal_practice_excluded_by_display_schema,cloze_needs_review;normal_practice_excluded_by_display_schema,found,b1_m05,b1-05,b1_m05,vocab_cloze,typed,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,QUARANTINED_NO_ACTION_NOW,"Current row is quarantined, review-only, inactive, or normal-practice ineligible.",No learner-facing change now.,low
rq-00195,v080149_cat05_practice_family_cat05_pf_044,cat05-pf-044,content/b1-m05-first-day-contract-basics.js,docs/qa/v0.85.1_prompt_cue_review_queue.csv,v0.85.1,cloze_needs_review;normal_practice_excluded_by_display_schema,cloze_needs_review;normal_practice_excluded_by_display_schema,found,b1_m05,b1-05,b1_m05,vocab_cloze,typed,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,QUARANTINED_NO_ACTION_NOW,"Current row is quarantined, review-only, inactive, or normal-practice ineligible.",No learner-facing change now.,low
rq-00196,v080149_cat05_practice_family_cat05_pf_045,cat05-pf-045,content/b1-m05-first-day-contract-basics.js,docs/qa/v0.85.1_prompt_cue_review_queue.csv,v0.85.1,cloze_needs_review;normal_practice_excluded_by_display_schema,cloze_needs_review;normal_practice_excluded_by_display_schema,found,b1_m05,b1-05,b1_m05,vocab_cloze,typed,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,QUARANTINED_NO_ACTION_NOW,"Current row is quarantined, review-only, inactive, or normal-practice ineligible.",No learner-facing change now.,low
rq-00197,v080149_cat05_practice_family_cat05_pf_046,cat05-pf-046,content/b1-m05-first-day-contract-basics.js,docs/qa/v0.85.1_prompt_cue_review_queue.csv,v0.85.1,cloze_needs_review;normal_practice_excluded_by_display_schema,cloze_needs_review;normal_practice_excluded_by_display_schema,found,b1_m05,b1-05,b1_m05,vocab_cloze,typed,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,QUARANTINED_NO_ACTION_NOW,"Current row is quarantined, review-only, inactive, or normal-practice ineligible.",No learner-facing change now.,low
rq-00198,v080149_cat05_practice_family_cat05_pf_048,cat05-pf-048,content/b1-m05-first-day-contract-basics.js,docs/qa/v0.85.1_prompt_cue_review_queue.csv,v0.85.1,cloze_needs_review;normal_practice_excluded_by_display_schema,cloze_needs_review;normal_practice_excluded_by_display_schema,found,b1_m05,b1-05,b1_m05,vocab_cloze,typed,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,QUARANTINED_NO_ACTION_NOW,"Current row is quarantined, review-only, inactive, or normal-practice ineligible.",No learner-facing change now.,low
rq-00199,v080149_cat05_practice_family_cat05_pf_049,cat05-pf-049,content/b1-m05-first-day-contract-basics.js,docs/qa/v0.85.1_prompt_cue_review_queue.csv,v0.85.1,cloze_needs_review;normal_practice_excluded_by_display_schema,cloze_needs_review;normal_practice_excluded_by_display_schema,found,b1_m05,b1-05,b1_m05,vocab_cloze,typed,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,QUARANTINED_NO_ACTION_NOW,"Current row is quarantined, review-only, inactive, or normal-practice ineligible.",No learner-facing change now.,low
rq-00200,v080149_cat05_practice_family_cat05_pf_052,cat05-pf-052,content/b1-m05-first-day-contract-basics.js,docs/qa/v0.85.1_prompt_cue_review_queue.csv,v0.85.1,cloze_needs_review;normal_practice_excluded_by_display_schema,cloze_needs_review;normal_practice_excluded_by_display_schema,found,b1_m05,b1-05,b1_m05,vocab_cloze,typed,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,QUARANTINED_NO_ACTION_NOW,"Current row is quarantined, review-only, inactive, or normal-practice ineligible.",No learner-facing change now.,low
rq-00201,v080149_cat05_practice_family_cat05_pf_067,cat05-pf-067,content/b1-m05-first-day-contract-basics.js,docs/qa/v0.85.1_prompt_cue_review_queue.csv,v0.85.1,cloze_needs_review;normal_practice_excluded_by_display_schema,cloze_needs_review;normal_practice_excluded_by_display_schema,found,b1_m05,b1-05,b1_m05,vocab_cloze,typed,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,QUARANTINED_NO_ACTION_NOW,"Current row is quarantined, review-only, inactive, or normal-practice ineligible.",No learner-facing change now.,low
rq-00203,v080149_cat05_practice_family_cat05_pf_070,cat05-pf-070,content/b1-m05-first-day-contract-basics.js,docs/qa/v0.85.1_prompt_cue_review_queue.csv,v0.85.1,cloze_needs_review;normal_practice_excluded_by_display_schema,cloze_needs_review;normal_practice_excluded_by_display_schema,found,b1_m05,b1-05,b1_m05,vocab_cloze,typed,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,QUARANTINED_NO_ACTION_NOW,"Current row is quarantined, review-only, inactive, or normal-practice ineligible.",No learner-facing change now.,low
rq-00204,v080149_cat05_practice_family_cat05_pf_071,cat05-pf-071,content/b1-m05-first-day-contract-basics.js,docs/qa/v0.85.1_prompt_cue_review_queue.csv,v0.85.1,cloze_needs_review;normal_practice_excluded_by_display_schema,cloze_needs_review;normal_practice_excluded_by_display_schema,found,b1_m05,b1-05,b1_m05,vocab_cloze,typed,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,QUARANTINED_NO_ACTION_NOW,"Current row is quarantined, review-only, inactive, or normal-practice ineligible.",No learner-facing change now.,low
rq-00205,v080149_cat05_practice_family_cat05_pf_075,cat05-pf-075,content/b1-m05-first-day-contract-basics.js,docs/qa/v0.85.1_prompt_cue_review_queue.csv,v0.85.1,cloze_needs_review;normal_practice_excluded_by_display_schema,cloze_needs_review;normal_practice_excluded_by_display_schema,found,b1_m05,b1-05,b1_m05,vocab_cloze,typed,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,QUARANTINED_NO_ACTION_NOW,"Current row is quarantined, review-only, inactive, or normal-practice ineligible.",No learner-facing change now.,low
rq-00207,v080149_cat05_practice_family_cat05_pf_080,cat05-pf-080,content/b1-m05-first-day-contract-basics.js,docs/qa/v0.85.1_prompt_cue_review_queue.csv,v0.85.1,cloze_needs_review;normal_practice_excluded_by_display_schema,cloze_needs_review;normal_practice_excluded_by_display_schema,found,b1_m05,b1-05,b1_m05,vocab_cloze,typed,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,QUARANTINED_NO_ACTION_NOW,"Current row is quarantined, review-only, inactive, or normal-practice ineligible.",No learner-facing change now.,low
rq-00208,v080149_cat05_practice_family_cat05_pf_082,cat05-pf-082,content/b1-m05-first-day-contract-basics.js,docs/qa/v0.85.1_prompt_cue_review_queue.csv,v0.85.1,cloze_needs_review;normal_practice_excluded_by_display_schema,cloze_needs_review;normal_practice_excluded_by_display_schema,found,b1_m05,b1-05,b1_m05,vocab_cloze,typed,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,QUARANTINED_NO_ACTION_NOW,"Current row is quarantined, review-only, inactive, or normal-practice ineligible.",No learner-facing change now.,low
