exceptionType,currentSourceFile,currentItemId,v02RowId,v02RowNumber,v02Decision,proposedBucket,reason,currentTaskType,currentResponseSurface,sourceFile
duplicate_mapping_same_decision,content/b1-m06-sick-leave.js,v080149_cat06_wortschatz_cat06_w_095,cat06-w-095,40962,not_review_eligible | wortschatz:choice;contrast;support,Exception,Current item maps to multiple v0.2 rows with same interpreted decision; selected row is deterministic but should be reviewed before apply.,Auswahl,selected_choice_value,OZMOSIS_B1_CAT06_WORTSCHATZ_BANK_v0_1.csv
current_exception,content/b1-m06-sick-leave.js,v080149_cat06_wortschatz_cat06_w_095,cat06-w-095,40962,not_review_eligible | wortschatz:choice;contrast;support,Exception,manual review: unrecognised v0.2 decision vocabulary,Auswahl,selected_choice_value,OZMOSIS_B1_CAT06_WORTSCHATZ_BANK_v0_1.csv
duplicate_mapping_same_decision,content/b1-m06-sick-leave.js,v080149_cat06_wortschatz_cat06_w_096,cat06-w-096,40963,weakly_eligible_after_delay | wortschatz:choice;contrast;support,Exception,Current item maps to multiple v0.2 rows with same interpreted decision; selected row is deterministic but should be reviewed before apply.,Auswahl,selected_choice_value,OZMOSIS_B1_CAT06_WORTSCHATZ_BANK_v0_1.csv
current_exception,content/b1-m06-sick-leave.js,v080149_cat06_wortschatz_cat06_w_096,cat06-w-096,40963,weakly_eligible_after_delay | wortschatz:choice;contrast;support,Exception,manual review: unrecognised v0.2 decision vocabulary,Auswahl,selected_choice_value,OZMOSIS_B1_CAT06_WORTSCHATZ_BANK_v0_1.csv
duplicate_mapping_same_decision,content/b1-m06-sick-leave.js,v080149_cat06_wortschatz_cat06_w_097,cat06-w-097,40964,weakly_eligible_after_delay | wortschatz:choice;contrast;support,Exception,Current item maps to multiple v0.2 rows with same interpreted decision; selected row is deterministic but should be reviewed before apply.,Auswahl,selected_choice_value,OZMOSIS_B1_CAT06_WORTSCHATZ_BANK_v0_1.csv
current_exception,content/b1-m06-sick-leave.js,v080149_cat06_wortschatz_cat06_w_097,cat06-w-097,40964,weakly_eligible_after_delay | wortschatz:choice;contrast;support,Exception,manual review: unrecognised v0.2 decision vocabulary,Auswahl,selected_choice_value,OZMOSIS_B1_CAT06_WORTSCHATZ_BANK_v0_1.csv
duplicate_mapping_same_decision,content/b1-m06-sick-leave.js,v080149_cat06_wortschatz_cat06_w_098,cat06-w-098,40965,eligible_auto_after_delay | wortschatz:choice;cloze;contrast;repair,Exception,Current item maps to multiple v0.2 rows with same interpreted decision; selected row is deterministic but should be reviewed before apply.,Auswahl,selected_choice_value,OZMOSIS_B1_CAT06_WORTSCHATZ_BANK_v0_1.csv
current_exception,content/b1-m06-sick-leave.js,v080149_cat06_wortschatz_cat06_w_098,cat06-w-098,40965,eligible_auto_after_delay | wortschatz:choice;cloze;contrast;repair,Exception,manual review: unrecognised v0.2 decision vocabulary,Auswahl,selected_choice_value,OZMOSIS_B1_CAT06_WORTSCHATZ_BANK_v0_1.csv
duplicate_mapping_same_decision,content/b1-m06-sick-leave.js,v080149_cat06_wortschatz_cat06_w_099,cat06-w-099,40966,eligible_auto_after_delay | wortschatz:choice;contrast;support,Exception,Current item maps to multiple v0.2 rows with same interpreted decision; selected row is deterministic but should be reviewed before apply.,Auswahl,selected_choice_value,OZMOSIS_B1_CAT06_WORTSCHATZ_BANK_v0_1.csv
current_exception,content/b1-m06-sick-leave.js,v080149_cat06_wortschatz_cat06_w_099,cat06-w-099,40966,eligible_auto_after_delay | wortschatz:choice;contrast;support,Exception,manual review: unrecognised v0.2 decision vocabulary,Auswahl,selected_choice_value,OZMOSIS_B1_CAT06_WORTSCHATZ_BANK_v0_1.csv
duplicate_mapping_same_decision,content/b1-m06-sick-leave.js,v080149_cat06_wortschatz_cat06_w_100,cat06-w-100,40967,eligible_auto_after_delay | wortschatz:choice;contrast;support,Exception,Current item maps to multiple v0.2 rows with same interpreted decision; selected row is deterministic but should be reviewed before apply.,Auswahl,selected_choice_value,OZMOSIS_B1_CAT06_WORTSCHATZ_BANK_v0_1.csv
current_exception,content/b1-m06-sick-leave.js,v080149_cat06_wortschatz_cat06_w_100,cat06-w-100,40967,eligible_auto_after_delay | wortschatz:choice;contrast;support,Exception,manual review: unrecognised v0.2 decision vocabulary,Auswahl,selected_choice_value,OZMOSIS_B1_CAT06_WORTSCHATZ_BANK_v0_1.csv
duplicate_mapping_same_decision,content/b1-m06-sick-leave.js,v080149_cat06_wortschatz_cat06_w_101,cat06-w-101,40968,eligible_auto_after_delay | wortschatz:choice;cloze;contrast;repair,Exception,Current item maps to multiple v0.2 rows with same interpreted decision; selected row is deterministic but should be reviewed before apply.,Auswahl,selected_choice_value,OZMOSIS_B1_CAT06_WORTSCHATZ_BANK_v0_1.csv
current_exception,content/b1-m06-sick-leave.js,v080149_cat06_wortschatz_cat06_w_101,cat06-w-101,40968,eligible_auto_after_delay | wortschatz:choice;cloze;contrast;repair,Exception,manual review: unrecognised v0.2 decision vocabulary,Auswahl,selected_choice_value,OZMOSIS_B1_CAT06_WORTSCHATZ_BANK_v0_1.csv
duplicate_mapping_same_decision,content/b1-m06-sick-leave.js,v080149_cat06_wortschatz_cat06_w_102,cat06-w-102,40969,eligible_auto_after_delay | wortschatz:choice;cloze;contrast;repair,Exception,Current item maps to multiple v0.2 rows with same interpreted decision; selected row is deterministic but should be reviewed before apply.,Auswahl,selected_choice_value,OZMOSIS_B1_CAT06_WORTSCHATZ_BANK_v0_1.csv
current_exception,content/b1-m06-sick-leave.js,v080149_cat06_wortschatz_cat06_w_102,cat06-w-102,40969,eligible_auto_after_delay | wortschatz:choice;cloze;contrast;repair,Exception,manual review: unrecognised v0.2 decision vocabulary,Auswahl,selected_choice_value,OZMOSIS_B1_CAT06_WORTSCHATZ_BANK_v0_1.csv
duplicate_mapping_same_decision,content/b1-m06-sick-leave.js,v080149_cat06_wortschatz_cat06_w_103,cat06-w-103,40970,weakly_eligible_after_delay | wortschatz:choice;contrast;support,Exception,Current item maps to multiple v0.2 rows with same interpreted decision; selected row is deterministic but should be reviewed before apply.,Auswahl,selected_choice_value,OZMOSIS_B1_CAT06_WORTSCHATZ_BANK_v0_1.csv
current_exception,content/b1-m06-sick-leave.js,v080149_cat06_wortschatz_cat06_w_103,cat06-w-103,40970,weakly_eligible_after_delay | wortschatz:choice;contrast;support,Exception,manual review: unrecognised v0.2 decision vocabulary,Auswahl,selected_choice_value,OZMOSIS_B1_CAT06_WORTSCHATZ_BANK_v0_1.csv
duplicate_mapping_same_decision,content/b1-m06-sick-leave.js,v080149_cat06_wortschatz_cat06_w_104,cat06-w-104,40971,weakly_eligible_after_delay | wortschatz:choice;contrast;support,Exception,Current item maps to multiple v0.2 rows with same interpreted decision; selected row is deterministic but should be reviewed before apply.,Auswahl,selected_choice_value,OZMOSIS_B1_CAT06_WORTSCHATZ_BANK_v0_1.csv
current_exception,content/b1-m06-sick-leave.js,v080149_cat06_wortschatz_cat06_w_104,cat06-w-104,40971,weakly_eligible_after_delay | wortschatz:choice;contrast;support,Exception,manual review: unrecognised v0.2 decision vocabulary,Auswahl,selected_choice_value,OZMOSIS_B1_CAT06_WORTSCHATZ_BANK_v0_1.csv
duplicate_mapping_same_decision,content/b1-m06-sick-leave.js,v080149_cat06_wortschatz_cat06_w_105,cat06-w-105,40972,eligible_auto_after_delay | wortschatz:choice;contrast;support,Exception,Current item maps to multiple v0.2 rows with same interpreted decision; selected row is deterministic but should be reviewed before apply.,Auswahl,selected_choice_value,OZMOSIS_B1_CAT06_WORTSCHATZ_BANK_v0_1.csv
current_exception,content/b1-m06-sick-leave.js,v080149_cat06_wortschatz_cat06_w_105,cat06-w-105,40972,eligible_auto_after_delay | wortschatz:choice;contrast;support,Exception,manual review: unrecognised v0.2 decision vocabulary,Auswahl,selected_choice_value,OZMOSIS_B1_CAT06_WORTSCHATZ_BANK_v0_1.csv
duplicate_mapping_same_decision,content/b1-m06-sick-leave.js,v080149_cat06_wortschatz_cat06_w_106,cat06-w-106,40973,eligible_auto_after_delay | wortschatz:choice;contrast;support,Exception,Current item maps to multiple v0.2 rows with same interpreted decision; selected row is deterministic but should be reviewed before apply.,Auswahl,selected_choice_value,OZMOSIS_B1_CAT06_WORTSCHATZ_BANK_v0_1.csv
current_exception,content/b1-m06-sick-leave.js,v080149_cat06_wortschatz_cat06_w_106,cat06-w-106,40973,eligible_auto_after_delay | wortschatz:choice;contrast;support,Exception,manual review: unrecognised v0.2 decision vocabulary,Auswahl,selected_choice_value,OZMOSIS_B1_CAT06_WORTSCHATZ_BANK_v0_1.csv
duplicate_mapping_same_decision,content/b1-m06-sick-leave.js,v080149_cat06_wortschatz_cat06_w_107,cat06-w-107,40974,weakly_eligible_after_delay | wortschatz:choice;contrast;support,Exception,Current item maps to multiple v0.2 rows with same interpreted decision; selected row is deterministic but should be reviewed before apply.,Auswahl,selected_choice_value,OZMOSIS_B1_CAT06_WORTSCHATZ_BANK_v0_1.csv
current_exception,content/b1-m06-sick-leave.js,v080149_cat06_wortschatz_cat06_w_107,cat06-w-107,40974,weakly_eligible_after_delay | wortschatz:choice;contrast;support,Exception,manual review: unrecognised v0.2 decision vocabulary,Auswahl,selected_choice_value,OZMOSIS_B1_CAT06_WORTSCHATZ_BANK_v0_1.csv
duplicate_mapping_same_decision,content/b1-m06-sick-leave.js,v080149_cat06_wortschatz_cat06_w_108,cat06-w-108,40975,eligible_auto_after_delay | wortschatz:choice;contrast;support,Exception,Current item maps to multiple v0.2 rows with same interpreted decision; selected row is deterministic but should be reviewed before apply.,Auswahl,selected_choice_value,OZMOSIS_B1_CAT06_WORTSCHATZ_BANK_v0_1.csv
current_exception,content/b1-m06-sick-leave.js,v080149_cat06_wortschatz_cat06_w_108,cat06-w-108,40975,eligible_auto_after_delay | wortschatz:choice;contrast;support,Exception,manual review: unrecognised v0.2 decision vocabulary,Auswahl,selected_choice_value,OZMOSIS_B1_CAT06_WORTSCHATZ_BANK_v0_1.csv
duplicate_mapping_same_decision,content/b1-m06-sick-leave.js,v080149_cat06_wortschatz_cat06_w_109,cat06-w-109,40976,weakly_eligible_after_delay | wortschatz:choice;contrast;support,Exception,Current item maps to multiple v0.2 rows with same interpreted decision; selected row is deterministic but should be reviewed before apply.,Auswahl,selected_choice_value,OZMOSIS_B1_CAT06_WORTSCHATZ_BANK_v0_1.csv
current_exception,content/b1-m06-sick-leave.js,v080149_cat06_wortschatz_cat06_w_109,cat06-w-109,40976,weakly_eligible_after_delay | wortschatz:choice;contrast;support,Exception,manual review: unrecognised v0.2 decision vocabulary,Auswahl,selected_choice_value,OZMOSIS_B1_CAT06_WORTSCHATZ_BANK_v0_1.csv
duplicate_mapping_same_decision,content/b1-m06-sick-leave.js,v080149_cat06_wortschatz_cat06_w_110,cat06-w-110,40977,eligible_auto_after_delay | wortschatz:choice;contrast;support,Exception,Current item maps to multiple v0.2 rows with same interpreted decision; selected row is deterministic but should be reviewed before apply.,Auswahl,selected_choice_value,OZMOSIS_B1_CAT06_WORTSCHATZ_BANK_v0_1.csv
current_exception,content/b1-m06-sick-leave.js,v080149_cat06_wortschatz_cat06_w_110,cat06-w-110,40977,eligible_auto_after_delay | wortschatz:choice;contrast;support,Exception,manual review: unrecognised v0.2 decision vocabulary,Auswahl,selected_choice_value,OZMOSIS_B1_CAT06_WORTSCHATZ_BANK_v0_1.csv
duplicate_mapping_same_decision,content/b1-m06-sick-leave.js,v080149_cat06_wortschatz_cat06_w_111,cat06-w-111,40978,eligible_auto_after_delay | wortschatz:choice;contrast;support,Exception,Current item maps to multiple v0.2 rows with same interpreted decision; selected row is deterministic but should be reviewed before apply.,Auswahl,selected_choice_value,OZMOSIS_B1_CAT06_WORTSCHATZ_BANK_v0_1.csv
current_exception,content/b1-m06-sick-leave.js,v080149_cat06_wortschatz_cat06_w_111,cat06-w-111,40978,eligible_auto_after_delay | wortschatz:choice;contrast;support,Exception,manual review: unrecognised v0.2 decision vocabulary,Auswahl,selected_choice_value,OZMOSIS_B1_CAT06_WORTSCHATZ_BANK_v0_1.csv
duplicate_mapping_same_decision,content/b1-m06-sick-leave.js,v080149_cat06_wortschatz_cat06_w_112,cat06-w-112,40979,eligible_auto_after_delay | wortschatz:choice;contrast;support,Exception,Current item maps to multiple v0.2 rows with same interpreted decision; selected row is deterministic but should be reviewed before apply.,Auswahl,selected_choice_value,OZMOSIS_B1_CAT06_WORTSCHATZ_BANK_v0_1.csv
current_exception,content/b1-m06-sick-leave.js,v080149_cat06_wortschatz_cat06_w_112,cat06-w-112,40979,eligible_auto_after_delay | wortschatz:choice;contrast;support,Exception,manual review: unrecognised v0.2 decision vocabulary,Auswahl,selected_choice_value,OZMOSIS_B1_CAT06_WORTSCHATZ_BANK_v0_1.csv
duplicate_mapping_same_decision,content/b1-m06-sick-leave.js,v080149_cat06_wortschatz_cat06_w_113,cat06-w-113,40980,weakly_eligible_after_delay | wortschatz:choice;contrast;support,Exception,Current item maps to multiple v0.2 rows with same interpreted decision; selected row is deterministic but should be reviewed before apply.,Auswahl,selected_choice_value,OZMOSIS_B1_CAT06_WORTSCHATZ_BANK_v0_1.csv
current_exception,content/b1-m06-sick-leave.js,v080149_cat06_wortschatz_cat06_w_113,cat06-w-113,40980,weakly_eligible_after_delay | wortschatz:choice;contrast;support,Exception,manual review: unrecognised v0.2 decision vocabulary,Auswahl,selected_choice_value,OZMOSIS_B1_CAT06_WORTSCHATZ_BANK_v0_1.csv
duplicate_mapping_same_decision,content/b1-m06-sick-leave.js,v080149_cat06_wortschatz_cat06_w_114,cat06-w-114,40981,not_review_eligible | wortschatz:choice;contrast;support,Exception,Current item maps to multiple v0.2 rows with same interpreted decision; selected row is deterministic but should be reviewed before apply.,Auswahl,selected_choice_value,OZMOSIS_B1_CAT06_WORTSCHATZ_BANK_v0_1.csv
current_exception,content/b1-m06-sick-leave.js,v080149_cat06_wortschatz_cat06_w_114,cat06-w-114,40981,not_review_eligible | wortschatz:choice;contrast;support,Exception,manual review: unrecognised v0.2 decision vocabulary,Auswahl,selected_choice_value,OZMOSIS_B1_CAT06_WORTSCHATZ_BANK_v0_1.csv
duplicate_mapping_same_decision,content/b1-m06-sick-leave.js,v080149_cat06_wortschatz_cat06_w_115,cat06-w-115,40982,not_review_eligible | wortschatz:choice;contrast;support,Exception,Current item maps to multiple v0.2 rows with same interpreted decision; selected row is deterministic but should be reviewed before apply.,Auswahl,selected_choice_value,OZMOSIS_B1_CAT06_WORTSCHATZ_BANK_v0_1.csv
current_exception,content/b1-m06-sick-leave.js,v080149_cat06_wortschatz_cat06_w_115,cat06-w-115,40982,not_review_eligible | wortschatz:choice;contrast;support,Exception,manual review: unrecognised v0.2 decision vocabulary,Auswahl,selected_choice_value,OZMOSIS_B1_CAT06_WORTSCHATZ_BANK_v0_1.csv
duplicate_mapping_same_decision,content/b1-m06-sick-leave.js,v080149_cat06_wortschatz_cat06_w_116,cat06-w-116,40983,not_review_eligible_until_reviewed | wortschatz:choice;contrast;support,Exception,Current item maps to multiple v0.2 rows with same interpreted decision; selected row is deterministic but should be reviewed before apply.,Auswahl,selected_choice_value,OZMOSIS_B1_CAT06_WORTSCHATZ_BANK_v0_1.csv
current_exception,content/b1-m06-sick-leave.js,v080149_cat06_wortschatz_cat06_w_116,cat06-w-116,40983,not_review_eligible_until_reviewed | wortschatz:choice;contrast;support,Exception,manual review: unrecognised v0.2 decision vocabulary,Auswahl,selected_choice_value,OZMOSIS_B1_CAT06_WORTSCHATZ_BANK_v0_1.csv
duplicate_mapping_same_decision,content/b1-m06-sick-leave.js,v080149_cat06_wortschatz_cat06_w_117,cat06-w-117,40984,not_review_eligible_until_reviewed | wortschatz:choice;contrast;support,Exception,Current item maps to multiple v0.2 rows with same interpreted decision; selected row is deterministic but should be reviewed before apply.,Auswahl,selected_choice_value,OZMOSIS_B1_CAT06_WORTSCHATZ_BANK_v0_1.csv
current_exception,content/b1-m06-sick-leave.js,v080149_cat06_wortschatz_cat06_w_117,cat06-w-117,40984,not_review_eligible_until_reviewed | wortschatz:choice;contrast;support,Exception,manual review: unrecognised v0.2 decision vocabulary,Auswahl,selected_choice_value,OZMOSIS_B1_CAT06_WORTSCHATZ_BANK_v0_1.csv
duplicate_mapping_same_decision,content/b1-m07-meetings-leave-requests.js,v080149_cat07_collocation_cat07_coll_001,cat07-coll-001,43122,keep_as_is_or_usable,Exception,Current item maps to multiple v0.2 rows with same interpreted decision; selected row is deterministic but should be reviewed before apply.,Auswahl,selected_choice_value,OZMOSIS_B1_CAT07_COLLOCATION_BANK_v0_1.csv
duplicate_mapping_same_decision,content/b1-m07-meetings-leave-requests.js,v080149_cat07_collocation_cat07_coll_002,cat07-coll-002,43123,keep_as_is_or_usable,Exception,Current item maps to multiple v0.2 rows with same interpreted decision; selected row is deterministic but should be reviewed before apply.,Auswahl,selected_choice_value,OZMOSIS_B1_CAT07_COLLOCATION_BANK_v0_1.csv
duplicate_mapping_same_decision,content/b1-m07-meetings-leave-requests.js,v080149_cat07_collocation_cat07_coll_003,cat07-coll-003,43124,keep_as_is_or_usable,Exception,Current item maps to multiple v0.2 rows with same interpreted decision; selected row is deterministic but should be reviewed before apply.,Auswahl,selected_choice_value,OZMOSIS_B1_CAT07_COLLOCATION_BANK_v0_1.csv
duplicate_mapping_same_decision,content/b1-m07-meetings-leave-requests.js,v080149_cat07_collocation_cat07_coll_004,cat07-coll-004,43125,keep_as_is_or_usable,Exception,Current item maps to multiple v0.2 rows with same interpreted decision; selected row is deterministic but should be reviewed before apply.,Auswahl,selected_choice_value,OZMOSIS_B1_CAT07_COLLOCATION_BANK_v0_1.csv
duplicate_mapping_same_decision,content/b1-m07-meetings-leave-requests.js,v080149_cat07_collocation_cat07_coll_005,cat07-coll-005,43126,keep_as_is_or_usable,Exception,Current item maps to multiple v0.2 rows with same interpreted decision; selected row is deterministic but should be reviewed before apply.,Auswahl,selected_choice_value,OZMOSIS_B1_CAT07_COLLOCATION_BANK_v0_1.csv
duplicate_mapping_same_decision,content/b1-m07-meetings-leave-requests.js,v080149_cat07_collocation_cat07_coll_006,cat07-coll-006,43127,keep_as_is_or_usable,Exception,Current item maps to multiple v0.2 rows with same interpreted decision; selected row is deterministic but should be reviewed before apply.,Auswahl,selected_choice_value,OZMOSIS_B1_CAT07_COLLOCATION_BANK_v0_1.csv
duplicate_mapping_same_decision,content/b1-m07-meetings-leave-requests.js,v080149_cat07_collocation_cat07_coll_007,cat07-coll-007,43128,keep_as_is_or_usable,Exception,Current item maps to multiple v0.2 rows with same interpreted decision; selected row is deterministic but should be reviewed before apply.,Auswahl,selected_choice_value,OZMOSIS_B1_CAT07_COLLOCATION_BANK_v0_1.csv
duplicate_mapping_same_decision,content/b1-m07-meetings-leave-requests.js,v080149_cat07_collocation_cat07_coll_008,cat07-coll-008,43129,keep_as_is_or_usable,Exception,Current item maps to multiple v0.2 rows with same interpreted decision; selected row is deterministic but should be reviewed before apply.,Auswahl,selected_choice_value,OZMOSIS_B1_CAT07_COLLOCATION_BANK_v0_1.csv
duplicate_mapping_same_decision,content/b1-m07-meetings-leave-requests.js,v080149_cat07_collocation_cat07_coll_009,cat07-coll-009,43130,keep_as_is_or_usable,Exception,Current item maps to multiple v0.2 rows with same interpreted decision; selected row is deterministic but should be reviewed before apply.,Auswahl,selected_choice_value,OZMOSIS_B1_CAT07_COLLOCATION_BANK_v0_1.csv
duplicate_mapping_same_decision,content/b1-m07-meetings-leave-requests.js,v080149_cat07_collocation_cat07_coll_010,cat07-coll-010,43131,keep_as_is_or_usable,Exception,Current item maps to multiple v0.2 rows with same interpreted decision; selected row is deterministic but should be reviewed before apply.,Auswahl,selected_choice_value,OZMOSIS_B1_CAT07_COLLOCATION_BANK_v0_1.csv
duplicate_mapping_same_decision,content/b1-m07-meetings-leave-requests.js,v080149_cat07_collocation_cat07_coll_011,cat07-coll-011,43132,keep_as_is_or_usable,Exception,Current item maps to multiple v0.2 rows with same interpreted decision; selected row is deterministic but should be reviewed before apply.,Auswahl,selected_choice_value,OZMOSIS_B1_CAT07_COLLOCATION_BANK_v0_1.csv
duplicate_mapping_same_decision,content/b1-m07-meetings-leave-requests.js,v080149_cat07_collocation_cat07_coll_012,cat07-coll-012,43133,keep_as_is_or_usable,Exception,Current item maps to multiple v0.2 rows with same interpreted decision; selected row is deterministic but should be reviewed before apply.,Auswahl,selected_choice_value,OZMOSIS_B1_CAT07_COLLOCATION_BANK_v0_1.csv
duplicate_mapping_same_decision,content/b1-m07-meetings-leave-requests.js,v080149_cat07_collocation_cat07_coll_013,cat07-coll-013,43134,keep_as_is_or_usable,Exception,Current item maps to multiple v0.2 rows with same interpreted decision; selected row is deterministic but should be reviewed before apply.,Auswahl,selected_choice_value,OZMOSIS_B1_CAT07_COLLOCATION_BANK_v0_1.csv
duplicate_mapping_same_decision,content/b1-m07-meetings-leave-requests.js,v080149_cat07_collocation_cat07_coll_014,cat07-coll-014,43135,keep_as_is_or_usable,Exception,Current item maps to multiple v0.2 rows with same interpreted decision; selected row is deterministic but should be reviewed before apply.,Auswahl,selected_choice_value,OZMOSIS_B1_CAT07_COLLOCATION_BANK_v0_1.csv
duplicate_mapping_same_decision,content/b1-m07-meetings-leave-requests.js,v080149_cat07_collocation_cat07_coll_015,cat07-coll-015,43136,keep_as_is_or_usable,Exception,Current item maps to multiple v0.2 rows with same interpreted decision; selected row is deterministic but should be reviewed before apply.,Auswahl,selected_choice_value,OZMOSIS_B1_CAT07_COLLOCATION_BANK_v0_1.csv
duplicate_mapping_same_decision,content/b1-m07-meetings-leave-requests.js,v080149_cat07_collocation_cat07_coll_016,cat07-coll-016,43137,keep_as_is_or_usable,Exception,Current item maps to multiple v0.2 rows with same interpreted decision; selected row is deterministic but should be reviewed before apply.,Auswahl,selected_choice_value,OZMOSIS_B1_CAT07_COLLOCATION_BANK_v0_1.csv
duplicate_mapping_same_decision,content/b1-m07-meetings-leave-requests.js,v080149_cat07_collocation_cat07_coll_017,cat07-coll-017,43138,keep_as_is_or_usable,Exception,Current item maps to multiple v0.2 rows with same interpreted decision; selected row is deterministic but should be reviewed before apply.,Auswahl,selected_choice_value,OZMOSIS_B1_CAT07_COLLOCATION_BANK_v0_1.csv
duplicate_mapping_same_decision,content/b1-m07-meetings-leave-requests.js,v080149_cat07_collocation_cat07_coll_018,cat07-coll-018,43139,keep_as_is_or_usable,Exception,Current item maps to multiple v0.2 rows with same interpreted decision; selected row is deterministic but should be reviewed before apply.,Auswahl,selected_choice_value,OZMOSIS_B1_CAT07_COLLOCATION_BANK_v0_1.csv
duplicate_mapping_same_decision,content/b1-m07-meetings-leave-requests.js,v080149_cat07_collocation_cat07_coll_019,cat07-coll-019,43140,keep_as_is_or_usable,Exception,Current item maps to multiple v0.2 rows with same interpreted decision; selected row is deterministic but should be reviewed before apply.,Auswahl,selected_choice_value,OZMOSIS_B1_CAT07_COLLOCATION_BANK_v0_1.csv
duplicate_mapping_same_decision,content/b1-m07-meetings-leave-requests.js,v080149_cat07_collocation_cat07_coll_020,cat07-coll-020,43141,keep_as_is_or_usable,Exception,Current item maps to multiple v0.2 rows with same interpreted decision; selected row is deterministic but should be reviewed before apply.,Auswahl,selected_choice_value,OZMOSIS_B1_CAT07_COLLOCATION_BANK_v0_1.csv
duplicate_mapping_same_decision,content/b1-m07-meetings-leave-requests.js,v080149_cat07_collocation_cat07_coll_021,cat07-coll-021,43142,keep_as_is_or_usable,Exception,Current item maps to multiple v0.2 rows with same interpreted decision; selected row is deterministic but should be reviewed before apply.,Auswahl,selected_choice_value,OZMOSIS_B1_CAT07_COLLOCATION_BANK_v0_1.csv
duplicate_mapping_same_decision,content/b1-m07-meetings-leave-requests.js,v080149_cat07_collocation_cat07_coll_022,cat07-coll-022,43143,keep_as_is_or_usable,Exception,Current item maps to multiple v0.2 rows with same interpreted decision; selected row is deterministic but should be reviewed before apply.,Auswahl,selected_choice_value,OZMOSIS_B1_CAT07_COLLOCATION_BANK_v0_1.csv
duplicate_mapping_same_decision,content/b1-m07-meetings-leave-requests.js,v080149_cat07_collocation_cat07_coll_023,cat07-coll-023,43144,human_review | collocation:choice,Exception,Current item maps to multiple v0.2 rows with same interpreted decision; selected row is deterministic but should be reviewed before apply.,Auswahl,selected_choice_value,OZMOSIS_B1_CAT07_COLLOCATION_BANK_v0_1.csv
current_exception,content/b1-m07-meetings-leave-requests.js,v080149_cat07_collocation_cat07_coll_023,cat07-coll-023,43144,human_review | collocation:choice,Exception,manual review: unrecognised v0.2 decision vocabulary,Auswahl,selected_choice_value,OZMOSIS_B1_CAT07_COLLOCATION_BANK_v0_1.csv
duplicate_mapping_same_decision,content/b1-m07-meetings-leave-requests.js,v080149_cat07_collocation_cat07_coll_024,cat07-coll-024,43145,keep_as_is_or_usable,Exception,Current item maps to multiple v0.2 rows with same interpreted decision; selected row is deterministic but should be reviewed before apply.,Auswahl,selected_choice_value,OZMOSIS_B1_CAT07_COLLOCATION_BANK_v0_1.csv
duplicate_mapping_same_decision,content/b1-m07-meetings-leave-requests.js,v080149_cat07_collocation_cat07_coll_025,cat07-coll-025,43146,keep_as_is_or_usable,Exception,Current item maps to multiple v0.2 rows with same interpreted decision; selected row is deterministic but should be reviewed before apply.,Auswahl,selected_choice_value,OZMOSIS_B1_CAT07_COLLOCATION_BANK_v0_1.csv
duplicate_mapping_same_decision,content/b1-m07-meetings-leave-requests.js,v080149_cat07_collocation_cat07_coll_026,cat07-coll-026,43147,keep_as_is_or_usable,Exception,Current item maps to multiple v0.2 rows with same interpreted decision; selected row is deterministic but should be reviewed before apply.,Auswahl,selected_choice_value,OZMOSIS_B1_CAT07_COLLOCATION_BANK_v0_1.csv
duplicate_mapping_same_decision,content/b1-m07-meetings-leave-requests.js,v080149_cat07_collocation_cat07_coll_027,cat07-coll-027,43148,keep_as_is_or_usable,Exception,Current item maps to multiple v0.2 rows with same interpreted decision; selected row is deterministic but should be reviewed before apply.,Auswahl,selected_choice_value,OZMOSIS_B1_CAT07_COLLOCATION_BANK_v0_1.csv
duplicate_mapping_same_decision,content/b1-m07-meetings-leave-requests.js,v080149_cat07_collocation_cat07_coll_028,cat07-coll-028,43149,keep_as_is_or_usable,Exception,Current item maps to multiple v0.2 rows with same interpreted decision; selected row is deterministic but should be reviewed before apply.,Auswahl,selected_choice_value,OZMOSIS_B1_CAT07_COLLOCATION_BANK_v0_1.csv
duplicate_mapping_same_decision,content/b1-m07-meetings-leave-requests.js,v080149_cat07_collocation_cat07_coll_029,cat07-coll-029,43150,keep_as_is_or_usable,Exception,Current item maps to multiple v0.2 rows with same interpreted decision; selected row is deterministic but should be reviewed before apply.,Auswahl,selected_choice_value,OZMOSIS_B1_CAT07_COLLOCATION_BANK_v0_1.csv
duplicate_mapping_same_decision,content/b1-m07-meetings-leave-requests.js,v080149_cat07_collocation_cat07_coll_030,cat07-coll-030,43151,keep_as_is_or_usable,Exception,Current item maps to multiple v0.2 rows with same interpreted decision; selected row is deterministic but should be reviewed before apply.,Auswahl,selected_choice_value,OZMOSIS_B1_CAT07_COLLOCATION_BANK_v0_1.csv
duplicate_mapping_same_decision,content/b1-m07-meetings-leave-requests.js,v080149_cat07_collocation_cat07_coll_031,cat07-coll-031,43152,keep_as_is_or_usable,Exception,Current item maps to multiple v0.2 rows with same interpreted decision; selected row is deterministic but should be reviewed before apply.,Auswahl,selected_choice_value,OZMOSIS_B1_CAT07_COLLOCATION_BANK_v0_1.csv
duplicate_mapping_same_decision,content/b1-m07-meetings-leave-requests.js,v080149_cat07_collocation_cat07_coll_032,cat07-coll-032,43153,keep_as_is_or_usable,Exception,Current item maps to multiple v0.2 rows with same interpreted decision; selected row is deterministic but should be reviewed before apply.,Auswahl,selected_choice_value,OZMOSIS_B1_CAT07_COLLOCATION_BANK_v0_1.csv
