sourceIssueType,issueType,bankKey,itemId,afterStatus,afterIssues,sourcePrompt,sourceCue,recommendedAction
prompt_cue,raw_backtick_or_internal_label,b1_m03,v080149_cat03_collocation_cat03_coll_012,active,,Welche Kollokation passt? register as unemployed | Choose the best German option. | register as unemployed | CAT03 office/job-search phrase for controlled practice; not copied from source materials. | sich arbeitslos melden | Reflexive admin phrase: `sich arbeitslos melden`; legal distinction needs review. | legal/admin distinction | legal/admin distinction,Choose the best German option.,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m03,v080149_cat03_collocation_cat03_coll_013,active,,Welche Kollokation passt? contact/report to the employment agency | Choose the best German option. | contact/report to the employment agency | CAT03 office/job-search phrase for controlled practice; not copied from source materials. | sich bei der Arbeitsagentur melden | Use `bei der Arbeitsagentur` for the institution.,Choose the best German option.,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m03,v080149_cat03_collocation_cat03_coll_014,active,,Welche Kollokation passt? contact/report to the job centre | Choose the best German option. | contact/report to the job centre | CAT03 office/job-search phrase for controlled practice; not copied from source materials. | sich beim Jobcenter melden | `bei dem Jobcenter` contracts to `beim Jobcenter`. | institutional distinction | institutional distinction,Choose the best German option.,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m03,v080149_cat03_collocation_cat03_coll_015,active,,Welche Kollokation passt? arrange an advice appointment | Choose the best German option. | arrange an advice appointment | CAT03 office/job-search phrase for controlled practice; not copied from source materials. | einen Beratungstermin vereinbaren | Use `vereinbaren` for arranging an appointment.,Choose the best German option.,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m03,v080149_cat03_collocation_cat03_coll_016,review,internal_label_visible,Welche Kollokation passt? look for a job/position | Choose the best German option. | look for a job/position | CAT03 office/job-search phrase for controlled practice; not copied from source materials. | eine Stelle suchen | Use `eine Stelle suchen` for job-search statements.,Choose the best German option.,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m03,v080149_cat03_collocation_cat03_coll_017,review,internal_label_sanitised|internal_label_visible,Welche Kollokation passt? find a job/position | Choose the best German option. | find a job/position | CAT03 office/job-search phrase for controlled practice; not copied from source materials. | eine Stelle finden | `suchen` is the process; `finden` is the result.,Choose the best German option.,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m03,v080149_cat03_collocation_cat03_coll_018,active,,Welche Kollokation passt? check a vacancy/job offer | Choose the best German option. | check a vacancy/job offer | CAT03 office/job-search phrase for controlled practice; not copied from source materials. | ein Stellenangebot prüfen | Use `prüfen` for checking whether a job offer/listing fits.,Choose the best German option.,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m03,v080149_cat03_collocation_cat03_coll_019,active,,Welche Kollokation passt? apply for a job | Choose the best German option. | apply for a job | CAT03 office/job-search phrase for controlled practice; not copied from source materials. | sich auf eine Stelle bewerben | Application frame: `sich auf eine Stelle bewerben`; detailed practice belongs to CAT04. | CAT04 overlap | CAT04 overlap,Choose the best German option.,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m03,v080149_cat03_collocation_cat03_coll_020,active,,Welche Kollokation passt? meet a deadline | Choose the best German option. | meet a deadline | CAT03 office/job-search phrase for controlled practice; not copied from source materials. | eine Frist einhalten | Use `eine Frist einhalten` for meeting a deadline.,Choose the best German option.,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m03,v080149_cat03_collocation_cat03_coll_021,active,,Welche Kollokation passt? be responsible for that | Choose the best German option. | be responsible for that | CAT03 office/job-search phrase for controlled practice; not copied from source materials. | dafür zuständig sein | `zuständig` means responsible/competent for a matter or office.,Choose the best German option.,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m03,v080149_cat03_collocation_cat03_coll_022,active,,Welche Kollokation passt? do further training | Choose the best German option. | do further training | CAT03 office/job-search phrase for controlled practice; not copied from source materials. | eine Weiterbildung machen | Use `eine Weiterbildung machen`; funding/process details need review if added.,Choose the best German option.,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m03,v080149_cat03_collocation_cat03_coll_023,active,,"Welche Kollokation passt? receive an official notice/decision | Choose the best German option. | receive an official notice/decision | CAT03 office/job-search phrase for controlled practice; not copied from source materials. | einen Bescheid bekommen | `Bescheid` is an official notice/decision, not just any reply. | official notice nuance | official notice nuance",Choose the best German option.,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m03,v080149_cat03_collocation_cat03_coll_024,active,,Welche Kollokation passt? receive an appointment invitation/letter | Choose the best German option. | receive an appointment invitation/letter | CAT03 office/job-search phrase for controlled practice; not copied from source materials. | eine Einladung bekommen | `Einladung` can be an appointment letter in office contexts.,Choose the best German option.,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m03,v080149_cat03_collocation_cat03_coll_025,active,,Welche Kollokation passt? give the customer/client number | Choose the best German option. | give the customer/client number | CAT03 office/job-search phrase for controlled practice; not copied from source materials. | die Kundennummer angeben | Use `angeben` for giving official reference details.,Choose the best German option.,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m03,v080149_cat03_collocation_cat03_coll_026,active,,Welche Kollokation passt? give the case/reference number | Choose the best German option. | give the case/reference number | CAT03 office/job-search phrase for controlled practice; not copied from source materials. | das Aktenzeichen angeben | `Aktenzeichen` is the case/reference number; use `angeben`.,Choose the best German option.,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,rendered_prompt_internal_label,b1_m03,v080149_cat03_contrast_cat03_cs_001,review,internal_label_sanitised|prompt_internal_label_sanitised|internal_label_visible|meaning_choice_cue_missing,Welche Form passt in dieser CAT03-Situation? (Arbeitsagentur vs Jobcenter) | Arbeitsagentur vs Jobcenter,Arbeitsagentur vs Jobcenter,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m03,v080149_cat03_contrast_cat03_cs_001,review,internal_label_sanitised|prompt_internal_label_sanitised|internal_label_visible|meaning_choice_cue_missing,Welche Form passt in dieser CAT03-Situation? (Arbeitsagentur vs Jobcenter) | Arbeitsagentur vs Jobcenter | `Arbeitsagentur` fits general employment agency/job-search support; exact roles need review. | Arbeitsagentur | Arbeitsagentur | `Arbeitsagentur` fits general employment agency/job-search support; exact roles need review. | institutional distinction / legal-admin nuance | institutional distin,Arbeitsagentur vs Jobcenter,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_x_vs_y_internal_label,b1_m03,v080149_cat03_contrast_cat03_cs_001,review,internal_label_sanitised|prompt_internal_label_sanitised|internal_label_visible|meaning_choice_cue_missing,Welche Form passt in dieser CAT03-Situation? (Arbeitsagentur vs Jobcenter) | Arbeitsagentur vs Jobcenter | `Arbeitsagentur` fits general employment agency/job-search support; exact roles need review. | Arbeitsagentur | Arbeitsagentur | `Arbeitsagentur` fits general employment agency/job-search support; exact roles need review. | institutional distinction / legal-admin nuance | institutional distin,Arbeitsagentur vs Jobcenter,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,rendered_prompt_internal_label,b1_m03,v080149_cat03_contrast_cat03_cs_002,review,internal_label_sanitised|prompt_internal_label_sanitised|internal_label_visible|meaning_choice_cue_missing,Welche Form passt in dieser CAT03-Situation? (Jobcenter vs Arbeitsagentur) | Jobcenter vs Arbeitsagentur,Jobcenter vs Arbeitsagentur,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m03,v080149_cat03_contrast_cat03_cs_002,review,internal_label_sanitised|prompt_internal_label_sanitised|internal_label_visible|meaning_choice_cue_missing,"Welche Form passt in dieser CAT03-Situation? (Jobcenter vs Arbeitsagentur) | Jobcenter vs Arbeitsagentur | `Jobcenter` fits job-centre/admin support contexts, but benefits/eligibility must not be inferred. | Jobcenter | Jobcenter | `Jobcenter` fits job-centre/admin support contexts, but benefits/eligibility must not be inferred. | institutional distinction / benefits nuance | institutional distinc",Jobcenter vs Arbeitsagentur,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_x_vs_y_internal_label,b1_m03,v080149_cat03_contrast_cat03_cs_002,review,internal_label_sanitised|prompt_internal_label_sanitised|internal_label_visible|meaning_choice_cue_missing,"Welche Form passt in dieser CAT03-Situation? (Jobcenter vs Arbeitsagentur) | Jobcenter vs Arbeitsagentur | `Jobcenter` fits job-centre/admin support contexts, but benefits/eligibility must not be inferred. | Jobcenter | Jobcenter | `Jobcenter` fits job-centre/admin support contexts, but benefits/eligibility must not be inferred. | institutional distinction / benefits nuance | institutional distinc",Jobcenter vs Arbeitsagentur,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m03,v080149_cat03_contrast_cat03_cs_003,review,internal_label_sanitised|internal_label_visible|meaning_choice_cue_missing,Sie wollen offiziell etwas beantragen. Welche Form passt? | Antrag vs Bewerbung vs Formular | `Antrag` is the official request/application; `Formular` is the form; `Bewerbung` is job application. | Antrag | Antrag | `Antrag` belongs to official requests; `Bewerbung` belongs to applying for a job.,Antrag vs Bewerbung vs Formular,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_x_vs_y_internal_label,b1_m03,v080149_cat03_contrast_cat03_cs_003,review,internal_label_sanitised|internal_label_visible|meaning_choice_cue_missing,Sie wollen offiziell etwas beantragen. Welche Form passt? | Antrag vs Bewerbung vs Formular | `Antrag` is the official request/application; `Formular` is the form; `Bewerbung` is job application. | Antrag | Antrag | `Antrag` belongs to official requests; `Bewerbung` belongs to applying for a job.,Antrag vs Bewerbung vs Formular,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m03,v080149_cat03_contrast_cat03_cs_004,review,internal_label_sanitised|internal_label_visible|meaning_choice_cue_missing,Das Büro fragt nach Dokumenten. Welche Form passt? | Unterlagen vs Nachweis vs Bescheinigung | `Unterlagen` is the broad plural word for documents/paperwork. | Unterlagen | Unterlagen | `Unterlagen` is the document set; `Nachweis` is proof for one point.,Unterlagen vs Nachweis vs Bescheinigung,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_x_vs_y_internal_label,b1_m03,v080149_cat03_contrast_cat03_cs_004,review,internal_label_sanitised|internal_label_visible|meaning_choice_cue_missing,Das Büro fragt nach Dokumenten. Welche Form passt? | Unterlagen vs Nachweis vs Bescheinigung | `Unterlagen` is the broad plural word for documents/paperwork. | Unterlagen | Unterlagen | `Unterlagen` is the document set; `Nachweis` is proof for one point.,Unterlagen vs Nachweis vs Bescheinigung,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m03,v080149_cat03_contrast_cat03_cs_005,review,internal_label_sanitised|internal_label_visible|meaning_choice_cue_missing,Welche Handlung passt? | beantragen vs bewerben vs anmelden | Use `beantragen` for official permissions/documents. | beantragen | beantragen | Official permissions/documents are usually `beantragen`.,beantragen vs bewerben vs anmelden,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_x_vs_y_internal_label,b1_m03,v080149_cat03_contrast_cat03_cs_005,review,internal_label_sanitised|internal_label_visible|meaning_choice_cue_missing,Welche Handlung passt? | beantragen vs bewerben vs anmelden | Use `beantragen` for official permissions/documents. | beantragen | beantragen | Official permissions/documents are usually `beantragen`.,beantragen vs bewerben vs anmelden,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m03,v080149_cat03_contrast_cat03_cs_006,review,internal_label_sanitised|internal_label_visible|meaning_choice_cue_missing,Ein Dokument kommt später. Welche Handlung passt? | einreichen vs nachreichen vs mitbringen | `einreichen` means formally submit. | einreichen | einreichen | `nachreichen` means submitting something later; `einreichen` is the general submission action.,einreichen vs nachreichen vs mitbringen,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_x_vs_y_internal_label,b1_m03,v080149_cat03_contrast_cat03_cs_006,review,internal_label_sanitised|internal_label_visible|meaning_choice_cue_missing,Ein Dokument kommt später. Welche Handlung passt? | einreichen vs nachreichen vs mitbringen | `einreichen` means formally submit. | einreichen | einreichen | `nachreichen` means submitting something later; `einreichen` is the general submission action.,einreichen vs nachreichen vs mitbringen,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m03,v080149_cat03_contrast_cat03_cs_007,review,internal_label_sanitised|internal_label_visible|meaning_choice_cue_missing,"Es gibt ein Datum, bis wann etwas da sein muss. Welche Form passt? | Frist vs Termin vs Zeitraum | A `Frist` is a deadline. | Frist | Frist | A `Frist` is a deadline; a `Termin` is an appointment.",Frist vs Termin vs Zeitraum,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_x_vs_y_internal_label,b1_m03,v080149_cat03_contrast_cat03_cs_007,review,internal_label_sanitised|internal_label_visible|meaning_choice_cue_missing,"Es gibt ein Datum, bis wann etwas da sein muss. Welche Form passt? | Frist vs Termin vs Zeitraum | A `Frist` is a deadline. | Frist | Frist | A `Frist` is a deadline; a `Termin` is an appointment.",Frist vs Termin vs Zeitraum,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m03,v080149_cat03_contrast_cat03_cs_008,review,internal_label_sanitised|internal_label_visible|meaning_choice_cue_missing,Es geht um Arbeitszeit. Welche Form passt? | Vollzeit vs Teilzeit vs Minijob | `Vollzeit` means full time. | Vollzeit | Vollzeit | `Teilzeit` and `Vollzeit` describe working hours; `Minijob` is a specific employment type.,Vollzeit vs Teilzeit vs Minijob,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_x_vs_y_internal_label,b1_m03,v080149_cat03_contrast_cat03_cs_008,review,internal_label_sanitised|internal_label_visible|meaning_choice_cue_missing,Es geht um Arbeitszeit. Welche Form passt? | Vollzeit vs Teilzeit vs Minijob | `Vollzeit` means full time. | Vollzeit | Vollzeit | `Teilzeit` and `Vollzeit` describe working hours; `Minijob` is a specific employment type.,Vollzeit vs Teilzeit vs Minijob,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,rendered_prompt_internal_label,b1_m03,v080149_cat03_contrast_cat03_cs_009,review,internal_label_sanitised|prompt_internal_label_sanitised|internal_label_visible|meaning_choice_cue_missing,Welche Form passt in dieser CAT03-Situation? (arbeitssuchend vs arbeitslos) | arbeitssuchend vs arbeitslos,arbeitssuchend vs arbeitslos,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m03,v080149_cat03_contrast_cat03_cs_009,review,internal_label_sanitised|prompt_internal_label_sanitised|internal_label_visible|meaning_choice_cue_missing,Welche Form passt in dieser CAT03-Situation? (arbeitssuchend vs arbeitslos) | arbeitssuchend vs arbeitslos | `arbeitssuchend` means looking for work; legal distinction needs review. | arbeitssuchend | arbeitssuchend | Do not mix `arbeitssuchend` and `arbeitslos` without context. | legal/admin distinction | legal/admin distinction,arbeitssuchend vs arbeitslos,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_x_vs_y_internal_label,b1_m03,v080149_cat03_contrast_cat03_cs_009,review,internal_label_sanitised|prompt_internal_label_sanitised|internal_label_visible|meaning_choice_cue_missing,Welche Form passt in dieser CAT03-Situation? (arbeitssuchend vs arbeitslos) | arbeitssuchend vs arbeitslos | `arbeitssuchend` means looking for work; legal distinction needs review. | arbeitssuchend | arbeitssuchend | Do not mix `arbeitssuchend` and `arbeitslos` without context. | legal/admin distinction | legal/admin distinction,arbeitssuchend vs arbeitslos,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m03,v080149_cat03_contrast_cat03_cs_010,review,internal_label_sanitised|internal_label_visible|meaning_choice_cue_missing,"Sie fragen, welche Stelle das macht. Welches Wort passt? | zuständig vs erreichbar vs berechtigt | `zuständig` means responsible/competent for the matter. | zuständig | zuständig | `zuständig` means responsible for the matter.",zuständig vs erreichbar vs berechtigt,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_x_vs_y_internal_label,b1_m03,v080149_cat03_contrast_cat03_cs_010,review,internal_label_sanitised|internal_label_visible|meaning_choice_cue_missing,"Sie fragen, welche Stelle das macht. Welches Wort passt? | zuständig vs erreichbar vs berechtigt | `zuständig` means responsible/competent for the matter. | zuständig | zuständig | `zuständig` means responsible for the matter.",zuständig vs erreichbar vs berechtigt,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m03,v080149_cat03_contrast_cat03_cs_011,review,internal_label_sanitised|internal_label_visible|meaning_choice_cue_missing,Sie brauchen ein unterschriebenes Dokument. Welche Form passt? | Bürgeramt vs Ausländerbehörde vs Arbeitsagentur | `Bürgeramt` is a municipal citizens office; exact services vary. | Bürgeramt | Bürgeramt | `unterschreiben` means sign; `ausfüllen` means fill in. | office service variation | office service variation,Bürgeramt vs Ausländerbehörde vs Arbeitsagentur,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_x_vs_y_internal_label,b1_m03,v080149_cat03_contrast_cat03_cs_011,review,internal_label_sanitised|internal_label_visible|meaning_choice_cue_missing,Sie brauchen ein unterschriebenes Dokument. Welche Form passt? | Bürgeramt vs Ausländerbehörde vs Arbeitsagentur | `Bürgeramt` is a municipal citizens office; exact services vary. | Bürgeramt | Bürgeramt | `unterschreiben` means sign; `ausfüllen` means fill in. | office service variation | office service variation,Bürgeramt vs Ausländerbehörde vs Arbeitsagentur,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m03,v080149_cat03_contrast_cat03_cs_012,review,internal_label_sanitised|internal_label_visible|meaning_choice_cue_missing,Sie wollen das Formular online abgeben. Welche Handlung passt? | Kopie vs Original vs Scan | A `Kopie` is a copy. | Kopie | Kopie | `online stellen`/`einreichen` fits online submission; exact system wording may vary.,Kopie vs Original vs Scan,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_x_vs_y_internal_label,b1_m03,v080149_cat03_contrast_cat03_cs_012,review,internal_label_sanitised|internal_label_visible|meaning_choice_cue_missing,Sie wollen das Formular online abgeben. Welche Handlung passt? | Kopie vs Original vs Scan | A `Kopie` is a copy. | Kopie | Kopie | `online stellen`/`einreichen` fits online submission; exact system wording may vary.,Kopie vs Original vs Scan,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m03,v080149_cat03_contrast_cat03_cs_013,review,internal_label_sanitised|internal_label_visible|meaning_choice_cue_missing,Sie haben noch keine Antwort bekommen. Welche Form passt? | Bescheid vs Bestätigung vs Einladung | A `Bescheid` is an official notice/decision. | Bescheid | Bescheid | `Rückmeldung` is a neutral response/reply from the office. | official notice nuance | official notice nuance,Bescheid vs Bestätigung vs Einladung,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_x_vs_y_internal_label,b1_m03,v080149_cat03_contrast_cat03_cs_013,review,internal_label_sanitised|internal_label_visible|meaning_choice_cue_missing,Sie haben noch keine Antwort bekommen. Welche Form passt? | Bescheid vs Bestätigung vs Einladung | A `Bescheid` is an official notice/decision. | Bescheid | Bescheid | `Rückmeldung` is a neutral response/reply from the office. | official notice nuance | official notice nuance,Bescheid vs Bestätigung vs Einladung,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,rendered_prompt_internal_label,b1_m03,v080149_cat03_contrast_cat03_cs_014,review,internal_label_sanitised|prompt_internal_label_sanitised|internal_label_visible|meaning_choice_cue_missing,Welche Form passt in dieser CAT03-Situation? (Weiterbildung vs Umschulung vs Ausbildung) | Weiterbildung vs Umschulung vs Ausbildung,Weiterbildung vs Umschulung vs Ausbildung,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m03,v080149_cat03_contrast_cat03_cs_014,review,internal_label_sanitised|prompt_internal_label_sanitised|internal_label_visible|meaning_choice_cue_missing,Welche Form passt in dieser CAT03-Situation? (Weiterbildung vs Umschulung vs Ausbildung) | Weiterbildung vs Umschulung vs Ausbildung | `Weiterbildung` is further training. | Weiterbildung | Weiterbildung | Separate job-search training terms.,Weiterbildung vs Umschulung vs Ausbildung,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_x_vs_y_internal_label,b1_m03,v080149_cat03_contrast_cat03_cs_014,review,internal_label_sanitised|prompt_internal_label_sanitised|internal_label_visible|meaning_choice_cue_missing,Welche Form passt in dieser CAT03-Situation? (Weiterbildung vs Umschulung vs Ausbildung) | Weiterbildung vs Umschulung vs Ausbildung | `Weiterbildung` is further training. | Weiterbildung | Weiterbildung | Separate job-search training terms.,Weiterbildung vs Umschulung vs Ausbildung,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,rendered_prompt_internal_label,b1_m03,v080149_cat03_contrast_cat03_cs_015,review,internal_label_sanitised|prompt_internal_label_sanitised|internal_label_visible|meaning_choice_cue_missing,Welche Form passt in dieser CAT03-Situation? (Stelle vs Beruf vs Branche) | Stelle vs Beruf vs Branche,Stelle vs Beruf vs Branche,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m03,v080149_cat03_contrast_cat03_cs_015,review,internal_label_sanitised|prompt_internal_label_sanitised|internal_label_visible|meaning_choice_cue_missing,Welche Form passt in dieser CAT03-Situation? (Stelle vs Beruf vs Branche) | Stelle vs Beruf vs Branche | `Stelle` is the position/job. | Stelle | Stelle | `Stelle` is the job you apply for or search for.,Stelle vs Beruf vs Branche,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_x_vs_y_internal_label,b1_m03,v080149_cat03_contrast_cat03_cs_015,review,internal_label_sanitised|prompt_internal_label_sanitised|internal_label_visible|meaning_choice_cue_missing,Welche Form passt in dieser CAT03-Situation? (Stelle vs Beruf vs Branche) | Stelle vs Beruf vs Branche | `Stelle` is the position/job. | Stelle | Stelle | `Stelle` is the job you apply for or search for.,Stelle vs Beruf vs Branche,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m03,v080149_cat03_contrast_cat03_cs_016,review,internal_label_sanitised|internal_label_visible|meaning_choice_cue_missing,Welche Situation passt? | Beratungsgespräch vs Vorstellungsgespräch | `Beratungsgespräch` is advice/counselling. | Beratungsgespräch | Beratungsgespräch | Job interviews belong mainly to CAT04; advice appointment belongs here.,Beratungsgespräch vs Vorstellungsgespräch,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_x_vs_y_internal_label,b1_m03,v080149_cat03_contrast_cat03_cs_016,review,internal_label_sanitised|internal_label_visible|meaning_choice_cue_missing,Welche Situation passt? | Beratungsgespräch vs Vorstellungsgespräch | `Beratungsgespräch` is advice/counselling. | Beratungsgespräch | Beratungsgespräch | Job interviews belong mainly to CAT04; advice appointment belongs here.,Beratungsgespräch vs Vorstellungsgespräch,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m03,v080149_cat03_contrast_cat03_cs_017,review,internal_label_sanitised|internal_label_visible|meaning_choice_cue_missing,Welche Nummer ist gemeint? | Kundennummer vs Aktenzeichen | `Kundennummer` identifies you as a client/customer. | Kundennummer | Kundennummer | Official offices use different number types.,Kundennummer vs Aktenzeichen,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_x_vs_y_internal_label,b1_m03,v080149_cat03_contrast_cat03_cs_017,review,internal_label_sanitised|internal_label_visible|meaning_choice_cue_missing,Welche Nummer ist gemeint? | Kundennummer vs Aktenzeichen | `Kundennummer` identifies you as a client/customer. | Kundennummer | Kundennummer | Official offices use different number types.,Kundennummer vs Aktenzeichen,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m03,v080149_cat03_contrast_cat03_cs_018,review,internal_label_sanitised|internal_label_visible|meaning_choice_cue_missing,Welche Unterlage passt? | Zeugnis vs Bescheinigung vs Nachweis | `Nachweis` is proof/supporting evidence. | Nachweis | Nachweis | Use broad `Nachweis` when the office asks for proof. | document function nuance | document function nuance,Zeugnis vs Bescheinigung vs Nachweis,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_x_vs_y_internal_label,b1_m03,v080149_cat03_contrast_cat03_cs_018,review,internal_label_sanitised|internal_label_visible|meaning_choice_cue_missing,Welche Unterlage passt? | Zeugnis vs Bescheinigung vs Nachweis | `Nachweis` is proof/supporting evidence. | Nachweis | Nachweis | Use broad `Nachweis` when the office asks for proof. | document function nuance | document function nuance,Zeugnis vs Bescheinigung vs Nachweis,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m03,v080149_cat03_contrast_cat03_cs_019,review,internal_label_sanitised|internal_label_visible|meaning_choice_cue_missing,Welche Handlung passt? | abgeben vs ausfüllen vs unterschreiben | `ausfüllen` means fill in. | ausfüllen | ausfüllen | Choose the verb by the document action.,abgeben vs ausfüllen vs unterschreiben,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_x_vs_y_internal_label,b1_m03,v080149_cat03_contrast_cat03_cs_019,review,internal_label_sanitised|internal_label_visible|meaning_choice_cue_missing,Welche Handlung passt? | abgeben vs ausfüllen vs unterschreiben | `ausfüllen` means fill in. | ausfüllen | ausfüllen | Choose the verb by the document action.,abgeben vs ausfüllen vs unterschreiben,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m03,v080149_cat03_contrast_cat03_cs_020,review,internal_label_sanitised|internal_label_visible|meaning_choice_cue_missing,Welche Form passt zur Situation? | persönlich vs schriftlich vs online | `persönlich` means in person. | persönlich | persönlich | Channel words change how the office interaction happens.,persönlich vs schriftlich vs online,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_x_vs_y_internal_label,b1_m03,v080149_cat03_contrast_cat03_cs_020,review,internal_label_sanitised|internal_label_visible|meaning_choice_cue_missing,Welche Form passt zur Situation? | persönlich vs schriftlich vs online | `persönlich` means in person. | persönlich | persönlich | Channel words change how the office interaction happens.,persönlich vs schriftlich vs online,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
prompt_cue,raw_backtick_or_internal_label,b1_m03,v080149_cat03_contrast_cat03_cs_021,review,internal_label_sanitised|internal_label_visible|meaning_choice_cue_missing,Welches Verb passt? | suchen vs finden vs bekommen | `suchen` is the search process. | suchen | suchen | Use `eine Stelle suchen` before you have found it.,suchen vs finden vs bekommen,Source cleanup batch should rewrite/import safe learner-facing cue/display fields.
