issueType,bankKey,itemId,status,routeKey,surface,reviewStatus,reviewFlagReason,humanReviewReason,issueCodes,reason
review_queue_item,b1_m06,v080149_cat06_wortschatz_cat06_w_051,active,b1_m06,correction,review_flagged_imported,medical/legal/insurance precision; check current standard usage and B1-safe treatment before import,medical/legal/insurance precision; check current standard usage and B1-safe treatment before import,medical_legal_admin_review,Item is excluded or marked for review.
review_queue_item,b1_m06,v080149_cat06_wortschatz_cat06_w_052,active,b1_m06,contrast,review_flagged_imported,medical/legal/insurance precision; check current standard usage and B1-safe treatment before import,medical/legal/insurance precision; check current standard usage and B1-safe treatment before import,medical_legal_admin_review,Item is excluded or marked for review.
review_queue_item,b1_m06,v080149_cat06_wortschatz_cat06_w_053,active,b1_m06,contrast,review_flagged_imported,medical/legal/insurance precision; check current standard usage and B1-safe treatment before import,medical/legal/insurance precision; check current standard usage and B1-safe treatment before import,medical_legal_admin_review,Item is excluded or marked for review.
review_queue_item,b1_m06,v080149_cat06_wortschatz_cat06_w_054,active,b1_m06,contrast,review_flagged_imported,medical/legal/insurance precision; check current standard usage and B1-safe treatment before import,medical/legal/insurance precision; check current standard usage and B1-safe treatment before import,medical_legal_admin_review,Item is excluded or marked for review.
review_queue_item,b1_m06,v080149_cat06_wortschatz_cat06_w_055,active,b1_m06,contrast,review_flagged_imported,medical/legal/insurance precision; check current standard usage and B1-safe treatment before import,medical/legal/insurance precision; check current standard usage and B1-safe treatment before import,medical_legal_admin_review,Item is excluded or marked for review.
review_queue_item,b1_m06,v080149_cat06_wortschatz_cat06_w_056,active,b1_m06,contrast,review_flagged_imported,medical/legal/insurance precision; check current standard usage and B1-safe treatment before import,medical/legal/insurance precision; check current standard usage and B1-safe treatment before import,medical_legal_admin_review,Item is excluded or marked for review.
review_queue_item,b1_m06,v080149_cat06_wortschatz_cat06_w_057,active,b1_m06,contrast,review_flagged_imported,medical/legal/insurance precision; check current standard usage and B1-safe treatment before import,medical/legal/insurance precision; check current standard usage and B1-safe treatment before import,medical_legal_admin_review,Item is excluded or marked for review.
review_queue_item,b1_m06,v080149_cat06_wortschatz_cat06_w_058,active,b1_m06,contrast,review_flagged_imported,medical/legal/insurance precision; check current standard usage and B1-safe treatment before import,medical/legal/insurance precision; check current standard usage and B1-safe treatment before import,medical_legal_admin_review,Item is excluded or marked for review.
review_queue_item,b1_m06,v080149_cat06_wortschatz_cat06_w_059,active,b1_m06,contrast,review_flagged_imported,medical/legal/insurance precision; check current standard usage and B1-safe treatment before import,medical/legal/insurance precision; check current standard usage and B1-safe treatment before import,medical_legal_admin_review,Item is excluded or marked for review.
review_queue_item,b1_m06,v080149_cat06_wortschatz_cat06_w_060,active,b1_m06,contrast,review_flagged_imported,medical/legal/insurance precision; check current standard usage and B1-safe treatment before import,medical/legal/insurance precision; check current standard usage and B1-safe treatment before import,medical_legal_admin_review,Item is excluded or marked for review.
review_queue_item,b1_m06,v080149_cat06_wortschatz_cat06_w_061,active,b1_m06,contrast,review_flagged_imported,medical/legal/insurance precision; check current standard usage and B1-safe treatment before import,medical/legal/insurance precision; check current standard usage and B1-safe treatment before import,medical_legal_admin_review,Item is excluded or marked for review.
review_queue_item,b1_m06,v080149_cat06_wortschatz_cat06_w_062,active,b1_m06,correction,review_flagged_imported,medical/legal/insurance precision; check current standard usage and B1-safe treatment before import,medical/legal/insurance precision; check current standard usage and B1-safe treatment before import,medical_legal_admin_review,Item is excluded or marked for review.
review_queue_item,b1_m06,v080149_cat06_wortschatz_cat06_w_063,active,b1_m06,contrast,review_flagged_imported,medical/legal/insurance precision; check current standard usage and B1-safe treatment before import,medical/legal/insurance precision; check current standard usage and B1-safe treatment before import,medical_legal_admin_review,Item is excluded or marked for review.
review_queue_item,b1_m06,v080149_cat06_wortschatz_cat06_w_064,active,b1_m06,contrast,review_flagged_imported,medical/legal/insurance precision; check current standard usage and B1-safe treatment before import,medical/legal/insurance precision; check current standard usage and B1-safe treatment before import,medical_legal_admin_review,Item is excluded or marked for review.
review_queue_item,b1_m06,v080149_cat06_wortschatz_cat06_w_065,active,b1_m06,contrast,review_flagged_imported,medical/legal/insurance precision; check current standard usage and B1-safe treatment before import,medical/legal/insurance precision; check current standard usage and B1-safe treatment before import,medical_legal_admin_review,Item is excluded or marked for review.
review_queue_item,b1_m06,v080149_cat06_wortschatz_cat06_w_066,active,b1_m06,contrast,review_flagged_imported,medical/legal/insurance precision; check current standard usage and B1-safe treatment before import,medical/legal/insurance precision; check current standard usage and B1-safe treatment before import,medical_legal_admin_review,Item is excluded or marked for review.
review_queue_item,b1_m06,v080149_cat06_wortschatz_cat06_w_067,active,b1_m06,correction,review_flagged_imported,medical/legal/insurance precision; check current standard usage and B1-safe treatment before import,medical/legal/insurance precision; check current standard usage and B1-safe treatment before import,medical_legal_admin_review,Item is excluded or marked for review.
review_queue_item,b1_m06,v080149_cat06_wortschatz_cat06_w_068,active,b1_m06,contrast,review_flagged_imported,medical/legal/insurance precision; check current standard usage and B1-safe treatment before import,medical/legal/insurance precision; check current standard usage and B1-safe treatment before import,medical_legal_admin_review,Item is excluded or marked for review.
review_queue_item,b1_m06,v080149_cat06_wortschatz_cat06_w_069,active,b1_m06,correction,review_flagged_imported,medical/legal/insurance precision; check current standard usage and B1-safe treatment before import,medical/legal/insurance precision; check current standard usage and B1-safe treatment before import,medical_legal_admin_review,Item is excluded or marked for review.
review_queue_item,b1_m06,v080149_cat06_wortschatz_cat06_w_070,active,b1_m06,contrast,review_flagged_imported,medical/legal/insurance precision; check current standard usage and B1-safe treatment before import,medical/legal/insurance precision; check current standard usage and B1-safe treatment before import,medical_legal_admin_review,Item is excluded or marked for review.
review_queue_item,b1_m06,v080149_cat06_wortschatz_cat06_w_071,active,b1_m06,contrast,review_flagged_imported,medical/legal/insurance precision; check current standard usage and B1-safe treatment before import,medical/legal/insurance precision; check current standard usage and B1-safe treatment before import,medical_legal_admin_review,Item is excluded or marked for review.
review_queue_item,b1_m06,v080149_cat06_wortschatz_cat06_w_072,active,b1_m06,correction,review_flagged_imported,medical/legal/insurance precision; check current standard usage and B1-safe treatment before import,medical/legal/insurance precision; check current standard usage and B1-safe treatment before import,medical_legal_admin_review,Item is excluded or marked for review.
review_queue_item,b1_m06,v080149_cat06_wortschatz_cat06_w_073,active,b1_m06,contrast,review_flagged_imported,medical/legal/insurance precision; check current standard usage and B1-safe treatment before import,medical/legal/insurance precision; check current standard usage and B1-safe treatment before import,medical_legal_admin_review,Item is excluded or marked for review.
review_queue_item,b1_m06,v080149_cat06_wortschatz_cat06_w_074,active,b1_m06,contrast,review_flagged_imported,medical/admin precision; verify before import,medical/admin precision; verify before import,medical_legal_admin_review,Item is excluded or marked for review.
review_queue_item,b1_m06,v080149_cat06_wortschatz_cat06_w_075,active,b1_m06,correction,review_flagged_imported,medical/legal/insurance precision; check current standard usage and B1-safe treatment before import,medical/legal/insurance precision; check current standard usage and B1-safe treatment before import,medical_legal_admin_review,Item is excluded or marked for review.
review_queue_item,b1_m06,v080149_cat06_wortschatz_cat06_w_076,active,b1_m06,correction,review_flagged_imported,medical/legal/insurance precision; check current standard usage and B1-safe treatment before import,medical/legal/insurance precision; check current standard usage and B1-safe treatment before import,medical_legal_admin_review,Item is excluded or marked for review.
review_queue_item,b1_m06,v080149_cat06_wortschatz_cat06_w_077,active,b1_m06,contrast,review_flagged_imported,medical/legal/insurance precision; check current standard usage and B1-safe treatment before import,medical/legal/insurance precision; check current standard usage and B1-safe treatment before import,medical_legal_admin_review,Item is excluded or marked for review.
review_queue_item,b1_m06,v080149_cat06_wortschatz_cat06_w_078,active,b1_m06,contrast,review_flagged_imported,medical/legal/insurance precision; check current standard usage and B1-safe treatment before import,medical/legal/insurance precision; check current standard usage and B1-safe treatment before import,medical_legal_admin_review,Item is excluded or marked for review.
review_queue_item,b1_m06,v080149_cat06_wortschatz_cat06_w_079,active,b1_m06,contrast,review_flagged_imported,medical/admin precision; verify before import,medical/admin precision; verify before import,medical_legal_admin_review,Item is excluded or marked for review.
review_queue_item,b1_m06,v080149_cat06_wortschatz_cat06_w_080,active,b1_m06,contrast,review_flagged_imported,medical/legal/insurance precision; check current standard usage and B1-safe treatment before import,medical/legal/insurance precision; check current standard usage and B1-safe treatment before import,medical_legal_admin_review,Item is excluded or marked for review.
review_queue_item,b1_m06,v080149_cat06_wortschatz_cat06_w_081,active,b1_m06,contrast,review_flagged_imported,medical/legal/insurance precision; check current standard usage and B1-safe treatment before import,medical/legal/insurance precision; check current standard usage and B1-safe treatment before import,medical_legal_admin_review,Item is excluded or marked for review.
review_queue_item,b1_m06,v080149_cat06_wortschatz_cat06_w_082,active,b1_m06,contrast,review_flagged_imported,medical/legal/insurance precision; check current standard usage and B1-safe treatment before import,medical/legal/insurance precision; check current standard usage and B1-safe treatment before import,medical_legal_admin_review,Item is excluded or marked for review.
review_queue_item,b1_m06,v080149_cat06_wortschatz_cat06_w_083,active,b1_m06,contrast,review_flagged_imported,medical/legal/insurance precision; check current standard usage and B1-safe treatment before import,medical/legal/insurance precision; check current standard usage and B1-safe treatment before import,medical_legal_admin_review,Item is excluded or marked for review.
review_queue_item,b1_m06,v080149_cat06_wortschatz_cat06_w_084,active,b1_m06,contrast,review_flagged_imported,medical/admin precision; verify before import,medical/admin precision; verify before import,medical_legal_admin_review,Item is excluded or marked for review.
review_queue_item,b1_m06,v080149_cat06_wortschatz_cat06_w_085,active,b1_m06,correction,review_flagged_imported,medical/legal/insurance precision; check current standard usage and B1-safe treatment before import,medical/legal/insurance precision; check current standard usage and B1-safe treatment before import,medical_legal_admin_review,Item is excluded or marked for review.
review_queue_item,b1_m06,v080149_cat06_wortschatz_cat06_w_086,active,b1_m06,correction,review_flagged_imported,medical/legal/insurance precision; check current standard usage and B1-safe treatment before import,medical/legal/insurance precision; check current standard usage and B1-safe treatment before import,medical_legal_admin_review,Item is excluded or marked for review.
review_queue_item,b1_m06,v080149_cat06_wortschatz_cat06_w_087,active,b1_m06,contrast,review_flagged_imported,medical/legal/insurance precision; check current standard usage and B1-safe treatment before import,medical/legal/insurance precision; check current standard usage and B1-safe treatment before import,medical_legal_admin_review,Item is excluded or marked for review.
review_queue_item,b1_m06,v080149_cat06_wortschatz_cat06_w_088,active,b1_m06,contrast,review_flagged_imported,medical/legal/insurance precision; check current standard usage and B1-safe treatment before import,medical/legal/insurance precision; check current standard usage and B1-safe treatment before import,medical_legal_admin_review,Item is excluded or marked for review.
review_queue_item,b1_m06,v080149_cat06_wortschatz_cat06_w_089,active,b1_m06,correction,review_flagged_imported,medical/legal/insurance precision; check current standard usage and B1-safe treatment before import,medical/legal/insurance precision; check current standard usage and B1-safe treatment before import,medical_legal_admin_review,Item is excluded or marked for review.
review_queue_item,b1_m06,v080149_cat06_wortschatz_cat06_w_090,active,b1_m06,contrast,review_flagged_imported,medical/legal/insurance precision; check current standard usage and B1-safe treatment before import,medical/legal/insurance precision; check current standard usage and B1-safe treatment before import,medical_legal_admin_review,Item is excluded or marked for review.
review_queue_item,b1_m06,v080149_cat06_wortschatz_cat06_w_091,active,b1_m06,contrast,review_flagged_imported,medical/legal/insurance precision; check current standard usage and B1-safe treatment before import,medical/legal/insurance precision; check current standard usage and B1-safe treatment before import,medical_legal_admin_review,Item is excluded or marked for review.
review_queue_item,b1_m06,v080149_cat06_wortschatz_cat06_w_092,active,b1_m06,contrast,review_flagged_imported,medical/legal/insurance precision; check current standard usage and B1-safe treatment before import,medical/legal/insurance precision; check current standard usage and B1-safe treatment before import,medical_legal_admin_review,Item is excluded or marked for review.
review_queue_item,b1_m06,v080149_cat06_wortschatz_cat06_w_093,active,b1_m06,contrast,review_flagged_imported,medical/legal/insurance precision; check current standard usage and B1-safe treatment before import,medical/legal/insurance precision; check current standard usage and B1-safe treatment before import,medical_legal_admin_review,Item is excluded or marked for review.
review_queue_item,b1_m06,v080149_cat06_wortschatz_cat06_w_094,active,b1_m06,contrast,review_flagged_imported,medical/legal/insurance precision; check current standard usage and B1-safe treatment before import,medical/legal/insurance precision; check current standard usage and B1-safe treatment before import,medical_legal_admin_review,Item is excluded or marked for review.
review_queue_item,b1_m06,v080149_cat06_wortschatz_cat06_w_095,active,b1_m06,contrast,review_flagged_imported,medical/legal/insurance precision; check current standard usage and B1-safe treatment before import,medical/legal/insurance precision; check current standard usage and B1-safe treatment before import,medical_legal_admin_review,Item is excluded or marked for review.
review_queue_item,b1_m06,v080149_cat06_wortschatz_cat06_w_096,active,b1_m06,contrast,review_flagged_imported,medical/legal/insurance precision; check current standard usage and B1-safe treatment before import,medical/legal/insurance precision; check current standard usage and B1-safe treatment before import,medical_legal_admin_review,Item is excluded or marked for review.
review_queue_item,b1_m06,v080149_cat06_wortschatz_cat06_w_097,active,b1_m06,contrast,review_flagged_imported,medical/legal/insurance precision; check current standard usage and B1-safe treatment before import,medical/legal/insurance precision; check current standard usage and B1-safe treatment before import,medical_legal_admin_review,Item is excluded or marked for review.
review_queue_item,b1_m06,v080149_cat06_wortschatz_cat06_w_098,active,b1_m06,correction,review_flagged_imported,medical/legal/insurance precision; check current standard usage and B1-safe treatment before import,medical/legal/insurance precision; check current standard usage and B1-safe treatment before import,medical_legal_admin_review,Item is excluded or marked for review.
review_queue_item,b1_m06,v080149_cat06_wortschatz_cat06_w_099,active,b1_m06,contrast,review_flagged_imported,medical/legal/insurance precision; check current standard usage and B1-safe treatment before import,medical/legal/insurance precision; check current standard usage and B1-safe treatment before import,medical_legal_admin_review,Item is excluded or marked for review.
review_queue_item,b1_m06,v080149_cat06_wortschatz_cat06_w_100,active,b1_m06,contrast,review_flagged_imported,medical/legal/insurance precision; check current standard usage and B1-safe treatment before import,medical/legal/insurance precision; check current standard usage and B1-safe treatment before import,medical_legal_admin_review,Item is excluded or marked for review.
review_queue_item,b1_m06,v080149_cat06_wortschatz_cat06_w_101,active,b1_m06,correction,review_flagged_imported,medical/legal/insurance precision; check current standard usage and B1-safe treatment before import,medical/legal/insurance precision; check current standard usage and B1-safe treatment before import,medical_legal_admin_review,Item is excluded or marked for review.
review_queue_item,b1_m06,v080149_cat06_wortschatz_cat06_w_102,active,b1_m06,correction,review_flagged_imported,medical/legal/insurance precision; check current standard usage and B1-safe treatment before import,medical/legal/insurance precision; check current standard usage and B1-safe treatment before import,medical_legal_admin_review,Item is excluded or marked for review.
review_queue_item,b1_m06,v080149_cat06_wortschatz_cat06_w_103,active,b1_m06,contrast,review_flagged_imported,medical/legal/insurance precision; check current standard usage and B1-safe treatment before import,medical/legal/insurance precision; check current standard usage and B1-safe treatment before import,medical_legal_admin_review,Item is excluded or marked for review.
review_queue_item,b1_m06,v080149_cat06_wortschatz_cat06_w_104,active,b1_m06,contrast,review_flagged_imported,medical/legal/insurance precision; check current standard usage and B1-safe treatment before import,medical/legal/insurance precision; check current standard usage and B1-safe treatment before import,medical_legal_admin_review,Item is excluded or marked for review.
review_queue_item,b1_m06,v080149_cat06_wortschatz_cat06_w_105,active,b1_m06,contrast,review_flagged_imported,medical/legal/insurance precision; check current standard usage and B1-safe treatment before import,medical/legal/insurance precision; check current standard usage and B1-safe treatment before import,medical_legal_admin_review,Item is excluded or marked for review.
review_queue_item,b1_m06,v080149_cat06_wortschatz_cat06_w_106,active,b1_m06,contrast,review_flagged_imported,medical/legal/insurance precision; check current standard usage and B1-safe treatment before import,medical/legal/insurance precision; check current standard usage and B1-safe treatment before import,medical_legal_admin_review,Item is excluded or marked for review.
review_queue_item,b1_m06,v080149_cat06_wortschatz_cat06_w_107,active,b1_m06,contrast,review_flagged_imported,medical/legal/insurance precision; check current standard usage and B1-safe treatment before import,medical/legal/insurance precision; check current standard usage and B1-safe treatment before import,medical_legal_admin_review,Item is excluded or marked for review.
review_queue_item,b1_m06,v080149_cat06_wortschatz_cat06_w_108,active,b1_m06,contrast,review_flagged_imported,medical/legal/insurance precision; check current standard usage and B1-safe treatment before import,medical/legal/insurance precision; check current standard usage and B1-safe treatment before import,medical_legal_admin_review,Item is excluded or marked for review.
review_queue_item,b1_m06,v080149_cat06_wortschatz_cat06_w_109,active,b1_m06,contrast,review_flagged_imported,medical/legal/insurance precision; check current standard usage and B1-safe treatment before import,medical/legal/insurance precision; check current standard usage and B1-safe treatment before import,medical_legal_admin_review,Item is excluded or marked for review.
review_queue_item,b1_m06,v080149_cat06_wortschatz_cat06_w_110,active,b1_m06,contrast,review_flagged_imported,medical/legal/insurance precision; check current standard usage and B1-safe treatment before import,medical/legal/insurance precision; check current standard usage and B1-safe treatment before import,medical_legal_admin_review,Item is excluded or marked for review.
review_queue_item,b1_m06,v080149_cat06_wortschatz_cat06_w_111,active,b1_m06,contrast,review_flagged_imported,medical/legal/insurance precision; check current standard usage and B1-safe treatment before import,medical/legal/insurance precision; check current standard usage and B1-safe treatment before import,medical_legal_admin_review,Item is excluded or marked for review.
review_queue_item,b1_m06,v080149_cat06_wortschatz_cat06_w_112,active,b1_m06,contrast,review_flagged_imported,medical/legal/insurance precision; check current standard usage and B1-safe treatment before import,medical/legal/insurance precision; check current standard usage and B1-safe treatment before import,medical_legal_admin_review,Item is excluded or marked for review.
review_queue_item,b1_m06,v080149_cat06_wortschatz_cat06_w_113,active,b1_m06,contrast,review_flagged_imported,medical/legal/insurance precision; check current standard usage and B1-safe treatment before import,medical/legal/insurance precision; check current standard usage and B1-safe treatment before import,medical_legal_admin_review,Item is excluded or marked for review.
review_queue_item,b1_m06,v080149_cat06_wortschatz_cat06_w_114,active,b1_m06,contrast,review_flagged_imported,medical/legal/insurance precision; check current standard usage and B1-safe treatment before import,medical/legal/insurance precision; check current standard usage and B1-safe treatment before import,medical_legal_admin_review,Item is excluded or marked for review.
review_queue_item,b1_m06,v080149_cat06_wortschatz_cat06_w_115,active,b1_m06,contrast,review_flagged_imported,medical/legal/insurance precision; check current standard usage and B1-safe treatment before import,medical/legal/insurance precision; check current standard usage and B1-safe treatment before import,medical_legal_admin_review,Item is excluded or marked for review.
review_queue_item,b1_m06,v080149_cat06_wortschatz_cat06_w_116,active,b1_m06,contrast,review_flagged_imported,medical/legal/insurance precision; check current standard usage and B1-safe treatment before import,medical/legal/insurance precision; check current standard usage and B1-safe treatment before import,medical_legal_admin_review,Item is excluded or marked for review.
review_queue_item,b1_m06,v080149_cat06_wortschatz_cat06_w_117,active,b1_m06,contrast,review_flagged_imported,medical/legal/insurance precision; check current standard usage and B1-safe treatment before import,medical/legal/insurance precision; check current standard usage and B1-safe treatment before import,medical_legal_admin_review,Item is excluded or marked for review.
review_queue_item,b1_m07,v080149_cat07_collocation_cat07_coll_005,active,b1_m07,contrast,review_flagged_imported,HR/leave/meeting-process nuance; confirm natural B1-safe wording before import.,HR/leave/meeting-process nuance; confirm natural B1-safe wording before import.,medical_legal_admin_review,Item is excluded or marked for review.
review_queue_item,b1_m07,v080149_cat07_collocation_cat07_coll_007,active,b1_m07,correction,review_flagged_imported,HR/leave/meeting-process nuance; confirm natural B1-safe wording before import.,HR/leave/meeting-process nuance; confirm natural B1-safe wording before import.,register_unclear,Item is excluded or marked for review.
review_queue_item,b1_m07,v080149_cat07_collocation_cat07_coll_021,active,b1_m07,contrast,review_flagged_imported,HR/leave/meeting-process nuance; confirm natural B1-safe wording before import.,HR/leave/meeting-process nuance; confirm natural B1-safe wording before import.,register_unclear,Item is excluded or marked for review.
review_queue_item,b1_m07,v080149_cat07_collocation_cat07_coll_023,active,b1_m07,contrast,review_flagged_imported,HR/leave/meeting-process nuance; confirm natural B1-safe wording before import.,HR/leave/meeting-process nuance; confirm natural B1-safe wording before import.,register_unclear,Item is excluded or marked for review.
review_queue_item,b1_m07,v080149_cat07_collocation_cat07_coll_024,active,b1_m07,contrast,review_flagged_imported,HR/leave/meeting-process nuance; confirm natural B1-safe wording before import.,HR/leave/meeting-process nuance; confirm natural B1-safe wording before import.,register_unclear,Item is excluded or marked for review.
review_queue_item,b1_m07,v080149_cat07_collocation_cat07_coll_025,active,b1_m07,contrast,review_flagged_imported,HR/leave/meeting-process nuance; confirm natural B1-safe wording before import.,HR/leave/meeting-process nuance; confirm natural B1-safe wording before import.,register_unclear,Item is excluded or marked for review.
review_queue_item,b1_m07,v080149_cat07_collocation_cat07_coll_027,active,b1_m07,contrast,review_flagged_imported,HR/leave/meeting-process nuance; confirm natural B1-safe wording before import.,HR/leave/meeting-process nuance; confirm natural B1-safe wording before import.,medical_legal_admin_review,Item is excluded or marked for review.
review_queue_item,b1_m07,v080149_cat07_collocation_cat07_coll_028,active,b1_m07,contrast,review_flagged_imported,HR/leave/meeting-process nuance; confirm natural B1-safe wording before import.,HR/leave/meeting-process nuance; confirm natural B1-safe wording before import.,medical_legal_admin_review,Item is excluded or marked for review.
review_queue_item,b1_m07,v080149_cat07_collocation_cat07_coll_033,active,b1_m07,correction,review_flagged_imported,HR/leave/meeting-process nuance; confirm natural B1-safe wording before import.,HR/leave/meeting-process nuance; confirm natural B1-safe wording before import.,medical_legal_admin_review,Item is excluded or marked for review.
review_queue_item,b1_m07,v080149_cat07_collocation_cat07_coll_034,active,b1_m07,correction,review_flagged_imported,HR/leave/meeting-process nuance; confirm natural B1-safe wording before import.,HR/leave/meeting-process nuance; confirm natural B1-safe wording before import.,medical_legal_admin_review,Item is excluded or marked for review.
review_queue_item,b1_m07,v080149_cat07_collocation_cat07_coll_038,active,b1_m07,contrast,review_flagged_imported,HR/leave/meeting-process nuance; confirm natural B1-safe wording before import.,HR/leave/meeting-process nuance; confirm natural B1-safe wording before import.,register_unclear,Item is excluded or marked for review.
review_queue_item,b1_m07,v080149_cat07_contrast_cat07_cs_006,active,b1_m07,contrast,review_flagged_imported,HR/leave/register nuance; confirm before import.,HR/leave/register nuance; confirm before import.,register_unclear,Item is excluded or marked for review.
review_queue_item,b1_m07,v080149_cat07_contrast_cat07_cs_009,active,b1_m07,contrast,review_flagged_imported,HR/leave/register nuance; confirm before import.,HR/leave/register nuance; confirm before import.,register_unclear,Item is excluded or marked for review.
review_queue_item,b1_m07,v080149_cat07_contrast_cat07_cs_010,active,b1_m07,contrast,review_flagged_imported,HR/leave/register nuance; confirm before import.,HR/leave/register nuance; confirm before import.,register_unclear,Item is excluded or marked for review.
review_queue_item,b1_m07,v080149_cat07_contrast_cat07_cs_012,active,b1_m07,contrast,review_flagged_imported,HR/leave/register nuance; confirm before import.,HR/leave/register nuance; confirm before import.,register_unclear,Item is excluded or marked for review.
review_queue_item,b1_m07,v080149_cat07_contrast_cat07_cs_015,active,b1_m07,contrast,review_flagged_imported,HR/leave/register nuance; confirm before import.,HR/leave/register nuance; confirm before import.,medical_legal_admin_review,Item is excluded or marked for review.
review_queue_item,b1_m07,v080149_cat07_contrast_cat07_cs_016,active,b1_m07,contrast,review_flagged_imported,HR/leave/register nuance; confirm before import.,HR/leave/register nuance; confirm before import.,medical_legal_admin_review,Item is excluded or marked for review.
review_queue_item,b1_m07,v080149_cat07_contrast_cat07_cs_017,active,b1_m07,contrast,review_flagged_imported,HR/leave/register nuance; confirm before import.,HR/leave/register nuance; confirm before import.,medical_legal_admin_review,Item is excluded or marked for review.
review_queue_item,b1_m07,v080149_cat07_contrast_cat07_cs_018,active,b1_m07,contrast,review_flagged_imported,HR/leave/register nuance; confirm before import.,HR/leave/register nuance; confirm before import.,medical_legal_admin_review,Item is excluded or marked for review.
review_queue_item,b1_m07,v080149_cat07_contrast_cat07_cs_020,active,b1_m07,contrast,review_flagged_imported,HR/leave/register nuance; confirm before import.,HR/leave/register nuance; confirm before import.,medical_legal_admin_review,Item is excluded or marked for review.
review_queue_item,b1_m07,v080149_cat07_contrast_cat07_cs_021,active,b1_m07,contrast,review_flagged_imported,HR/leave/register nuance; confirm before import.,HR/leave/register nuance; confirm before import.,medical_legal_admin_review,Item is excluded or marked for review.
review_queue_item,b1_m07,v080149_cat07_contrast_cat07_cs_024,active,b1_m07,contrast,review_flagged_imported,HR/leave/register nuance; confirm before import.,HR/leave/register nuance; confirm before import.,medical_legal_admin_review,Item is excluded or marked for review.
review_queue_item,b1_m07,v080149_cat07_practice_family_cat07_pf_007,active,b1_m07,cloze,review_flagged_imported,HR/leave/meeting-process nuance; confirm B1-safe wording before import.,HR/leave/meeting-process nuance; confirm B1-safe wording before import.,register_unclear,Item is excluded or marked for review.
review_queue_item,b1_m07,v080149_cat07_practice_family_cat07_pf_017,active,b1_m07,cloze,review_flagged_imported,HR/leave/meeting-process nuance; confirm B1-safe wording before import.,HR/leave/meeting-process nuance; confirm B1-safe wording before import.,register_unclear,Item is excluded or marked for review.
review_queue_item,b1_m07,v080149_cat07_practice_family_cat07_pf_018,active,b1_m07,cloze,review_flagged_imported,HR/leave/meeting-process nuance; confirm B1-safe wording before import.,HR/leave/meeting-process nuance; confirm B1-safe wording before import.,register_unclear,Item is excluded or marked for review.
review_queue_item,b1_m07,v080149_cat07_practice_family_cat07_pf_021,active,b1_m07,cloze,review_flagged_imported,HR/leave/meeting-process nuance; confirm B1-safe wording before import.,HR/leave/meeting-process nuance; confirm B1-safe wording before import.,medical_legal_admin_review,Item is excluded or marked for review.
review_queue_item,b1_m07,v080149_cat07_practice_family_cat07_pf_022,active,b1_m07,cloze,review_flagged_imported,HR/leave/meeting-process nuance; confirm B1-safe wording before import.,HR/leave/meeting-process nuance; confirm B1-safe wording before import.,medical_legal_admin_review,Item is excluded or marked for review.
review_queue_item,b1_m07,v080149_cat07_practice_family_cat07_pf_023,active,b1_m07,cloze,review_flagged_imported,HR/leave/meeting-process nuance; confirm B1-safe wording before import.,HR/leave/meeting-process nuance; confirm B1-safe wording before import.,medical_legal_admin_review,Item is excluded or marked for review.
review_queue_item,b1_m07,v080149_cat07_practice_family_cat07_pf_024,active,b1_m07,cloze,review_flagged_imported,HR/leave/meeting-process nuance; confirm B1-safe wording before import.,HR/leave/meeting-process nuance; confirm B1-safe wording before import.,register_unclear,Item is excluded or marked for review.
review_queue_item,b1_m07,v080149_cat07_practice_family_cat07_pf_025,active,b1_m07,cloze,review_flagged_imported,HR/leave/meeting-process nuance; confirm B1-safe wording before import.,HR/leave/meeting-process nuance; confirm B1-safe wording before import.,register_unclear,Item is excluded or marked for review.
review_queue_item,b1_m07,v080149_cat07_practice_family_cat07_pf_030,active,b1_m07,cloze,review_flagged_imported,HR/leave/meeting-process nuance; confirm B1-safe wording before import.,HR/leave/meeting-process nuance; confirm B1-safe wording before import.,medical_legal_admin_review,Item is excluded or marked for review.
review_queue_item,b1_m07,v080149_cat07_practice_family_cat07_pf_036,active,b1_m07,contrast,review_flagged_imported,HR/leave/meeting-process nuance; confirm B1-safe wording before import.,HR/leave/meeting-process nuance; confirm B1-safe wording before import.,register_unclear,Item is excluded or marked for review.
review_queue_item,b1_m07,v080149_cat07_practice_family_cat07_pf_039,active,b1_m07,contrast,review_flagged_imported,HR/leave/meeting-process nuance; confirm B1-safe wording before import.,HR/leave/meeting-process nuance; confirm B1-safe wording before import.,register_unclear,Item is excluded or marked for review.
review_queue_item,b1_m07,v080149_cat07_practice_family_cat07_pf_040,active,b1_m07,contrast,review_flagged_imported,HR/leave/meeting-process nuance; confirm B1-safe wording before import.,HR/leave/meeting-process nuance; confirm B1-safe wording before import.,register_unclear,Item is excluded or marked for review.
review_queue_item,b1_m07,v080149_cat07_practice_family_cat07_pf_042,active,b1_m07,contrast,review_flagged_imported,HR/leave/meeting-process nuance; confirm B1-safe wording before import.,HR/leave/meeting-process nuance; confirm B1-safe wording before import.,register_unclear,Item is excluded or marked for review.
review_queue_item,b1_m07,v080149_cat07_practice_family_cat07_pf_045,active,b1_m07,contrast,review_flagged_imported,HR/leave/meeting-process nuance; confirm B1-safe wording before import.,HR/leave/meeting-process nuance; confirm B1-safe wording before import.,medical_legal_admin_review,Item is excluded or marked for review.
