queueId,itemId,sourceRowId,sourceFile,originQueueFile,originVersion,issueType,issueCodes,currentManifestStatus,currentRouteKey,currentModuleKey,currentContentBankKey,currentTaskType,currentAnswerMode,currentResponseSurface,normalPracticeEligible,normalAutoGradedPracticeEligible,activeB1Evidence,reviewOnly,v02ApplyGateStatus,sourceCleanupBatch,feedbackCleanupBatch,metadataProvenance,metadataConfidence,currentResolutionBucket,currentResolutionReason,recommendedNextAction,riskLevel
rq-04037,v080149_cat02_practice_family_cat02_pf_022,cat02-pf-022,b1_m01,docs/qa/v0.85.4_completion_gate_prompt_cue_issues.csv,v0.85.4,raw_backtick_or_internal_label,Raw item text contains backtick or internal label pattern.,found,b1_m01,b1-01,b1_m01,vocab_cloze,typed,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,RESOLVED_BY_V0856_SOURCE_CLEANUP,Runtime display gates report zero active display-contract defects for this source-display issue class.,No action now.,low
rq-04038,v080149_cat02_practice_family_cat02_pf_023,cat02-pf-023,b1_m01,docs/qa/v0.85.4_completion_gate_prompt_cue_issues.csv,v0.85.4,raw_backtick_or_internal_label,Raw item text contains backtick or internal label pattern.,found,b1_m01,b1-01,b1_m01,vocab_cloze,typed,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,RESOLVED_BY_V0856_SOURCE_CLEANUP,Runtime display gates report zero active display-contract defects for this source-display issue class.,No action now.,low
rq-04039,v080149_cat02_practice_family_cat02_pf_024,cat02-pf-024,b1_m01,docs/qa/v0.85.4_completion_gate_prompt_cue_issues.csv,v0.85.4,raw_backtick_or_internal_label,Raw item text contains backtick or internal label pattern.,found,b1_m01,b1-01,b1_m01,vocab_cloze,typed,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,RESOLVED_BY_V0856_SOURCE_CLEANUP,Runtime display gates report zero active display-contract defects for this source-display issue class.,No action now.,low
rq-04040,v080149_cat02_practice_family_cat02_pf_026,cat02-pf-026,b1_m01,docs/qa/v0.85.4_completion_gate_prompt_cue_issues.csv,v0.85.4,raw_backtick_or_internal_label,Raw item text contains backtick or internal label pattern.,found,b1_m01,b1-01,b1_m01,vocab_cloze,typed,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,RESOLVED_BY_V0856_SOURCE_CLEANUP,Runtime display gates report zero active display-contract defects for this source-display issue class.,No action now.,low
rq-04041,v080149_cat02_practice_family_cat02_pf_027,cat02-pf-027,b1_m01,docs/qa/v0.85.4_completion_gate_prompt_cue_issues.csv,v0.85.4,raw_backtick_or_internal_label,Raw item text contains backtick or internal label pattern.,found,b1_m01,b1-01,b1_m01,vocab_cloze,typed,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,RESOLVED_BY_V0856_SOURCE_CLEANUP,Runtime display gates report zero active display-contract defects for this source-display issue class.,No action now.,low
rq-04042,v080149_cat02_practice_family_cat02_pf_028,cat02-pf-028,b1_m01,docs/qa/v0.85.4_completion_gate_prompt_cue_issues.csv,v0.85.4,raw_backtick_or_internal_label,Raw item text contains backtick or internal label pattern.,found,b1_m01,b1-01,b1_m01,vocab_cloze,typed,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,RESOLVED_BY_V0856_SOURCE_CLEANUP,Runtime display gates report zero active display-contract defects for this source-display issue class.,No action now.,low
rq-04043,v080149_cat02_practice_family_cat02_pf_029,cat02-pf-029,b1_m01,docs/qa/v0.85.4_completion_gate_prompt_cue_issues.csv,v0.85.4,raw_backtick_or_internal_label,Raw item text contains backtick or internal label pattern.,found,b1_m01,b1-01,b1_m01,vocab_cloze,typed,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,RESOLVED_BY_V0856_SOURCE_CLEANUP,Runtime display gates report zero active display-contract defects for this source-display issue class.,No action now.,low
rq-04044,v080149_cat02_practice_family_cat02_pf_030,cat02-pf-030,b1_m01,docs/qa/v0.85.4_completion_gate_prompt_cue_issues.csv,v0.85.4,raw_backtick_or_internal_label,Raw item text contains backtick or internal label pattern.,found,b1_m01,b1-01,b1_m01,vocab_cloze,typed,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,RESOLVED_BY_V0856_SOURCE_CLEANUP,Runtime display gates report zero active display-contract defects for this source-display issue class.,No action now.,low
rq-04045,v080149_cat02_practice_family_cat02_pf_031,cat02-pf-031,b1_m01,docs/qa/v0.85.4_completion_gate_prompt_cue_issues.csv,v0.85.4,raw_backtick_or_internal_label,Raw item text contains backtick or internal label pattern.,found,b1_m01,b1-01,b1_m01,vocab_cloze,typed,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,RESOLVED_BY_V0856_SOURCE_CLEANUP,Runtime display gates report zero active display-contract defects for this source-display issue class.,No action now.,low
rq-04046,v080149_cat02_practice_family_cat02_pf_032,cat02-pf-032,b1_m01,docs/qa/v0.85.4_completion_gate_prompt_cue_issues.csv,v0.85.4,raw_backtick_or_internal_label,Raw item text contains backtick or internal label pattern.,found,b1_m01,b1-01,b1_m01,vocab_cloze,typed,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,RESOLVED_BY_V0856_SOURCE_CLEANUP,Runtime display gates report zero active display-contract defects for this source-display issue class.,No action now.,low
rq-04047,v080149_cat02_practice_family_cat02_pf_033,cat02-pf-033,b1_m01,docs/qa/v0.85.4_completion_gate_prompt_cue_issues.csv,v0.85.4,raw_backtick_or_internal_label,Raw item text contains backtick or internal label pattern.,found,b1_m01,b1-01,b1_m01,vocab_cloze,typed,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,RESOLVED_BY_V0856_SOURCE_CLEANUP,Runtime display gates report zero active display-contract defects for this source-display issue class.,No action now.,low
rq-04048,v080149_cat02_practice_family_cat02_pf_034,cat02-pf-034,b1_m01,docs/qa/v0.85.4_completion_gate_prompt_cue_issues.csv,v0.85.4,raw_backtick_or_internal_label,Raw item text contains backtick or internal label pattern.,found,b1_m01,b1-01,b1_m01,vocab_cloze,typed,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,RESOLVED_BY_V0856_SOURCE_CLEANUP,Runtime display gates report zero active display-contract defects for this source-display issue class.,No action now.,low
rq-04049,v080149_cat02_practice_family_cat02_pf_035,cat02-pf-035,b1_m01,docs/qa/v0.85.4_completion_gate_prompt_cue_issues.csv,v0.85.4,raw_backtick_or_internal_label,Raw item text contains backtick or internal label pattern.,found,b1_m01,b1-01,b1_m01,vocab_cloze,typed,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,RESOLVED_BY_V0856_SOURCE_CLEANUP,Runtime display gates report zero active display-contract defects for this source-display issue class.,No action now.,low
rq-04050,v080149_cat02_practice_family_cat02_pf_036,cat02-pf-036,b1_m01,docs/qa/v0.85.4_completion_gate_prompt_cue_issues.csv,v0.85.4,raw_backtick_or_internal_label,Raw item text contains backtick or internal label pattern.,found,b1_m01,b1-01,b1_m01,vocab_cloze,typed,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,RESOLVED_BY_V0856_SOURCE_CLEANUP,Runtime display gates report zero active display-contract defects for this source-display issue class.,No action now.,low
rq-04051,v080149_cat02_practice_family_cat02_pf_037,cat02-pf-037,b1_m01,docs/qa/v0.85.4_completion_gate_prompt_cue_issues.csv,v0.85.4,raw_backtick_or_internal_label,Raw item text contains backtick or internal label pattern.,found,b1_m01,b1-01,b1_m01,vocab_cloze,typed,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,RESOLVED_BY_V0856_SOURCE_CLEANUP,Runtime display gates report zero active display-contract defects for this source-display issue class.,No action now.,low
rq-04052,v080149_cat02_practice_family_cat02_pf_038,cat02-pf-038,b1_m01,docs/qa/v0.85.4_completion_gate_prompt_cue_issues.csv,v0.85.4,raw_backtick_or_internal_label,Raw item text contains backtick or internal label pattern.,found,b1_m01,b1-01,b1_m01,vocab_cloze,typed,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,RESOLVED_BY_V0856_SOURCE_CLEANUP,Runtime display gates report zero active display-contract defects for this source-display issue class.,No action now.,low
rq-04053,v080149_cat02_practice_family_cat02_pf_039,cat02-pf-039,b1_m01,docs/qa/v0.85.4_completion_gate_prompt_cue_issues.csv,v0.85.4,raw_backtick_or_internal_label,Raw item text contains backtick or internal label pattern.,found,b1_m01,b1-01,b1_m01,vocab_cloze,typed,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,RESOLVED_BY_V0856_SOURCE_CLEANUP,Runtime display gates report zero active display-contract defects for this source-display issue class.,No action now.,low
rq-04054,v080149_cat02_practice_family_cat02_pf_040,cat02-pf-040,b1_m01,docs/qa/v0.85.4_completion_gate_prompt_cue_issues.csv,v0.85.4,raw_backtick_or_internal_label,Raw item text contains backtick or internal label pattern.,found,b1_m01,b1-01,b1_m01,vocab_cloze,typed,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,RESOLVED_BY_V0856_SOURCE_CLEANUP,Runtime display gates report zero active display-contract defects for this source-display issue class.,No action now.,low
rq-04055,v080149_cat02_practice_family_cat02_pf_041,cat02-pf-041,b1_m01,docs/qa/v0.85.4_completion_gate_prompt_cue_issues.csv,v0.85.4,raw_backtick_or_internal_label,Raw item text contains backtick or internal label pattern.,found,b1_m01,b1-01,b1_m01,vocab_cloze,typed,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,RESOLVED_BY_V0856_SOURCE_CLEANUP,Runtime display gates report zero active display-contract defects for this source-display issue class.,No action now.,low
rq-04056,v080149_cat02_practice_family_cat02_pf_042,cat02-pf-042,b1_m01,docs/qa/v0.85.4_completion_gate_prompt_cue_issues.csv,v0.85.4,raw_backtick_or_internal_label,Raw item text contains backtick or internal label pattern.,found,b1_m01,b1-01,b1_m01,vocab_cloze,typed,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,RESOLVED_BY_V0856_SOURCE_CLEANUP,Runtime display gates report zero active display-contract defects for this source-display issue class.,No action now.,low
rq-04057,v080149_cat02_practice_family_cat02_pf_043,cat02-pf-043,b1_m01,docs/qa/v0.85.4_completion_gate_prompt_cue_issues.csv,v0.85.4,raw_backtick_or_internal_label,Raw item text contains backtick or internal label pattern.,found,b1_m01,b1-01,b1_m01,vocab_cloze,typed,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,RESOLVED_BY_V0856_SOURCE_CLEANUP,Runtime display gates report zero active display-contract defects for this source-display issue class.,No action now.,low
rq-04058,v080149_cat02_practice_family_cat02_pf_044,cat02-pf-044,b1_m01,docs/qa/v0.85.4_completion_gate_prompt_cue_issues.csv,v0.85.4,raw_backtick_or_internal_label,Raw item text contains backtick or internal label pattern.,found,b1_m01,b1-01,b1_m01,vocab_cloze,typed,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,RESOLVED_BY_V0856_SOURCE_CLEANUP,Runtime display gates report zero active display-contract defects for this source-display issue class.,No action now.,low
rq-04059,v080149_cat02_practice_family_cat02_pf_045,cat02-pf-045,b1_m01,docs/qa/v0.85.4_completion_gate_prompt_cue_issues.csv,v0.85.4,raw_backtick_or_internal_label,Raw item text contains backtick or internal label pattern.,found,b1_m01,b1-01,b1_m01,vocab_cloze,typed,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,RESOLVED_BY_V0856_SOURCE_CLEANUP,Runtime display gates report zero active display-contract defects for this source-display issue class.,No action now.,low
rq-04060,v080149_cat02_practice_family_cat02_pf_046,cat02-pf-046,b1_m01,docs/qa/v0.85.4_completion_gate_prompt_cue_issues.csv,v0.85.4,raw_backtick_or_internal_label,Raw item text contains backtick or internal label pattern.,found,b1_m01,b1-01,b1_m01,vocab_cloze,typed,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,RESOLVED_BY_V0856_SOURCE_CLEANUP,Runtime display gates report zero active display-contract defects for this source-display issue class.,No action now.,low
rq-04061,v080149_cat02_practice_family_cat02_pf_047,cat02-pf-047,b1_m01,docs/qa/v0.85.4_completion_gate_prompt_cue_issues.csv,v0.85.4,raw_backtick_or_internal_label,Raw item text contains backtick or internal label pattern.,found,b1_m01,b1-01,b1_m01,vocab_cloze,typed,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,RESOLVED_BY_V0856_SOURCE_CLEANUP,Runtime display gates report zero active display-contract defects for this source-display issue class.,No action now.,low
rq-04062,v080149_cat02_practice_family_cat02_pf_048,cat02-pf-048,b1_m01,docs/qa/v0.85.4_completion_gate_prompt_cue_issues.csv,v0.85.4,raw_backtick_or_internal_label,Raw item text contains backtick or internal label pattern.,found,b1_m01,b1-01,b1_m01,vocab_cloze,typed,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,RESOLVED_BY_V0856_SOURCE_CLEANUP,Runtime display gates report zero active display-contract defects for this source-display issue class.,No action now.,low
rq-04063,v080149_cat02_practice_family_cat02_pf_049,cat02-pf-049,b1_m01,docs/qa/v0.85.4_completion_gate_prompt_cue_issues.csv,v0.85.4,raw_backtick_or_internal_label,Raw item text contains backtick or internal label pattern.,found,b1_m01,b1-01,b1_m01,vocab_cloze,typed,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,RESOLVED_BY_V0856_SOURCE_CLEANUP,Runtime display gates report zero active display-contract defects for this source-display issue class.,No action now.,low
rq-04064,v080149_cat02_practice_family_cat02_pf_050,cat02-pf-050,b1_m01,docs/qa/v0.85.4_completion_gate_prompt_cue_issues.csv,v0.85.4,raw_backtick_or_internal_label,Raw item text contains backtick or internal label pattern.,found,b1_m01,b1-01,b1_m01,vocab_cloze,typed,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,RESOLVED_BY_V0856_SOURCE_CLEANUP,Runtime display gates report zero active display-contract defects for this source-display issue class.,No action now.,low
rq-04065,v080149_cat02_practice_family_cat02_pf_052,cat02-pf-052,b1_m01,docs/qa/v0.85.4_completion_gate_prompt_cue_issues.csv,v0.85.4,raw_backtick_or_internal_label,Raw item text contains backtick or internal label pattern.,found,b1_m01,b1-01,b1_m01,error_repair,typed,,,,true,,replaced_v0_85_6a_2,,,explicit,high,RESOLVED_BY_V0856_SOURCE_CLEANUP,Runtime display gates report zero active display-contract defects for this source-display issue class.,No action now.,low
rq-04066,v080149_cat02_practice_family_cat02_pf_053,cat02-pf-053,b1_m01,docs/qa/v0.85.4_completion_gate_prompt_cue_issues.csv,v0.85.4,raw_backtick_or_internal_label,Raw item text contains backtick or internal label pattern.,found,b1_m01,b1-01,b1_m01,error_repair,typed,,,,true,,,,,explicit,high,RESOLVED_BY_V0856_SOURCE_CLEANUP,Runtime display gates report zero active display-contract defects for this source-display issue class.,No action now.,low
rq-04067,v080149_cat02_practice_family_cat02_pf_055,cat02-pf-055,b1_m01,docs/qa/v0.85.4_completion_gate_prompt_cue_issues.csv,v0.85.4,raw_backtick_or_internal_label,Raw item text contains backtick or internal label pattern.,found,b1_m01,b1-01,b1_m01,error_repair,typed,,,,true,,,,,explicit,high,RESOLVED_BY_V0856_SOURCE_CLEANUP,Runtime display gates report zero active display-contract defects for this source-display issue class.,No action now.,low
rq-04068,v080149_cat02_practice_family_cat02_pf_056,cat02-pf-056,b1_m01,docs/qa/v0.85.4_completion_gate_prompt_cue_issues.csv,v0.85.4,raw_backtick_or_internal_label,Raw item text contains backtick or internal label pattern.,found,b1_m01,b1-01,b1_m01,error_repair,typed,,,,true,,,,,explicit,high,RESOLVED_BY_V0856_SOURCE_CLEANUP,Runtime display gates report zero active display-contract defects for this source-display issue class.,No action now.,low
rq-04069,v080149_cat02_practice_family_cat02_pf_058,cat02-pf-058,b1_m01,docs/qa/v0.85.4_completion_gate_prompt_cue_issues.csv,v0.85.4,raw_backtick_or_internal_label,Raw item text contains backtick or internal label pattern.,found,b1_m01,b1-01,b1_m01,error_repair,typed,,,,true,,replaced_v0_85_6a_2,,,explicit,high,RESOLVED_BY_V0856_SOURCE_CLEANUP,Runtime display gates report zero active display-contract defects for this source-display issue class.,No action now.,low
rq-04070,v080149_cat02_practice_family_cat02_pf_059,cat02-pf-059,b1_m01,docs/qa/v0.85.4_completion_gate_prompt_cue_issues.csv,v0.85.4,raw_backtick_or_internal_label,Raw item text contains backtick or internal label pattern.,found,b1_m01,b1-01,b1_m01,error_repair,typed,,,,true,,replaced_v0_85_6a_2,,,explicit,high,RESOLVED_BY_V0856_SOURCE_CLEANUP,Runtime display gates report zero active display-contract defects for this source-display issue class.,No action now.,low
rq-04071,v080149_cat02_practice_family_cat02_pf_060,cat02-pf-060,b1_m01,docs/qa/v0.85.4_completion_gate_prompt_cue_issues.csv,v0.85.4,raw_backtick_or_internal_label,Raw item text contains backtick or internal label pattern.,found,b1_m01,b1-01,b1_m01,error_repair,typed,,,,true,,,,,explicit,high,RESOLVED_BY_V0856_SOURCE_CLEANUP,Runtime display gates report zero active display-contract defects for this source-display issue class.,No action now.,low
rq-04072,v080149_cat02_practice_family_cat02_pf_061,cat02-pf-061,b1_m01,docs/qa/v0.85.4_completion_gate_prompt_cue_issues.csv,v0.85.4,raw_backtick_or_internal_label,Raw item text contains backtick or internal label pattern.,found,b1_m01,b1-01,b1_m01,multiple_choice,selected_choice_value,,,,true,,replaced_v0_85_6a_2,,,explicit,high,RESOLVED_BY_V0856_SOURCE_CLEANUP,Runtime display gates report zero active display-contract defects for this source-display issue class.,No action now.,low
rq-04073,v080149_cat02_practice_family_cat02_pf_062,cat02-pf-062,b1_m01,docs/qa/v0.85.4_completion_gate_prompt_cue_issues.csv,v0.85.4,raw_backtick_or_internal_label,Raw item text contains backtick or internal label pattern.,found,b1_m01,b1-01,b1_m01,multiple_choice,selected_choice_value,,,,true,,replaced_v0_85_6a_2,,,explicit,high,RESOLVED_BY_V0856_SOURCE_CLEANUP,Runtime display gates report zero active display-contract defects for this source-display issue class.,No action now.,low
rq-04074,v080149_cat02_practice_family_cat02_pf_063,cat02-pf-063,b1_m01,docs/qa/v0.85.4_completion_gate_prompt_cue_issues.csv,v0.85.4,raw_backtick_or_internal_label,Raw item text contains backtick or internal label pattern.,found,b1_m01,b1-01,b1_m01,multiple_choice,selected_choice_value,,,,true,,replaced_v0_85_6a_2,,,explicit,high,RESOLVED_BY_V0856_SOURCE_CLEANUP,Runtime display gates report zero active display-contract defects for this source-display issue class.,No action now.,low
rq-04075,v080149_cat02_practice_family_cat02_pf_064,cat02-pf-064,b1_m01,docs/qa/v0.85.4_completion_gate_prompt_cue_issues.csv,v0.85.4,raw_backtick_or_internal_label,Raw item text contains backtick or internal label pattern.,found,b1_m01,b1-01,b1_m01,multiple_choice,selected_choice_value,,,,true,,replaced_v0_85_6a_2,,,explicit,high,RESOLVED_BY_V0856_SOURCE_CLEANUP,Runtime display gates report zero active display-contract defects for this source-display issue class.,No action now.,low
rq-04076,v080149_cat02_practice_family_cat02_pf_065,cat02-pf-065,b1_m01,docs/qa/v0.85.4_completion_gate_prompt_cue_issues.csv,v0.85.4,raw_backtick_or_internal_label,Raw item text contains backtick or internal label pattern.,found,b1_m01,b1-01,b1_m01,multiple_choice,selected_choice_value,,,,true,,replaced_v0_85_6a_2,,,explicit,high,RESOLVED_BY_V0856_SOURCE_CLEANUP,Runtime display gates report zero active display-contract defects for this source-display issue class.,No action now.,low
rq-04077,v080149_cat02_practice_family_cat02_pf_066,cat02-pf-066,b1_m01,docs/qa/v0.85.4_completion_gate_prompt_cue_issues.csv,v0.85.4,raw_backtick_or_internal_label,Raw item text contains backtick or internal label pattern.,found,b1_m01,b1-01,b1_m01,multiple_choice,selected_choice_value,,,,true,,replaced_v0_85_6a_2,,,explicit,high,RESOLVED_BY_V0856_SOURCE_CLEANUP,Runtime display gates report zero active display-contract defects for this source-display issue class.,No action now.,low
rq-04078,v080149_cat02_practice_family_cat02_pf_067,cat02-pf-067,b1_m01,docs/qa/v0.85.4_completion_gate_prompt_cue_issues.csv,v0.85.4,raw_backtick_or_internal_label,Raw item text contains backtick or internal label pattern.,found,b1_m01,b1-01,b1_m01,multiple_choice,selected_choice_value,,,,true,,replaced_v0_85_6a_2,,,explicit,high,RESOLVED_BY_V0856_SOURCE_CLEANUP,Runtime display gates report zero active display-contract defects for this source-display issue class.,No action now.,low
rq-04079,v080149_cat02_practice_family_cat02_pf_068,cat02-pf-068,b1_m01,docs/qa/v0.85.4_completion_gate_prompt_cue_issues.csv,v0.85.4,raw_backtick_or_internal_label,Raw item text contains backtick or internal label pattern.,found,b1_m01,b1-01,b1_m01,multiple_choice,selected_choice_value,,,,true,,replaced_v0_85_6a_2,,,explicit,high,RESOLVED_BY_V0856_SOURCE_CLEANUP,Runtime display gates report zero active display-contract defects for this source-display issue class.,No action now.,low
rq-04080,v080149_cat02_practice_family_cat02_pf_069,cat02-pf-069,b1_m01,docs/qa/v0.85.4_completion_gate_prompt_cue_issues.csv,v0.85.4,raw_backtick_or_internal_label,Raw item text contains backtick or internal label pattern.,found,b1_m01,b1-01,b1_m01,multiple_choice,selected_choice_value,,,,true,,replaced_v0_85_6a_2,,,explicit,high,RESOLVED_BY_V0856_SOURCE_CLEANUP,Runtime display gates report zero active display-contract defects for this source-display issue class.,No action now.,low
rq-04081,v080149_cat02_practice_family_cat02_pf_070,cat02-pf-070,b1_m01,docs/qa/v0.85.4_completion_gate_prompt_cue_issues.csv,v0.85.4,raw_backtick_or_internal_label,Raw item text contains backtick or internal label pattern.,found,b1_m01,b1-01,b1_m01,multiple_choice,selected_choice_value,,,,true,,replaced_v0_85_6a_2,,,explicit,high,RESOLVED_BY_V0856_SOURCE_CLEANUP,Runtime display gates report zero active display-contract defects for this source-display issue class.,No action now.,low
rq-04082,v080149_cat02_practice_family_cat02_pf_073,cat02-pf-073,b1_m01,docs/qa/v0.85.4_completion_gate_prompt_cue_issues.csv,v0.85.4,raw_backtick_or_internal_label,Raw item text contains backtick or internal label pattern.,found,b1_m01,b1-01,b1_m01,word_order_cloze,typed,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,RESOLVED_BY_V0856_SOURCE_CLEANUP,Runtime display gates report zero active display-contract defects for this source-display issue class.,No action now.,low
rq-04099,v080149_cat02_redemittel_cat02_r_008,cat02-r-008,b1_m01,docs/qa/v0.85.4_completion_gate_prompt_cue_issues.csv,v0.85.4,raw_backtick_or_internal_label,Raw item text contains backtick or internal label pattern.,found,b1_m01,b1-01,b1_m01,phrase_choice,selected_choice_value,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,RESOLVED_BY_V0856_SOURCE_CLEANUP,Runtime display gates report zero active display-contract defects for this source-display issue class.,No action now.,low
rq-04100,v080149_cat02_redemittel_cat02_r_024,cat02-r-024,b1_m01,docs/qa/v0.85.4_completion_gate_prompt_cue_issues.csv,v0.85.4,raw_x_vs_y_internal_label,Raw item text contains X-vs-Y style internal label.,found,b1_m01,b1-01,b1_m01,phrase_choice,selected_choice_value,,,,true,,,,,explicit,high,RESOLVED_BY_V0856_SOURCE_CLEANUP,Runtime display gates report zero active display-contract defects for this source-display issue class.,No action now.,low
rq-04101,v080149_cat02_redemittel_cat02_r_039,cat02-r-039,b1_m01,docs/qa/v0.85.4_completion_gate_prompt_cue_issues.csv,v0.85.4,raw_backtick_or_internal_label,Raw item text contains backtick or internal label pattern.,found,b1_m01,b1-01,b1_m01,phrase_choice,selected_choice_value,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,RESOLVED_BY_V0856_SOURCE_CLEANUP,Runtime display gates report zero active display-contract defects for this source-display issue class.,No action now.,low
rq-04102,v080149_cat02_redemittel_cat02_r_040,cat02-r-040,b1_m01,docs/qa/v0.85.4_completion_gate_prompt_cue_issues.csv,v0.85.4,raw_backtick_or_internal_label,Raw item text contains backtick or internal label pattern.,found,b1_m01,b1-01,b1_m01,phrase_choice,selected_choice_value,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,RESOLVED_BY_V0856_SOURCE_CLEANUP,Runtime display gates report zero active display-contract defects for this source-display issue class.,No action now.,low
rq-04103,v080149_cat02_redemittel_cat02_r_041,cat02-r-041,b1_m01,docs/qa/v0.85.4_completion_gate_prompt_cue_issues.csv,v0.85.4,raw_backtick_or_internal_label,Raw item text contains backtick or internal label pattern.,found,b1_m01,b1-01,b1_m01,phrase_choice,selected_choice_value,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,RESOLVED_BY_V0856_SOURCE_CLEANUP,Runtime display gates report zero active display-contract defects for this source-display issue class.,No action now.,low
rq-04104,v080149_cat02_redemittel_cat02_r_042,cat02-r-042,b1_m01,docs/qa/v0.85.4_completion_gate_prompt_cue_issues.csv,v0.85.4,raw_backtick_or_internal_label,Raw item text contains backtick or internal label pattern.,found,b1_m01,b1-01,b1_m01,phrase_choice,selected_choice_value,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,RESOLVED_BY_V0856_SOURCE_CLEANUP,Runtime display gates report zero active display-contract defects for this source-display issue class.,No action now.,low
rq-04105,v080149_cat02_redemittel_cat02_r_050,cat02-r-050,b1_m01,docs/qa/v0.85.4_completion_gate_prompt_cue_issues.csv,v0.85.4,raw_backtick_or_internal_label,Raw item text contains backtick or internal label pattern.,found,b1_m01,b1-01,b1_m01,phrase_choice,selected_choice_value,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,RESOLVED_BY_V0856_SOURCE_CLEANUP,Runtime display gates report zero active display-contract defects for this source-display issue class.,No action now.,low
rq-04106,v080149_cat02_wortschatz_cat02_w_014,cat02-w-014,b1_m01,docs/qa/v0.85.4_completion_gate_prompt_cue_issues.csv,v0.85.4,raw_backtick_or_internal_label,Raw item text contains backtick or internal label pattern.,found,b1_m01,b1-01,b1_m01,multiple_choice,selected_choice_value,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,RESOLVED_BY_V0856_SOURCE_CLEANUP,Runtime display gates report zero active display-contract defects for this source-display issue class.,No action now.,low
rq-04107,v080149_cat02_wortschatz_cat02_w_017,cat02-w-017,b1_m01,docs/qa/v0.85.4_completion_gate_prompt_cue_issues.csv,v0.85.4,raw_x_vs_y_internal_label,Raw item text contains X-vs-Y style internal label.,found,b1_m01,b1-01,b1_m01,multiple_choice,selected_choice_value,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,RESOLVED_BY_V0856_SOURCE_CLEANUP,Runtime display gates report zero active display-contract defects for this source-display issue class.,No action now.,low
rq-04108,v080149_cat02_wortschatz_cat02_w_027,cat02-w-027,b1_m01,docs/qa/v0.85.4_completion_gate_prompt_cue_issues.csv,v0.85.4,raw_backtick_or_internal_label,Raw item text contains backtick or internal label pattern.,found,b1_m01,b1-01,b1_m01,multiple_choice,selected_choice_value,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,RESOLVED_BY_V0856_SOURCE_CLEANUP,Runtime display gates report zero active display-contract defects for this source-display issue class.,No action now.,low
rq-04109,v080149_cat02_wortschatz_cat02_w_028,cat02-w-028,b1_m01,docs/qa/v0.85.4_completion_gate_prompt_cue_issues.csv,v0.85.4,raw_x_vs_y_internal_label,Raw item text contains X-vs-Y style internal label.,found,b1_m01,b1-01,b1_m01,multiple_choice,selected_choice_value,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,RESOLVED_BY_V0856_SOURCE_CLEANUP,Runtime display gates report zero active display-contract defects for this source-display issue class.,No action now.,low
rq-04110,v080149_cat02_wortschatz_cat02_w_030,cat02-w-030,b1_m01,docs/qa/v0.85.4_completion_gate_prompt_cue_issues.csv,v0.85.4,raw_backtick_or_internal_label,Raw item text contains backtick or internal label pattern.,found,b1_m01,b1-01,b1_m01,multiple_choice,selected_choice_value,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,RESOLVED_BY_V0856_SOURCE_CLEANUP,Runtime display gates report zero active display-contract defects for this source-display issue class.,No action now.,low
